,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Households By Type Total Households,1401,228,1401,(X)
Estimate Households By Type Total Households Married-Couple Household,735,198,52.5,9.8
Estimate Households By Type Total Households Married-Couple Household With Children Of The Householder Under 18 Years,191,109,13.6,7.8
Estimate Households By Type Total Households Cohabiting Couple Household,47,45,3.4,3.1
Estimate Households By Type Total Households Cohabiting Couple Household With Children Of The Householder Under 18 Years,0,19,0.0,2.8
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present",248,98,17.7,7.0
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present With Children Of The Householder Under 18 Years",9,14,0.6,1.0
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present Householder Living Alone",154,66,11.0,4.6
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present Householder Living Alone 65 Years And Over",24,18,1.7,1.2
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present",371,152,26.5,10.3
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present With Children Of The Householder Under 18 Years",81,62,5.8,4.4
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present Householder Living Alone",179,109,12.8,7.0
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present Householder Living Alone 65 Years And Over",83,67,5.9,4.5
Estimate Households By Type Total Households Households With One Or More People Under 18 Years,355,167,25.3,11.6
Estimate Households By Type Total Households Households With One Or More People 65 Years And Over,582,146,41.5,9.1
Estimate Households By Type Total Households Average Household Size,3.58,0.59,(X),(X)
Estimate Households By Type Total Households Average Family Size,4.30,0.72,(X),(X)
Estimate Relationship Population In Households,5022,62,5022,(X)
Estimate Relationship Population In Households Householder,1401,228,27.9,4.5
Estimate Relationship Population In Households Spouse,680,192,13.5,3.8
Estimate Relationship Population In Households Unmarried Partner,70,77,1.4,1.5
Estimate Relationship Population In Households Child,1885,358,37.5,7.1
Estimate Relationship Population In Households Other Relatives,771,303,15.4,6.1
Estimate Relationship Population In Households Other Nonrelatives,215,187,4.3,3.7
Estimate Marital Status Males 15 Years And Over,2060,279,2060,(X)
Estimate Marital Status Males 15 Years And Over Never Married,677,205,32.9,8.8
"Estimate Marital Status Males 15 Years And Over Now Married, Except Separated",852,263,41.4,13.1
Estimate Marital Status Males 15 Years And Over Separated,0,19,0.0,1.9
Estimate Marital Status Males 15 Years And Over Widowed,187,213,9.1,10.6
Estimate Marital Status Males 15 Years And Over Divorced,344,281,16.7,12.6
Estimate Marital Status Females 15 Years And Over,2332,274,2332,(X)
Estimate Marital Status Females 15 Years And Over Never Married,781,242,33.5,9.6
"Estimate Marital Status Females 15 Years And Over Now Married, Except Separated",731,222,31.3,10.8
Estimate Marital Status Females 15 Years And Over Separated,52,53,2.2,2.3
Estimate Marital Status Females 15 Years And Over Widowed,216,179,9.3,7.2
Estimate Marital Status Females 15 Years And Over Divorced,552,304,23.7,12.1
Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months,5,10,5,(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Unmarried Women (Widowed, Divorced, And Never Married)",0,19,0.0,100.0
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Unmarried Women (Widowed, Divorced, And Never Married) Per 1,000 Unmarried Women",0,47,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 15 To 50 Years Old",4,9,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 15 To 19 Years Old",0,197,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 20 To 34 Years Old",9,20,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 35 To 50 Years Old",0,97,(X),(X)
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years,313,226,313,(X)
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Grandparents Responsible For Grandchildren,0,19,0.0,12.0
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren Less Than 1 Year,0,19,0.0,12.0
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 1 Or 2 Years,0,19,0.0,12.0
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 3 Or 4 Years,0,19,0.0,12.0
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 5 Or More Years,0,19,0.0,12.0
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years,0,19,0,(X)
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years Who Are Female,0,19,-666666666.0,-222222222.0
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years Who Are Married,0,19,-666666666.0,-222222222.0
Estimate School Enrollment Population 3 Years And Over Enrolled In School,1046,288,1046,(X)
"Estimate School Enrollment Population 3 Years And Over Enrolled In School Nursery School, Preschool",83,73,7.9,6.6
Estimate School Enrollment Population 3 Years And Over Enrolled In School Kindergarten,109,87,10.4,8.9
Estimate School Enrollment Population 3 Years And Over Enrolled In School Elementary School (Grades 1-8),400,179,38.2,15.9
Estimate School Enrollment Population 3 Years And Over Enrolled In School High School (Grades 9-12),238,195,22.8,16.4
Estimate School Enrollment Population 3 Years And Over Enrolled In School College Or Graduate School,216,158,20.7,13.3
Estimate Educational Attainment Population 25 Years And Over,3788,304,3788,(X)
Estimate Educational Attainment Population 25 Years And Over Less Than 9Th Grade,147,89,3.9,2.4
"Estimate Educational Attainment Population 25 Years And Over 9Th To 12Th Grade, No Diploma",90,79,2.4,2.1
Estimate Educational Attainment Population 25 Years And Over High School Graduate (Includes Equivalency),1176,347,31.0,9.3
"Estimate Educational Attainment Population 25 Years And Over Some College, No Degree",569,166,15.0,4.4
Estimate Educational Attainment Population 25 Years And Over Associate'S Degree,389,291,10.3,7.6
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree,1077,485,28.4,11.8
Estimate Educational Attainment Population 25 Years And Over Graduate Or Professional Degree,340,148,9.0,4.0
Estimate Educational Attainment Population 25 Years And Over High School Graduate Or Higher,3551,343,93.7,3.7
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree Or Higher,1417,467,37.4,11.1
Estimate Veteran Status Civilian Population 18 Years And Over,4245,234,4245,(X)
Estimate Veteran Status Civilian Population 18 Years And Over Civilian Veterans,333,249,7.8,5.8
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population,5057,19,5057,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population With A Disability,453,320,9.0,6.3
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years,839,236,839,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years With A Disability,0,19,0.0,4.7
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years,3258,288,3258,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years With A Disability,196,222,6.0,6.8
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over,960,245,960,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over With A Disability,257,175,26.8,16.2
Estimate Residence 1 Year Ago Population 1 Year And Over,5065,29,5065,(X)
Estimate Residence 1 Year Ago Population 1 Year And Over Same House,4878,197,96.3,3.8
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad),187,191,3.7,3.8
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S.,187,191,3.7,3.8
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Same County,72,130,1.4,2.6
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County,115,127,2.3,2.5
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Same State,7,13,0.1,0.3
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Different State,108,127,2.1,2.5
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Abroad,0,19,0.0,0.8
Estimate Place Of Birth Total Population,5084,14,5084,(X)
Estimate Place Of Birth Total Population Native,4209,351,82.8,6.9
Estimate Place Of Birth Total Population Native Born In United States,4204,351,82.7,6.9
Estimate Place Of Birth Total Population Native Born In United States State Of Residence,2899,510,57.0,10.0
Estimate Place Of Birth Total Population Native Born In United States Different State,1305,451,25.7,8.9
