,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Households By Type Total Households,8866,531,8866,(X)
Estimate Households By Type Total Households Married-Couple Household,1628,268,18.4,3.1
Estimate Households By Type Total Households Married-Couple Household With Children Of The Householder Under 18 Years,690,186,7.8,2.1
Estimate Households By Type Total Households Cohabiting Couple Household,658,210,7.4,2.3
Estimate Households By Type Total Households Cohabiting Couple Household With Children Of The Householder Under 18 Years,283,120,3.2,1.4
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present",2385,354,26.9,3.6
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present With Children Of The Householder Under 18 Years",117,110,1.3,1.2
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present Householder Living Alone",1649,371,18.6,4.0
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present Householder Living Alone 65 Years And Over",267,112,3.0,1.3
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present",4195,510,47.3,4.5
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present With Children Of The Householder Under 18 Years",1024,233,11.5,2.6
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present Householder Living Alone",1751,369,19.7,3.9
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present Householder Living Alone 65 Years And Over",708,276,8.0,3.0
Estimate Households By Type Total Households Households With One Or More People Under 18 Years,2411,332,27.2,3.7
Estimate Households By Type Total Households Households With One Or More People 65 Years And Over,1771,337,20.0,3.6
Estimate Households By Type Total Households Average Household Size,2.33,0.13,(X),(X)
Estimate Households By Type Total Households Average Family Size,3.21,0.19,(X),(X)
Estimate Relationship Population In Households,20665,1471,20665,(X)
Estimate Relationship Population In Households Householder,8866,531,42.9,2.4
Estimate Relationship Population In Households Spouse,1662,284,8.0,1.3
Estimate Relationship Population In Households Unmarried Partner,740,268,3.6,1.3
Estimate Relationship Population In Households Child,5302,700,25.7,2.5
Estimate Relationship Population In Households Other Relatives,2464,642,11.9,2.6
Estimate Relationship Population In Households Other Nonrelatives,1631,414,7.9,2.0
Estimate Marital Status Males 15 Years And Over,10184,754,10184,(X)
Estimate Marital Status Males 15 Years And Over Never Married,6816,681,66.9,3.8
"Estimate Marital Status Males 15 Years And Over Now Married, Except Separated",2191,381,21.5,3.7
Estimate Marital Status Males 15 Years And Over Separated,198,106,1.9,1.0
Estimate Marital Status Males 15 Years And Over Widowed,166,92,1.6,0.9
Estimate Marital Status Males 15 Years And Over Divorced,813,260,8.0,2.4
Estimate Marital Status Females 15 Years And Over,11998,902,11998,(X)
Estimate Marital Status Females 15 Years And Over Never Married,7493,772,62.5,3.5
"Estimate Marital Status Females 15 Years And Over Now Married, Except Separated",2094,312,17.5,2.6
Estimate Marital Status Females 15 Years And Over Separated,360,169,3.0,1.4
Estimate Marital Status Females 15 Years And Over Widowed,701,272,5.8,2.2
Estimate Marital Status Females 15 Years And Over Divorced,1350,307,11.3,2.4
Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months,382,148,382,(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Unmarried Women (Widowed, Divorced, And Never Married)",236,112,61.8,18.5
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Unmarried Women (Widowed, Divorced, And Never Married) Per 1,000 Unmarried Women",33,15,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 15 To 50 Years Old",44,17,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 15 To 19 Years Old",0,18,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 20 To 34 Years Old",75,32,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 35 To 50 Years Old",24,22,(X),(X)
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years,510,157,510,(X)
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Grandparents Responsible For Grandchildren,205,99,40.2,18.2
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren Less Than 1 Year,25,23,4.9,4.6
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 1 Or 2 Years,38,42,7.5,8.2
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 3 Or 4 Years,77,67,15.1,13.0
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 5 Or More Years,65,61,12.7,12.2
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years,205,99,205,(X)
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years Who Are Female,198,96,96.6,10.4
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years Who Are Married,38,46,18.5,20.3
Estimate School Enrollment Population 3 Years And Over Enrolled In School,11091,1011,11091,(X)
"Estimate School Enrollment Population 3 Years And Over Enrolled In School Nursery School, Preschool",289,119,2.6,1.0
Estimate School Enrollment Population 3 Years And Over Enrolled In School Kindergarten,259,121,2.3,1.1
Estimate School Enrollment Population 3 Years And Over Enrolled In School Elementary School (Grades 1-8),2297,610,20.7,4.7
Estimate School Enrollment Population 3 Years And Over Enrolled In School High School (Grades 9-12),1111,306,10.0,2.7
Estimate School Enrollment Population 3 Years And Over Enrolled In School College Or Graduate School,7135,782,64.3,5.1
Estimate Educational Attainment Population 25 Years And Over,13996,882,13996,(X)
Estimate Educational Attainment Population 25 Years And Over Less Than 9Th Grade,1777,387,12.7,2.6
"Estimate Educational Attainment Population 25 Years And Over 9Th To 12Th Grade, No Diploma",2016,384,14.4,2.6
Estimate Educational Attainment Population 25 Years And Over High School Graduate (Includes Equivalency),4457,625,31.8,3.8
"Estimate Educational Attainment Population 25 Years And Over Some College, No Degree",2210,378,15.8,2.5
Estimate Educational Attainment Population 25 Years And Over Associate'S Degree,1186,338,8.5,2.5
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree,1473,275,10.5,1.8
Estimate Educational Attainment Population 25 Years And Over Graduate Or Professional Degree,877,280,6.3,2.0
Estimate Educational Attainment Population 25 Years And Over High School Graduate Or Higher,10203,785,72.9,3.5
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree Or Higher,2350,377,16.8,2.5
Estimate Veteran Status Civilian Population 18 Years And Over,21332,1251,21332,(X)
Estimate Veteran Status Civilian Population 18 Years And Over Civilian Veterans,507,196,2.4,0.9
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population,25871,1584,25871,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population With A Disability,4069,491,15.7,1.8
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years,4703,696,4703,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years With A Disability,266,123,5.7,2.7
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years,19112,1242,19112,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years With A Disability,2767,433,14.5,2.1
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over,2056,362,2056,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over With A Disability,1036,285,50.4,9.1
Estimate Residence 1 Year Ago Population 1 Year And Over,25827,1586,25827,(X)
Estimate Residence 1 Year Ago Population 1 Year And Over Same House,19846,1317,76.8,3.1
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad),5981,940,23.2,3.1
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S.,5388,838,20.9,2.8
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Same County,2673,531,10.3,1.9
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County,2715,531,10.5,1.9
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Same State,1254,359,4.9,1.3
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Different State,1461,342,5.7,1.2
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Abroad,593,330,2.3,1.2
Estimate Place Of Birth Total Population,26057,1582,26057,(X)
Estimate Place Of Birth Total Population Native,19646,1430,75.4,3.4
Estimate Place Of Birth Total Population Native Born In United States,16610,1219,63.7,3.8
Estimate Place Of Birth Total Population Native Born In United States State Of Residence,11879,1026,45.6,3.4
Estimate Place Of Birth Total Population Native Born In United States Different State,4731,523,18.2,1.9
"Estimate Place Of Birth Total Population Native Born In Puerto Rico, U.S. Island Areas, Or Born Abroad To American Parent(S)",3036,650,11.7,2.2
Estimate Place Of Birth Total Population Foreign Born,6411,1012,24.6,3.4
Estimate U.S. Citizenship Status Foreign-Born Population,6411,1012,6411,(X)
Estimate U.S. Citizenship Status Foreign-Born Population Naturalized U.S. Citizen,2835,496,44.2,7.6
Estimate U.S. Citizenship Status Foreign-Born Population Not A U.S. Citizen,3576,890,55.8,7.6
Estimate Year Of Entry Population Born Outside The United States,9447,1276,9447,(X)
Estimate Year Of Entry Population Born Outside The United States Native,3036,650,3036,(X)
Estimate Year Of Entry Population Born Outside The United States Native Entered 2010 Or Later,973,401,32.0,9.7
Estimate Year Of Entry Population Born Outside The United States Native Entered Before 2010,2063,458,68.0,9.7
Estimate Year Of Entry Population Born Outside The United States Foreign Born,6411,1012,6411,(X)
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered 2010 Or Later,2723,771,42.5,7.4
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered Before 2010,3688,562,57.5,7.4
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea",6411,1012,6411,(X)
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Europe",880,278,13.7,4.0
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Asia",1347,408,21.0,6.5
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Africa",1184,402,18.5,5.7
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Oceania",19,29,0.3,0.5
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Latin America",2976,838,46.4,8.8
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Northern America",5,9,0.1,0.1
Estimate Language Spoken At Home Population 5 Years And Over,24873,1525,24873,(X)
Estimate Language Spoken At Home Population 5 Years And Over English Only,13175,1126,53.0,4.3
Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English,11698,1483,47.0,4.3
"Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English Speak English Less Than ""Very Well""",5659,1030,22.8,3.5
Estimate Language Spoken At Home Population 5 Years And Over Spanish,7653,1310,30.8,4.3
"Estimate Language Spoken At Home Population 5 Years And Over Spanish Speak English Less Than ""Very Well""",3836,891,15.4,3.2
Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages,1762,433,7.1,1.7
"Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages Speak English Less Than ""Very Well""",981,319,3.9,1.3
Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages,1108,413,4.5,1.6
"Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages Speak English Less Than ""Very Well""",539,269,2.2,1.1
Estimate Language Spoken At Home Population 5 Years And Over Other Languages,1175,442,4.7,1.8
"Estimate Language Spoken At Home Population 5 Years And Over Other Languages Speak English Less Than ""Very Well""",303,178,1.2,0.7
Estimate Ancestry Total Population,26057,1582,26057,(X)
Estimate Ancestry Total Population American,873,454,3.4,1.7
Estimate Ancestry Total Population Arab,170,133,0.7,0.5
