,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Households By Type Total Households,681,72,681,(X)
Estimate Households By Type Total Households Married-Couple Household,347,56,51.0,6.5
Estimate Households By Type Total Households Married-Couple Household With Children Of The Householder Under 18 Years,139,38,20.4,5.6
Estimate Households By Type Total Households Cohabiting Couple Household,57,18,8.4,2.8
Estimate Households By Type Total Households Cohabiting Couple Household With Children Of The Householder Under 18 Years,19,12,2.8,1.8
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present",102,40,15.0,5.3
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present With Children Of The Householder Under 18 Years",0,13,0.0,5.7
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present Householder Living Alone",82,37,12.0,5.0
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present Householder Living Alone 65 Years And Over",37,30,5.4,4.3
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present",175,34,25.7,4.8
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present With Children Of The Householder Under 18 Years",16,12,2.3,1.8
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present Householder Living Alone",108,26,15.9,3.7
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present Householder Living Alone 65 Years And Over",63,21,9.3,2.9
Estimate Households By Type Total Households Households With One Or More People Under 18 Years,196,39,28.8,5.7
Estimate Households By Type Total Households Households With One Or More People 65 Years And Over,231,50,33.9,6.1
Estimate Households By Type Total Households Average Household Size,2.49,0.19,(X),(X)
Estimate Households By Type Total Households Average Family Size,3.12,0.27,(X),(X)
Estimate Relationship Population In Households,1697,198,1697,(X)
Estimate Relationship Population In Households Householder,681,72,40.1,3.0
Estimate Relationship Population In Households Spouse,322,52,19.0,2.2
Estimate Relationship Population In Households Unmarried Partner,50,18,2.9,1.1
Estimate Relationship Population In Households Child,508,98,29.9,3.4
Estimate Relationship Population In Households Other Relatives,71,37,4.2,2.1
Estimate Relationship Population In Households Other Nonrelatives,65,34,3.8,1.9
Estimate Marital Status Males 15 Years And Over,645,86,645,(X)
Estimate Marital Status Males 15 Years And Over Never Married,224,55,34.7,6.4
"Estimate Marital Status Males 15 Years And Over Now Married, Except Separated",347,52,53.8,6.5
Estimate Marital Status Males 15 Years And Over Separated,5,7,0.8,1.1
Estimate Marital Status Males 15 Years And Over Widowed,24,28,3.7,4.3
Estimate Marital Status Males 15 Years And Over Divorced,45,23,7.0,3.7
Estimate Marital Status Females 15 Years And Over,744,88,744,(X)
Estimate Marital Status Females 15 Years And Over Never Married,205,45,27.6,4.8
"Estimate Marital Status Females 15 Years And Over Now Married, Except Separated",343,53,46.1,4.8
Estimate Marital Status Females 15 Years And Over Separated,15,12,2.0,1.7
Estimate Marital Status Females 15 Years And Over Widowed,44,16,5.9,2.2
Estimate Marital Status Females 15 Years And Over Divorced,137,36,18.4,4.3
Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months,22,15,22,(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Unmarried Women (Widowed, Divorced, And Never Married)",9,6,40.9,32.5
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Unmarried Women (Widowed, Divorced, And Never Married) Per 1,000 Unmarried Women",43,27,(X),(X)
