,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Households By Type Total Households,6357,291,6357,(X)
Estimate Households By Type Total Households Married-Couple Household,4036,257,63.5,3.9
Estimate Households By Type Total Households Married-Couple Household With Children Of The Householder Under 18 Years,1891,187,29.7,3.3
Estimate Households By Type Total Households Cohabiting Couple Household,124,61,2.0,0.9
Estimate Households By Type Total Households Cohabiting Couple Household With Children Of The Householder Under 18 Years,78,49,1.2,0.8
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present",732,201,11.5,3.0
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present With Children Of The Householder Under 18 Years",95,78,1.5,1.2
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present Householder Living Alone",509,156,8.0,2.4
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present Householder Living Alone 65 Years And Over",300,106,4.7,1.6
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present",1465,278,23.0,4.0
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present With Children Of The Householder Under 18 Years",141,87,2.2,1.4
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present Householder Living Alone",1061,212,16.7,3.0
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present Householder Living Alone 65 Years And Over",700,144,11.0,2.2
Estimate Households By Type Total Households Households With One Or More People Under 18 Years,2236,187,35.2,3.5
Estimate Households By Type Total Households Households With One Or More People 65 Years And Over,2527,281,39.8,3.7
Estimate Households By Type Total Households Average Household Size,2.66,0.11,(X),(X)
Estimate Households By Type Total Households Average Family Size,3.19,0.11,(X),(X)
Estimate Relationship Population In Households,16916,276,16916,(X)
Estimate Relationship Population In Households Householder,6357,291,37.6,1.5
Estimate Relationship Population In Households Spouse,4022,254,23.8,1.5
Estimate Relationship Population In Households Unmarried Partner,140,67,0.8,0.4
Estimate Relationship Population In Households Child,5661,352,33.5,2.0
Estimate Relationship Population In Households Other Relatives,379,155,2.2,0.9
Estimate Relationship Population In Households Other Nonrelatives,357,222,2.1,1.3
Estimate Marital Status Males 15 Years And Over,7383,361,7383,(X)
Estimate Marital Status Males 15 Years And Over Never Married,2218,332,30.0,3.6
"Estimate Marital Status Males 15 Years And Over Now Married, Except Separated",4305,239,58.3,3.9
Estimate Marital Status Males 15 Years And Over Separated,26,26,0.4,0.4
Estimate Marital Status Males 15 Years And Over Widowed,288,107,3.9,1.4
Estimate Marital Status Males 15 Years And Over Divorced,546,127,7.4,1.7
Estimate Marital Status Females 15 Years And Over,7378,385,7378,(X)
Estimate Marital Status Females 15 Years And Over Never Married,1705,301,23.1,3.3
"Estimate Marital Status Females 15 Years And Over Now Married, Except Separated",4310,214,58.4,4.2
Estimate Marital Status Females 15 Years And Over Separated,14,25,0.2,0.3
Estimate Marital Status Females 15 Years And Over Widowed,492,141,6.7,1.9
Estimate Marital Status Females 15 Years And Over Divorced,857,246,11.6,3.0
Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months,201,91,201,(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Unmarried Women (Widowed, Divorced, And Never Married)",16,26,8.0,12.6
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Unmarried Women (Widowed, Divorced, And Never Married) Per 1,000 Unmarried Women",11,18,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 15 To 50 Years Old",59,27,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 15 To 19 Years Old",0,58,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 20 To 34 Years Old",131,68,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 35 To 50 Years Old",50,41,(X),(X)
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years,79,59,79,(X)
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Grandparents Responsible For Grandchildren,28,39,35.4,32.6
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren Less Than 1 Year,0,21,0.0,36.9
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 1 Or 2 Years,0,21,0.0,36.9
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 3 Or 4 Years,0,21,0.0,36.9
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 5 Or More Years,28,39,35.4,32.6
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years,28,39,28,(X)
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years Who Are Female,11,15,39.3,34.6
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years Who Are Married,25,39,89.3,35.1
Estimate School Enrollment Population 3 Years And Over Enrolled In School,4832,446,4832,(X)
"Estimate School Enrollment Population 3 Years And Over Enrolled In School Nursery School, Preschool",450,170,9.3,3.6
Estimate School Enrollment Population 3 Years And Over Enrolled In School Kindergarten,202,92,4.2,2.0
Estimate School Enrollment Population 3 Years And Over Enrolled In School Elementary School (Grades 1-8),2027,271,41.9,4.4
Estimate School Enrollment Population 3 Years And Over Enrolled In School High School (Grades 9-12),1266,241,26.2,4.5
Estimate School Enrollment Population 3 Years And Over Enrolled In School College Or Graduate School,887,288,18.4,5.1
Estimate Educational Attainment Population 25 Years And Over,12929,398,12929,(X)
Estimate Educational Attainment Population 25 Years And Over Less Than 9Th Grade,87,49,0.7,0.4
"Estimate Educational Attainment Population 25 Years And Over 9Th To 12Th Grade, No Diploma",470,122,3.6,0.9
Estimate Educational Attainment Population 25 Years And Over High School Graduate (Includes Equivalency),1602,290,12.4,2.2
"Estimate Educational Attainment Population 25 Years And Over Some College, No Degree",781,180,6.0,1.4
Estimate Educational Attainment Population 25 Years And Over Associate'S Degree,497,185,3.8,1.4
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree,3476,391,26.9,2.9
Estimate Educational Attainment Population 25 Years And Over Graduate Or Professional Degree,6016,531,46.5,3.8
Estimate Educational Attainment Population 25 Years And Over High School Graduate Or Higher,12372,408,95.7,1.0
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree Or Higher,9492,531,73.4,3.3
Estimate Veteran Status Civilian Population 18 Years And Over,13901,367,13901,(X)
Estimate Veteran Status Civilian Population 18 Years And Over Civilian Veterans,656,186,4.7,1.4
