,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Households By Type Total Households,24771,665,24771,(X)
Estimate Households By Type Total Households Married-Couple Household,10076,494,40.7,2.3
Estimate Households By Type Total Households Married-Couple Household With Children Of The Householder Under 18 Years,3843,377,15.5,1.6
Estimate Households By Type Total Households Cohabiting Couple Household,1983,433,8.0,1.7
Estimate Households By Type Total Households Cohabiting Couple Household With Children Of The Householder Under 18 Years,302,181,1.2,0.7
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present",5052,664,20.4,2.5
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present With Children Of The Householder Under 18 Years",104,114,0.4,0.5
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present Householder Living Alone",3069,540,12.4,2.1
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present Householder Living Alone 65 Years And Over",592,145,2.4,0.6
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present",7660,698,30.9,2.5
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present With Children Of The Householder Under 18 Years",740,253,3.0,1.0
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present Householder Living Alone",4101,555,16.6,2.1
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present Householder Living Alone 65 Years And Over",1727,341,7.0,1.3
Estimate Households By Type Total Households Households With One Or More People Under 18 Years,5200,421,21.0,1.8
Estimate Households By Type Total Households Households With One Or More People 65 Years And Over,6291,511,25.4,1.8
Estimate Households By Type Total Households Average Household Size,2.36,0.06,(X),(X)
Estimate Households By Type Total Households Average Family Size,2.92,0.09,(X),(X)
Estimate Relationship Population In Households,58460,371,58460,(X)
Estimate Relationship Population In Households Householder,24771,665,42.4,1.1
Estimate Relationship Population In Households Spouse,10064,521,17.2,0.9
Estimate Relationship Population In Households Unmarried Partner,1985,403,3.4,0.7
Estimate Relationship Population In Households Child,13397,762,22.9,1.3
Estimate Relationship Population In Households Other Relatives,2925,588,5.0,1.0
Estimate Relationship Population In Households Other Nonrelatives,5318,740,9.1,1.3
Estimate Marital Status Males 15 Years And Over,26657,879,26657,(X)
Estimate Marital Status Males 15 Years And Over Never Married,13078,877,49.1,2.1
"Estimate Marital Status Males 15 Years And Over Now Married, Except Separated",10881,479,40.8,2.3
Estimate Marital Status Males 15 Years And Over Separated,174,137,0.7,0.5
Estimate Marital Status Males 15 Years And Over Widowed,649,161,2.4,0.6
Estimate Marital Status Males 15 Years And Over Divorced,1875,404,7.0,1.5
Estimate Marital Status Females 15 Years And Over,29403,804,29403,(X)
Estimate Marital Status Females 15 Years And Over Never Married,13876,843,47.2,2.2
"Estimate Marital Status Females 15 Years And Over Now Married, Except Separated",11209,619,38.1,2.2
Estimate Marital Status Females 15 Years And Over Separated,290,126,1.0,0.4
Estimate Marital Status Females 15 Years And Over Widowed,2178,304,7.4,1.0
Estimate Marital Status Females 15 Years And Over Divorced,1850,373,6.3,1.2
Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months,568,166,568,(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Unmarried Women (Widowed, Divorced, And Never Married)",24,32,4.2,5.6
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Unmarried Women (Widowed, Divorced, And Never Married) Per 1,000 Unmarried Women",2,2,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 15 To 50 Years Old",30,9,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 15 To 19 Years Old",9,12,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 20 To 34 Years Old",35,14,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 35 To 50 Years Old",31,16,(X),(X)
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years,419,142,419,(X)
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Grandparents Responsible For Grandchildren,92,73,22.0,16.5
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren Less Than 1 Year,44,45,10.5,10.9
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 1 Or 2 Years,28,48,6.7,10.6
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 3 Or 4 Years,20,33,4.8,8.0
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 5 Or More Years,0,31,0.0,9.1
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years,92,73,92,(X)
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years Who Are Female,74,69,80.4,26.7
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years Who Are Married,18,24,19.6,26.7
Estimate School Enrollment Population 3 Years And Over Enrolled In School,16031,973,16031,(X)
"Estimate School Enrollment Population 3 Years And Over Enrolled In School Nursery School, Preschool",696,249,4.3,1.6
Estimate School Enrollment Population 3 Years And Over Enrolled In School Kindergarten,563,211,3.5,1.3
Estimate School Enrollment Population 3 Years And Over Enrolled In School Elementary School (Grades 1-8),3182,428,19.8,2.3
Estimate School Enrollment Population 3 Years And Over Enrolled In School High School (Grades 9-12),2151,406,13.4,2.4
Estimate School Enrollment Population 3 Years And Over Enrolled In School College Or Graduate School,9439,839,58.9,3.6
Estimate Educational Attainment Population 25 Years And Over,44323,829,44323,(X)
Estimate Educational Attainment Population 25 Years And Over Less Than 9Th Grade,1221,323,2.8,0.7
"Estimate Educational Attainment Population 25 Years And Over 9Th To 12Th Grade, No Diploma",1583,338,3.6,0.8
Estimate Educational Attainment Population 25 Years And Over High School Graduate (Includes Equivalency),9249,709,20.9,1.6
"Estimate Educational Attainment Population 25 Years And Over Some College, No Degree",5169,465,11.7,1.0
Estimate Educational Attainment Population 25 Years And Over Associate'S Degree,2381,425,5.4,1.0
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree,13253,898,29.9,1.8
Estimate Educational Attainment Population 25 Years And Over Graduate Or Professional Degree,11467,851,25.9,1.9
Estimate Educational Attainment Population 25 Years And Over High School Graduate Or Higher,41519,936,93.7,1.0
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree Or Higher,24720,1074,55.8,2.0
Estimate Veteran Status Civilian Population 18 Years And Over,54296,815,54296,(X)
Estimate Veteran Status Civilian Population 18 Years And Over Civilian Veterans,1775,353,3.3,0.7
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population,62478,454,62478,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population With A Disability,4764,510,7.6,0.8
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years,8632,666,8632,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years With A Disability,193,110,2.2,1.3
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years,45248,1050,45248,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years With A Disability,2386,379,5.3,0.8
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over,8598,792,8598,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over With A Disability,2185,363,25.4,4.2
Estimate Residence 1 Year Ago Population 1 Year And Over,62483,452,62483,(X)
Estimate Residence 1 Year Ago Population 1 Year And Over Same House,52248,992,83.6,1.7
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad),10235,1067,16.4,1.7
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S.,9325,1048,14.9,1.6
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Same County,5072,919,8.1,1.5
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County,4253,588,6.8,0.9
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Same State,1655,329,2.6,0.5
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Different State,2598,505,4.2,0.8
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Abroad,910,323,1.5,0.5
Estimate Place Of Birth Total Population,62996,430,62996,(X)
Estimate Place Of Birth Total Population Native,48999,1243,77.8,1.8
Estimate Place Of Birth Total Population Native Born In United States,47682,1272,75.7,1.8
Estimate Place Of Birth Total Population Native Born In United States State Of Residence,32685,1358,51.9,2.1
Estimate Place Of Birth Total Population Native Born In United States Different State,14997,995,23.8,1.5
"Estimate Place Of Birth Total Population Native Born In Puerto Rico, U.S. Island Areas, Or Born Abroad To American Parent(S)",1317,450,2.1,0.7
Estimate Place Of Birth Total Population Foreign Born,13997,1101,22.2,1.8
Estimate U.S. Citizenship Status Foreign-Born Population,13997,1101,13997,(X)
Estimate U.S. Citizenship Status Foreign-Born Population Naturalized U.S. Citizen,7495,809,53.5,5.6
