,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Households By Type Total Households,6208,190,6208,(X)
Estimate Households By Type Total Households Married-Couple Household,4859,169,78.3,3.1
Estimate Households By Type Total Households Married-Couple Household With Children Of The Householder Under 18 Years,2611,219,42.1,4.2
Estimate Households By Type Total Households Cohabiting Couple Household,173,88,2.8,1.4
Estimate Households By Type Total Households Cohabiting Couple Household With Children Of The Householder Under 18 Years,13,23,0.2,0.4
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present",290,106,4.7,1.7
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present With Children Of The Householder Under 18 Years",50,50,0.8,0.8
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present Householder Living Alone",173,73,2.8,1.2
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present Householder Living Alone 65 Years And Over",74,51,1.2,0.8
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present",886,187,14.3,2.8
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present With Children Of The Householder Under 18 Years",154,92,2.5,1.5
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present Householder Living Alone",552,155,8.9,2.3
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present Householder Living Alone 65 Years And Over",426,132,6.9,2.0
Estimate Households By Type Total Households Households With One Or More People Under 18 Years,2895,201,46.6,3.9
Estimate Households By Type Total Households Households With One Or More People 65 Years And Over,1939,285,31.2,4.1
Estimate Households By Type Total Households Average Household Size,3.02,0.09,(X),(X)
Estimate Households By Type Total Households Average Family Size,3.31,0.09,(X),(X)
Estimate Relationship Population In Households,18752,77,18752,(X)
Estimate Relationship Population In Households Householder,6208,190,33.1,1.0
Estimate Relationship Population In Households Spouse,4827,167,25.7,0.9
Estimate Relationship Population In Households Unmarried Partner,184,90,1.0,0.5
Estimate Relationship Population In Households Child,6920,309,36.9,1.6
Estimate Relationship Population In Households Other Relatives,526,206,2.8,1.1
Estimate Relationship Population In Households Other Nonrelatives,87,73,0.5,0.4
Estimate Marital Status Males 15 Years And Over,7048,335,7048,(X)
Estimate Marital Status Males 15 Years And Over Never Married,1640,278,23.3,3.1
"Estimate Marital Status Males 15 Years And Over Now Married, Except Separated",5125,171,72.7,3.4
Estimate Marital Status Males 15 Years And Over Separated,0,21,0.0,0.6
Estimate Marital Status Males 15 Years And Over Widowed,75,47,1.1,0.7
Estimate Marital Status Males 15 Years And Over Divorced,208,87,3.0,1.2
Estimate Marital Status Females 15 Years And Over,7444,305,7444,(X)
Estimate Marital Status Females 15 Years And Over Never Married,1466,338,19.7,3.9
"Estimate Marital Status Females 15 Years And Over Now Married, Except Separated",4980,163,66.9,3.7
Estimate Marital Status Females 15 Years And Over Separated,52,43,0.7,0.6
Estimate Marital Status Females 15 Years And Over Widowed,491,144,6.6,1.9
Estimate Marital Status Females 15 Years And Over Divorced,455,146,6.1,1.9
Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months,309,140,309,(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Unmarried Women (Widowed, Divorced, And Never Married)",0,21,0.0,12.1
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Unmarried Women (Widowed, Divorced, And Never Married) Per 1,000 Unmarried Women",0,30,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 15 To 50 Years Old",83,38,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 15 To 19 Years Old",0,52,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 20 To 34 Years Old",158,95,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 35 To 50 Years Old",84,54,(X),(X)
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years,249,129,249,(X)
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Grandparents Responsible For Grandchildren,9,14,3.6,6.2
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren Less Than 1 Year,0,21,0.0,14.8
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 1 Or 2 Years,0,21,0.0,14.8
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 3 Or 4 Years,0,21,0.0,14.8
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 5 Or More Years,9,14,3.6,6.2
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years,9,14,9,(X)
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years Who Are Female,9,14,100.0,100.0
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years Who Are Married,9,14,100.0,100.0
Estimate School Enrollment Population 3 Years And Over Enrolled In School,5812,377,5812,(X)
"Estimate School Enrollment Population 3 Years And Over Enrolled In School Nursery School, Preschool",582,279,10.0,4.8
Estimate School Enrollment Population 3 Years And Over Enrolled In School Kindergarten,180,79,3.1,1.4
Estimate School Enrollment Population 3 Years And Over Enrolled In School Elementary School (Grades 1-8),2613,333,45.0,5.8
Estimate School Enrollment Population 3 Years And Over Enrolled In School High School (Grades 9-12),1706,347,29.4,5.3
Estimate School Enrollment Population 3 Years And Over Enrolled In School College Or Graduate School,731,251,12.6,4.1
Estimate Educational Attainment Population 25 Years And Over,12258,319,12258,(X)
Estimate Educational Attainment Population 25 Years And Over Less Than 9Th Grade,57,51,0.5,0.4
"Estimate Educational Attainment Population 25 Years And Over 9Th To 12Th Grade, No Diploma",70,47,0.6,0.4
Estimate Educational Attainment Population 25 Years And Over High School Graduate (Includes Equivalency),1022,252,8.3,2.0
"Estimate Educational Attainment Population 25 Years And Over Some College, No Degree",683,207,5.6,1.7
Estimate Educational Attainment Population 25 Years And Over Associate'S Degree,344,113,2.8,0.9
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree,4383,392,35.8,3.1
Estimate Educational Attainment Population 25 Years And Over Graduate Or Professional Degree,5699,523,46.5,4.0
Estimate Educational Attainment Population 25 Years And Over High School Graduate Or Higher,12131,321,99.0,0.6
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree Or Higher,10082,433,82.2,2.7
Estimate Veteran Status Civilian Population 18 Years And Over,13264,369,13264,(X)
Estimate Veteran Status Civilian Population 18 Years And Over Civilian Veterans,290,91,2.2,0.7
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population,18752,77,18752,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population With A Disability,1120,245,6.0,1.3
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years,5648,368,5648,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years With A Disability,90,70,1.6,1.2
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years,10406,396,10406,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years With A Disability,420,138,4.0,1.3
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over,2698,406,2698,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over With A Disability,610,181,22.6,6.0
Estimate Residence 1 Year Ago Population 1 Year And Over,18649,117,18649,(X)
Estimate Residence 1 Year Ago Population 1 Year And Over Same House,17394,390,93.3,2.0
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad),1255,381,6.7,2.0
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S.,1203,381,6.5,2.0
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Same County,726,334,3.9,1.8
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County,477,225,2.6,1.2
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Same State,115,118,0.6,0.6
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Different State,362,207,1.9,1.1
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Abroad,52,49,0.3,0.3
Estimate Place Of Birth Total Population,18912,36,18912,(X)
Estimate Place Of Birth Total Population Native,16578,428,87.7,2.3
Estimate Place Of Birth Total Population Native Born In United States,16313,454,86.3,2.4
Estimate Place Of Birth Total Population Native Born In United States State Of Residence,9795,575,51.8,3.1
Estimate Place Of Birth Total Population Native Born In United States Different State,6518,567,34.5,3.0
"Estimate Place Of Birth Total Population Native Born In Puerto Rico, U.S. Island Areas, Or Born Abroad To American Parent(S)",265,106,1.4,0.6
Estimate Place Of Birth Total Population Foreign Born,2334,427,12.3,2.3
Estimate U.S. Citizenship Status Foreign-Born Population,2334,427,2334,(X)
Estimate U.S. Citizenship Status Foreign-Born Population Naturalized U.S. Citizen,1544,282,66.2,10.2
Estimate U.S. Citizenship Status Foreign-Born Population Not A U.S. Citizen,790,324,33.8,10.2
Estimate Year Of Entry Population Born Outside The United States,2599,453,2599,(X)
Estimate Year Of Entry Population Born Outside The United States Native,265,106,265,(X)
Estimate Year Of Entry Population Born Outside The United States Native Entered 2010 Or Later,0,21,0.0,14.0
Estimate Year Of Entry Population Born Outside The United States Native Entered Before 2010,265,106,100.0,14.0
Estimate Year Of Entry Population Born Outside The United States Foreign Born,2334,427,2334,(X)
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered 2010 Or Later,537,257,23.0,8.7
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered Before 2010,1797,302,77.0,8.7
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea",2334,427,2334,(X)
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Europe",651,220,27.9,8.3
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Asia",1234,324,52.9,8.4
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Africa",135,84,5.8,3.4
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Oceania",27,30,1.2,1.3
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Latin America",229,122,9.8,5.1
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Northern America",58,47,2.5,2.0
Estimate Language Spoken At Home Population 5 Years And Over,17665,299,17665,(X)
Estimate Language Spoken At Home Population 5 Years And Over English Only,15231,564,86.2,2.6
Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English,2434,454,13.8,2.6
"Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English Speak English Less Than ""Very Well""",410,141,2.3,0.8
Estimate Language Spoken At Home Population 5 Years And Over Spanish,373,232,2.1,1.3
"Estimate Language Spoken At Home Population 5 Years And Over Spanish Speak English Less Than ""Very Well""",73,63,0.4,0.4
Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages,1031,304,5.8,1.7
"Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages Speak English Less Than ""Very Well""",169,109,1.0,0.6
Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages,978,384,5.5,2.2
"Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages Speak English Less Than ""Very Well""",168,94,1.0,0.5
Estimate Language Spoken At Home Population 5 Years And Over Other Languages,52,56,0.3,0.3
"Estimate Language Spoken At Home Population 5 Years And Over Other Languages Speak English Less Than ""Very Well""",0,21,0.0,0.2
Estimate Ancestry Total Population,18912,36,18912,(X)
Estimate Ancestry Total Population American,550,239,2.9,1.3
Estimate Ancestry Total Population Arab,165,138,0.9,0.7
Estimate Ancestry Total Population Czech,39,34,0.2,0.2
Estimate Ancestry Total Population Danish,276,282,1.5,1.5
Estimate Ancestry Total Population Dutch,207,155,1.1,0.8
Estimate Ancestry Total Population English,2548,562,13.5,3.0
Estimate Ancestry Total Population French (Except Basque),468,193,2.5,1.0
Estimate Ancestry Total Population French Canadian,392,145,2.1,0.8
Estimate Ancestry Total Population German,1287,331,6.8,1.7
Estimate Ancestry Total Population Greek,176,123,0.9,0.6
Estimate Ancestry Total Population Hungarian,65,49,0.3,0.3
Estimate Ancestry Total Population Irish,3550,551,18.8,2.9
Estimate Ancestry Total Population Italian,1711,422,9.0,2.2
Estimate Ancestry Total Population Lithuanian,60,41,0.3,0.2
Estimate Ancestry Total Population Norwegian,81,56,0.4,0.3
Estimate Ancestry Total Population Polish,616,243,3.3,1.3
Estimate Ancestry Total Population Portuguese,149,118,0.8,0.6
Estimate Ancestry Total Population Russian,442,169,2.3,0.9
Estimate Ancestry Total Population Scotch-Irish,154,155,0.8,0.8
Estimate Ancestry Total Population Scottish,631,238,3.3,1.3
Estimate Ancestry Total Population Slovak,37,37,0.2,0.2
Estimate Ancestry Total Population Subsaharan African,77,66,0.4,0.3
Estimate Ancestry Total Population Swedish,229,115,1.2,0.6
Estimate Ancestry Total Population Swiss,9,14,0.0,0.1
Estimate Ancestry Total Population Ukrainian,41,38,0.2,0.2
Estimate Ancestry Total Population Welsh,134,94,0.7,0.5
Estimate Ancestry Total Population West Indian (Excluding Hispanic Origin Groups),54,85,0.3,0.4
Estimate Computers And Internet Use Total Households,6208,190,6208,(X)
Estimate Computers And Internet Use Total Households With A Computer,6084,184,98.0,1.2
Estimate Computers And Internet Use Total Households With A Broadband Internet Subscription,6067,184,97.7,1.2
