,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Households By Type Total Households,3726,191,3726,(X)
Estimate Households By Type Total Households Married-Couple Household,2248,197,60.3,6.0
Estimate Households By Type Total Households Married-Couple Household With Children Of The Householder Under 18 Years,766,178,20.6,5.1
Estimate Households By Type Total Households Cohabiting Couple Household,459,164,12.3,4.3
Estimate Households By Type Total Households Cohabiting Couple Household With Children Of The Householder Under 18 Years,156,100,4.2,2.7
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present",357,126,9.6,3.2
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present With Children Of The Householder Under 18 Years",20,32,0.5,0.9
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present Householder Living Alone",171,72,4.6,1.9
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present Householder Living Alone 65 Years And Over",55,38,1.5,1.0
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present",662,192,17.8,4.7
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present With Children Of The Householder Under 18 Years",168,98,4.5,2.6
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present Householder Living Alone",414,154,11.1,3.8
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present Householder Living Alone 65 Years And Over",248,118,6.7,3.0
Estimate Households By Type Total Households Households With One Or More People Under 18 Years,1190,206,31.9,6.0
Estimate Households By Type Total Households Households With One Or More People 65 Years And Over,1098,222,29.5,5.7
Estimate Households By Type Total Households Average Household Size,2.72,0.14,(X),(X)
Estimate Households By Type Total Households Average Family Size,3.05,0.16,(X),(X)
Estimate Relationship Population In Households,10119,105,10119,(X)
Estimate Relationship Population In Households Householder,3726,191,36.8,1.9
Estimate Relationship Population In Households Spouse,2216,200,21.9,2.0
Estimate Relationship Population In Households Unmarried Partner,452,157,4.5,1.6
Estimate Relationship Population In Households Child,3251,339,32.1,3.2
Estimate Relationship Population In Households Other Relatives,354,155,3.5,1.5
Estimate Relationship Population In Households Other Nonrelatives,120,83,1.2,0.8
Estimate Marital Status Males 15 Years And Over,4143,276,4143,(X)
Estimate Marital Status Males 15 Years And Over Never Married,1270,194,30.7,3.9
"Estimate Marital Status Males 15 Years And Over Now Married, Except Separated",2358,210,56.9,4.8
Estimate Marital Status Males 15 Years And Over Separated,53,62,1.3,1.5
Estimate Marital Status Males 15 Years And Over Widowed,0,21,0.0,1.0
Estimate Marital Status Males 15 Years And Over Divorced,462,147,11.2,3.3
Estimate Marital Status Females 15 Years And Over,4086,279,4086,(X)
Estimate Marital Status Females 15 Years And Over Never Married,1078,266,26.4,5.3
"Estimate Marital Status Females 15 Years And Over Now Married, Except Separated",2267,208,55.5,5.3
Estimate Marital Status Females 15 Years And Over Separated,65,58,1.6,1.4
Estimate Marital Status Females 15 Years And Over Widowed,332,140,8.1,3.3
Estimate Marital Status Females 15 Years And Over Divorced,344,134,8.4,3.3
Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months,109,102,109,(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Unmarried Women (Widowed, Divorced, And Never Married)",0,21,0.0,29.8
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Unmarried Women (Widowed, Divorced, And Never Married) Per 1,000 Unmarried Women",0,35,(X),(X)
