,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Households By Type Total Households,5450,248,5450,(X)
Estimate Households By Type Total Households Married-Couple Household,2507,226,46.0,4.7
Estimate Households By Type Total Households Married-Couple Household With Children Of The Householder Under 18 Years,789,145,14.5,2.8
Estimate Households By Type Total Households Cohabiting Couple Household,677,186,12.4,3.6
Estimate Households By Type Total Households Cohabiting Couple Household With Children Of The Householder Under 18 Years,240,132,4.4,2.5
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present",938,186,17.2,3.0
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present With Children Of The Householder Under 18 Years",50,49,0.9,0.9
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present Householder Living Alone",660,149,12.1,2.5
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present Householder Living Alone 65 Years And Over",179,64,3.3,1.1
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present",1328,274,24.4,4.4
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present With Children Of The Householder Under 18 Years",135,86,2.5,1.6
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present Householder Living Alone",797,225,14.6,3.8
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present Householder Living Alone 65 Years And Over",321,82,5.9,1.4
Estimate Households By Type Total Households Households With One Or More People Under 18 Years,1407,161,25.8,3.4
Estimate Households By Type Total Households Households With One Or More People 65 Years And Over,1785,186,32.8,3.2
Estimate Households By Type Total Households Average Household Size,2.52,0.12,(X),(X)
Estimate Households By Type Total Households Average Family Size,3.03,0.14,(X),(X)
Estimate Relationship Population In Households,13741,292,13741,(X)
Estimate Relationship Population In Households Householder,5450,248,39.7,1.8
Estimate Relationship Population In Households Spouse,2545,215,18.5,1.6
Estimate Relationship Population In Households Unmarried Partner,649,183,4.7,1.3
Estimate Relationship Population In Households Child,3967,330,28.9,2.1
Estimate Relationship Population In Households Other Relatives,700,204,5.1,1.5
Estimate Relationship Population In Households Other Nonrelatives,430,146,3.1,1.1
Estimate Marital Status Males 15 Years And Over,5704,314,5704,(X)
