,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Households By Type Total Households,4447,243,4447,(X)
Estimate Households By Type Total Households Married-Couple Household,2816,251,63.3,5.3
Estimate Households By Type Total Households Married-Couple Household With Children Of The Householder Under 18 Years,932,175,21.0,4.3
Estimate Households By Type Total Households Cohabiting Couple Household,196,96,4.4,2.1
Estimate Households By Type Total Households Cohabiting Couple Household With Children Of The Householder Under 18 Years,28,28,0.6,0.6
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present",624,192,14.0,3.9
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present With Children Of The Householder Under 18 Years",21,34,0.5,0.8
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present Householder Living Alone",547,188,12.3,3.8
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present Householder Living Alone 65 Years And Over",246,153,5.5,3.3
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present",811,195,18.2,4.4
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present With Children Of The Householder Under 18 Years",229,100,5.1,2.3
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present Householder Living Alone",426,126,9.6,2.7
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present Householder Living Alone 65 Years And Over",269,115,6.0,2.6
Estimate Households By Type Total Households Households With One Or More People Under 18 Years,1384,184,31.1,5.0
Estimate Households By Type Total Households Households With One Or More People 65 Years And Over,1339,210,30.1,3.9
Estimate Households By Type Total Households Average Household Size,2.62,0.14,(X),(X)
Estimate Households By Type Total Households Average Family Size,3.07,0.16,(X),(X)
Estimate Relationship Population In Households,11643,52,11643,(X)
Estimate Relationship Population In Households Householder,4447,243,38.2,2.1
Estimate Relationship Population In Households Spouse,2850,246,24.5,2.1
Estimate Relationship Population In Households Unmarried Partner,190,95,1.6,0.8
Estimate Relationship Population In Households Child,3411,352,29.3,3.0
Estimate Relationship Population In Households Other Relatives,570,264,4.9,2.3
Estimate Relationship Population In Households Other Nonrelatives,175,90,1.5,0.8
Estimate Marital Status Males 15 Years And Over,4679,315,4679,(X)
Estimate Marital Status Males 15 Years And Over Never Married,1144,267,24.4,5.2
"Estimate Marital Status Males 15 Years And Over Now Married, Except Separated",2972,261,63.5,5.2
Estimate Marital Status Males 15 Years And Over Separated,22,27,0.5,0.6
Estimate Marital Status Males 15 Years And Over Widowed,155,147,3.3,3.1
Estimate Marital Status Males 15 Years And Over Divorced,386,131,8.2,2.8
Estimate Marital Status Females 15 Years And Over,4869,195,4869,(X)
Estimate Marital Status Females 15 Years And Over Never Married,1166,237,23.9,4.5
"Estimate Marital Status Females 15 Years And Over Now Married, Except Separated",2874,232,59.0,5.2
Estimate Marital Status Females 15 Years And Over Separated,122,109,2.5,2.2
Estimate Marital Status Females 15 Years And Over Widowed,280,119,5.8,2.4
Estimate Marital Status Females 15 Years And Over Divorced,427,134,8.8,2.8
Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months,57,57,57,(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Unmarried Women (Widowed, Divorced, And Never Married)",47,55,82.5,37.2
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Unmarried Women (Widowed, Divorced, And Never Married) Per 1,000 Unmarried Women",39,45,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 15 To 50 Years Old",21,21,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 15 To 19 Years Old",0,101,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 20 To 34 Years Old",43,52,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 35 To 50 Years Old",8,13,(X),(X)
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years,272,152,272,(X)
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Grandparents Responsible For Grandchildren,126,96,46.3,26.0
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren Less Than 1 Year,28,45,10.3,14.4
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 1 Or 2 Years,17,30,6.3,11.6
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 3 Or 4 Years,0,21,0.0,13.6
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 5 Or More Years,81,83,29.8,28.3
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years,126,96,126,(X)
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years Who Are Female,76,58,60.3,21.9
