,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Households By Type Total Households,421,68,421,(X)
Estimate Households By Type Total Households Married-Couple Household,239,46,56.8,8.8
Estimate Households By Type Total Households Married-Couple Household With Children Of The Householder Under 18 Years,38,23,9.0,5.4
Estimate Households By Type Total Households Cohabiting Couple Household,16,11,3.8,2.5
Estimate Households By Type Total Households Cohabiting Couple Household With Children Of The Householder Under 18 Years,5,7,1.2,1.8
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present",62,28,14.7,6.3
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present With Children Of The Householder Under 18 Years",27,25,6.4,5.7
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present Householder Living Alone",30,19,7.1,4.5
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present Householder Living Alone 65 Years And Over",8,6,1.9,1.5
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present",104,46,24.7,9.0
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present With Children Of The Householder Under 18 Years",18,18,4.3,4.2
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present Householder Living Alone",76,41,18.1,8.6
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present Householder Living Alone 65 Years And Over",34,28,8.1,6.2
Estimate Households By Type Total Households Households With One Or More People Under 18 Years,109,42,25.9,9.4
Estimate Households By Type Total Households Households With One Or More People 65 Years And Over,154,45,36.6,8.4
Estimate Households By Type Total Households Average Household Size,2.17,0.20,(X),(X)
Estimate Households By Type Total Households Average Family Size,2.56,0.22,(X),(X)
Estimate Relationship Population In Households,915,144,915,(X)
Estimate Relationship Population In Households Householder,421,68,46.0,4.3
Estimate Relationship Population In Households Spouse,255,50,27.9,4.1
Estimate Relationship Population In Households Unmarried Partner,16,11,1.7,1.1
Estimate Relationship Population In Households Child,177,80,19.3,7.1
Estimate Relationship Population In Households Other Relatives,42,31,4.6,3.4
Estimate Relationship Population In Households Other Nonrelatives,4,7,0.4,0.8
Estimate Marital Status Males 15 Years And Over,395,67,395,(X)
Estimate Marital Status Males 15 Years And Over Never Married,91,40,23.0,8.1
"Estimate Marital Status Males 15 Years And Over Now Married, Except Separated",247,46,62.5,8.3
Estimate Marital Status Males 15 Years And Over Separated,36,27,9.1,6.5
Estimate Marital Status Males 15 Years And Over Widowed,16,10,4.1,2.7
Estimate Marital Status Males 15 Years And Over Divorced,5,6,1.3,1.4
Estimate Marital Status Females 15 Years And Over,400,69,400,(X)
Estimate Marital Status Females 15 Years And Over Never Married,76,37,19.0,8.0
"Estimate Marital Status Females 15 Years And Over Now Married, Except Separated",263,50,65.8,7.9
Estimate Marital Status Females 15 Years And Over Separated,0,13,0.0,9.5
Estimate Marital Status Females 15 Years And Over Widowed,1,4,0.3,1.1
Estimate Marital Status Females 15 Years And Over Divorced,60,24,15.0,5.3
Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months,6,7,6,(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Unmarried Women (Widowed, Divorced, And Never Married)",1,2,16.7,41.1
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Unmarried Women (Widowed, Divorced, And Never Married) Per 1,000 Unmarried Women",17,40,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 15 To 50 Years Old",36,46,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 15 To 19 Years Old",0,718,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 20 To 34 Years Old",208,252,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 35 To 50 Years Old",8,19,(X),(X)
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years,14,12,14,(X)
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Grandparents Responsible For Grandchildren,0,13,0.0,87.9
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren Less Than 1 Year,0,13,0.0,87.9
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 1 Or 2 Years,0,13,0.0,87.9
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 3 Or 4 Years,0,13,0.0,87.9
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 5 Or More Years,0,13,0.0,87.9
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years,0,13,0,(X)
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years Who Are Female,0,13,-666666666.0,-222222222.0
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years Who Are Married,0,13,-666666666.0,-222222222.0
Estimate School Enrollment Population 3 Years And Over Enrolled In School,152,74,152,(X)
"Estimate School Enrollment Population 3 Years And Over Enrolled In School Nursery School, Preschool",19,17,12.5,11.3
Estimate School Enrollment Population 3 Years And Over Enrolled In School Kindergarten,7,9,4.6,5.4
Estimate School Enrollment Population 3 Years And Over Enrolled In School Elementary School (Grades 1-8),50,42,32.9,19.1
Estimate School Enrollment Population 3 Years And Over Enrolled In School High School (Grades 9-12),39,21,25.7,13.2
Estimate School Enrollment Population 3 Years And Over Enrolled In School College Or Graduate School,37,30,24.3,13.3
Estimate Educational Attainment Population 25 Years And Over,712,105,712,(X)
Estimate Educational Attainment Population 25 Years And Over Less Than 9Th Grade,2,3,0.3,0.4
"Estimate Educational Attainment Population 25 Years And Over 9Th To 12Th Grade, No Diploma",28,19,3.9,2.7
Estimate Educational Attainment Population 25 Years And Over High School Graduate (Includes Equivalency),95,47,13.3,6.5
"Estimate Educational Attainment Population 25 Years And Over Some College, No Degree",57,29,8.0,4.0
Estimate Educational Attainment Population 25 Years And Over Associate'S Degree,28,15,3.9,2.1
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree,258,93,36.2,11.1
Estimate Educational Attainment Population 25 Years And Over Graduate Or Professional Degree,244,70,34.3,8.6
Estimate Educational Attainment Population 25 Years And Over High School Graduate Or Higher,682,106,95.8,2.7
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree Or Higher,502,104,70.5,8.6
Estimate Veteran Status Civilian Population 18 Years And Over,750,112,750,(X)
Estimate Veteran Status Civilian Population 18 Years And Over Civilian Veterans,24,14,3.2,1.9
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population,920,144,920,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population With A Disability,149,58,16.2,5.5
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years,170,66,170,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years With A Disability,3,4,1.8,2.6
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years,519,95,519,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years With A Disability,68,37,13.1,6.4
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over,231,63,231,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over With A Disability,78,39,33.8,12.8
Estimate Residence 1 Year Ago Population 1 Year And Over,920,144,920,(X)
Estimate Residence 1 Year Ago Population 1 Year And Over Same House,825,137,89.7,6.1
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad),95,59,10.3,6.1
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S.,85,58,9.2,6.0
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Same County,57,52,6.2,5.5
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County,28,28,3.0,3.0
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Same State,8,12,0.9,1.3
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Different State,20,26,2.2,2.9
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Abroad,10,9,1.1,1.0
Estimate Place Of Birth Total Population,920,144,920,(X)
Estimate Place Of Birth Total Population Native,885,147,96.2,2.5
Estimate Place Of Birth Total Population Native Born In United States,866,142,94.1,3.5
Estimate Place Of Birth Total Population Native Born In United States State Of Residence,365,90,39.7,7.1
Estimate Place Of Birth Total Population Native Born In United States Different State,501,103,54.5,7.8
"Estimate Place Of Birth Total Population Native Born In Puerto Rico, U.S. Island Areas, Or Born Abroad To American Parent(S)",19,23,2.1,2.4
Estimate Place Of Birth Total Population Foreign Born,35,23,3.8,2.5
Estimate U.S. Citizenship Status Foreign-Born Population,35,23,35,(X)
Estimate U.S. Citizenship Status Foreign-Born Population Naturalized U.S. Citizen,18,13,51.4,33.9
Estimate U.S. Citizenship Status Foreign-Born Population Not A U.S. Citizen,17,19,48.6,33.9
Estimate Year Of Entry Population Born Outside The United States,54,33,54,(X)
Estimate Year Of Entry Population Born Outside The United States Native,19,23,19,(X)
Estimate Year Of Entry Population Born Outside The United States Native Entered 2010 Or Later,3,4,15.8,27.0
Estimate Year Of Entry Population Born Outside The United States Native Entered Before 2010,16,23,84.2,27.0
Estimate Year Of Entry Population Born Outside The United States Foreign Born,35,23,35,(X)
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered 2010 Or Later,0,13,0.0,55.6
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered Before 2010,35,23,100.0,55.6
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea",35,23,35,(X)
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Europe",10,8,28.6,21.3
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Asia",4,5,11.4,15.9
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Africa",1,2,2.9,7.5
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Oceania",0,13,0.0,55.6
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Latin America",17,19,48.6,33.9
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Northern America",3,5,8.6,15.6
Estimate Language Spoken At Home Population 5 Years And Over,875,137,875,(X)
Estimate Language Spoken At Home Population 5 Years And Over English Only,814,133,93.0,4.1
Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English,61,37,7.0,4.1
"Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English Speak English Less Than ""Very Well""",13,13,1.5,1.5
Estimate Language Spoken At Home Population 5 Years And Over Spanish,37,30,4.2,3.3
"Estimate Language Spoken At Home Population 5 Years And Over Spanish Speak English Less Than ""Very Well""",9,13,1.0,1.4
Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages,22,17,2.5,1.9
"Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages Speak English Less Than ""Very Well""",4,6,0.5,0.6
Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages,1,4,0.1,0.5
"Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages Speak English Less Than ""Very Well""",0,13,0.0,4.5
Estimate Language Spoken At Home Population 5 Years And Over Other Languages,1,2,0.1,0.3
"Estimate Language Spoken At Home Population 5 Years And Over Other Languages Speak English Less Than ""Very Well""",0,13,0.0,4.5
Estimate Ancestry Total Population,920,144,920,(X)
Estimate Ancestry Total Population American,13,10,1.4,1.1
Estimate Ancestry Total Population Arab,3,4,0.3,0.5
Estimate Ancestry Total Population Czech,0,13,0.0,4.3
Estimate Ancestry Total Population Danish,0,13,0.0,4.3
Estimate Ancestry Total Population Dutch,4,7,0.4,0.7
Estimate Ancestry Total Population English,144,55,15.7,5.6
Estimate Ancestry Total Population French (Except Basque),94,70,10.2,7.2
Estimate Ancestry Total Population French Canadian,4,5,0.4,0.5
Estimate Ancestry Total Population German,159,79,17.3,7.8
Estimate Ancestry Total Population Greek,0,13,0.0,4.3
Estimate Ancestry Total Population Hungarian,4,4,0.4,0.4
Estimate Ancestry Total Population Irish,186,73,20.2,7.5
Estimate Ancestry Total Population Italian,146,61,15.9,6.4
Estimate Ancestry Total Population Lithuanian,2,4,0.2,0.4
Estimate Ancestry Total Population Norwegian,10,9,1.1,0.9
Estimate Ancestry Total Population Polish,30,19,3.3,2.2
Estimate Ancestry Total Population Portuguese,2,3,0.2,0.3
Estimate Ancestry Total Population Russian,32,16,3.5,1.8
Estimate Ancestry Total Population Scotch-Irish,2,3,0.2,0.3
Estimate Ancestry Total Population Scottish,32,32,3.5,3.5
Estimate Ancestry Total Population Slovak,0,13,0.0,4.3
Estimate Ancestry Total Population Subsaharan African,1,2,0.1,0.3
Estimate Ancestry Total Population Swedish,10,9,1.1,1.0
Estimate Ancestry Total Population Swiss,10,8,1.1,0.8
Estimate Ancestry Total Population Ukrainian,17,16,1.8,1.8
Estimate Ancestry Total Population Welsh,2,3,0.2,0.3
Estimate Ancestry Total Population West Indian (Excluding Hispanic Origin Groups),0,13,0.0,4.3
Estimate Computers And Internet Use Total Households,421,68,421,(X)
Estimate Computers And Internet Use Total Households With A Computer,405,68,96.2,2.6
Estimate Computers And Internet Use Total Households With A Broadband Internet Subscription,409,68,97.1,2.2
