,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Households By Type Total Households,10527,645,10527,(X)
Estimate Households By Type Total Households Married-Couple Household,4364,490,41.5,3.9
Estimate Households By Type Total Households Married-Couple Household With Children Of The Householder Under 18 Years,1553,363,14.8,3.1
Estimate Households By Type Total Households Cohabiting Couple Household,528,167,5.0,1.5
Estimate Households By Type Total Households Cohabiting Couple Household With Children Of The Householder Under 18 Years,152,87,1.4,0.8
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present",2061,387,19.6,3.4
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present With Children Of The Householder Under 18 Years",314,254,3.0,2.3
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present Householder Living Alone",1278,254,12.1,2.4
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present Householder Living Alone 65 Years And Over",272,91,2.6,0.9
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present",3574,378,34.0,3.2
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present With Children Of The Householder Under 18 Years",507,173,4.8,1.7
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present Householder Living Alone",2114,324,20.1,2.7
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present Householder Living Alone 65 Years And Over",1067,210,10.1,1.8
Estimate Households By Type Total Households Households With One Or More People Under 18 Years,2808,455,26.7,3.5
Estimate Households By Type Total Households Households With One Or More People 65 Years And Over,3383,329,32.1,3.0
Estimate Households By Type Total Households Average Household Size,2.38,0.09,(X),(X)
Estimate Households By Type Total Households Average Family Size,3.01,0.12,(X),(X)
Estimate Relationship Population In Households,25100,1662,25100,(X)
Estimate Relationship Population In Households Householder,10527,645,41.9,1.5
Estimate Relationship Population In Households Spouse,4370,509,17.4,1.8
Estimate Relationship Population In Households Unmarried Partner,541,173,2.2,0.7
Estimate Relationship Population In Households Child,6886,962,27.4,2.7
Estimate Relationship Population In Households Other Relatives,1837,474,7.3,1.9
Estimate Relationship Population In Households Other Nonrelatives,939,313,3.7,1.3
Estimate Marital Status Males 15 Years And Over,10608,851,10608,(X)
Estimate Marital Status Males 15 Years And Over Never Married,4606,729,43.4,5.0
"Estimate Marital Status Males 15 Years And Over Now Married, Except Separated",4905,557,46.2,4.9
Estimate Marital Status Males 15 Years And Over Separated,195,149,1.8,1.4
Estimate Marital Status Males 15 Years And Over Widowed,146,75,1.4,0.7
Estimate Marital Status Males 15 Years And Over Divorced,756,164,7.1,1.5
Estimate Marital Status Females 15 Years And Over,12371,814,12371,(X)
Estimate Marital Status Females 15 Years And Over Never Married,4947,646,40.0,4.2
"Estimate Marital Status Females 15 Years And Over Now Married, Except Separated",4780,553,38.6,4.0
Estimate Marital Status Females 15 Years And Over Separated,82,61,0.7,0.5
Estimate Marital Status Females 15 Years And Over Widowed,1054,220,8.5,1.8
Estimate Marital Status Females 15 Years And Over Divorced,1508,285,12.2,2.1
Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months,383,192,383,(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Unmarried Women (Widowed, Divorced, And Never Married)",64,51,16.7,13.9
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Unmarried Women (Widowed, Divorced, And Never Married) Per 1,000 Unmarried Women",14,11,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 15 To 50 Years Old",55,27,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 15 To 19 Years Old",0,30,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 20 To 34 Years Old",100,59,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 35 To 50 Years Old",36,27,(X),(X)
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years,452,199,452,(X)
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Grandparents Responsible For Grandchildren,102,99,22.6,15.7
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren Less Than 1 Year,62,85,13.7,15.5
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 1 Or 2 Years,9,15,2.0,3.5
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 3 Or 4 Years,4,8,0.9,1.7
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 5 Or More Years,27,52,6.0,11.3
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years,102,99,102,(X)
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years Who Are Female,102,99,100.0,31.3
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years Who Are Married,75,87,73.5,46.0
Estimate School Enrollment Population 3 Years And Over Enrolled In School,7452,950,7452,(X)
"Estimate School Enrollment Population 3 Years And Over Enrolled In School Nursery School, Preschool",228,117,3.1,1.5
Estimate School Enrollment Population 3 Years And Over Enrolled In School Kindergarten,120,78,1.6,1.0
Estimate School Enrollment Population 3 Years And Over Enrolled In School Elementary School (Grades 1-8),1747,394,23.4,4.8
Estimate School Enrollment Population 3 Years And Over Enrolled In School High School (Grades 9-12),2007,747,26.9,8.0
Estimate School Enrollment Population 3 Years And Over Enrolled In School College Or Graduate School,3350,482,45.0,6.5
Estimate Educational Attainment Population 25 Years And Over,17964,1155,17964,(X)
Estimate Educational Attainment Population 25 Years And Over Less Than 9Th Grade,735,301,4.1,1.7
"Estimate Educational Attainment Population 25 Years And Over 9Th To 12Th Grade, No Diploma",581,264,3.2,1.4
Estimate Educational Attainment Population 25 Years And Over High School Graduate (Includes Equivalency),4185,594,23.3,2.8
