,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Households By Type Total Households,77,19,77,(X)
Estimate Households By Type Total Households Married-Couple Household,42,15,54.5,14.7
Estimate Households By Type Total Households Married-Couple Household With Children Of The Householder Under 18 Years,1,2,1.3,3.3
Estimate Households By Type Total Households Cohabiting Couple Household,8,7,10.4,8.6
Estimate Households By Type Total Households Cohabiting Couple Household With Children Of The Householder Under 18 Years,0,13,0.0,37.5
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present",12,9,15.6,11.2
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present With Children Of The Householder Under 18 Years",0,13,0.0,37.5
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present Householder Living Alone",7,7,9.1,9.1
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present Householder Living Alone 65 Years And Over",5,5,6.5,7.1
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present",15,9,19.5,12.0
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present With Children Of The Householder Under 18 Years",0,13,0.0,37.5
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present Householder Living Alone",6,6,7.8,9.0
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present Householder Living Alone 65 Years And Over",6,6,7.8,9.0
Estimate Households By Type Total Households Households With One Or More People Under 18 Years,4,4,5.2,6.3
Estimate Households By Type Total Households Households With One Or More People 65 Years And Over,39,13,50.6,14.1
Estimate Households By Type Total Households Average Household Size,2.09,0.30,(X),(X)
Estimate Households By Type Total Households Average Family Size,2.29,0.38,(X),(X)
Estimate Relationship Population In Households,161,39,161,(X)
Estimate Relationship Population In Households Householder,77,19,47.8,6.4
Estimate Relationship Population In Households Spouse,41,15,25.5,7.1
Estimate Relationship Population In Households Unmarried Partner,7,7,4.3,4.0
Estimate Relationship Population In Households Child,20,11,12.4,6.7
Estimate Relationship Population In Households Other Relatives,6,6,3.7,3.9
Estimate Relationship Population In Households Other Nonrelatives,10,16,6.2,8.8
Estimate Marital Status Males 15 Years And Over,78,23,78,(X)
Estimate Marital Status Males 15 Years And Over Never Married,23,13,29.5,12.3
"Estimate Marital Status Males 15 Years And Over Now Married, Except Separated",41,15,52.6,14.6
Estimate Marital Status Males 15 Years And Over Separated,0,13,0.0,37.2
Estimate Marital Status Males 15 Years And Over Widowed,5,5,6.4,6.0
Estimate Marital Status Males 15 Years And Over Divorced,9,7,11.5,8.2
Estimate Marital Status Females 15 Years And Over,79,21,79,(X)
Estimate Marital Status Females 15 Years And Over Never Married,19,14,24.1,13.7
"Estimate Marital Status Females 15 Years And Over Now Married, Except Separated",42,13,53.2,13.5
Estimate Marital Status Females 15 Years And Over Separated,0,13,0.0,36.9
Estimate Marital Status Females 15 Years And Over Widowed,7,10,8.9,12.2
Estimate Marital Status Females 15 Years And Over Divorced,11,7,13.9,9.1
Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months,1,2,1,(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Unmarried Women (Widowed, Divorced, And Never Married)",0,13,0.0,100.0
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Unmarried Women (Widowed, Divorced, And Never Married) Per 1,000 Unmarried Women",0,849,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 15 To 50 Years Old",36,94,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 15 To 19 Years Old",-666666666,-222222222,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 20 To 34 Years Old",0,718,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 35 To 50 Years Old",143,383,(X),(X)
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years,6,7,6,(X)
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Grandparents Responsible For Grandchildren,6,7,100.0,100.0
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren Less Than 1 Year,0,13,0.0,100.0
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 1 Or 2 Years,6,7,100.0,100.0
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 3 Or 4 Years,0,13,0.0,100.0
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 5 Or More Years,0,13,0.0,100.0
