,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Households By Type Total Households,2367,246,2367,(X)
Estimate Households By Type Total Households Married-Couple Household,1582,219,66.8,6.7
Estimate Households By Type Total Households Married-Couple Household With Children Of The Householder Under 18 Years,579,146,24.5,5.9
Estimate Households By Type Total Households Cohabiting Couple Household,73,54,3.1,2.3
Estimate Households By Type Total Households Cohabiting Couple Household With Children Of The Householder Under 18 Years,0,19,0.0,1.7
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present",278,118,11.7,4.7
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present With Children Of The Householder Under 18 Years",19,29,0.8,1.2
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present Householder Living Alone",213,113,9.0,4.5
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present Householder Living Alone 65 Years And Over",29,27,1.2,1.1
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present",434,144,18.3,5.6
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present With Children Of The Householder Under 18 Years",36,36,1.5,1.5
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present Householder Living Alone",246,92,10.4,3.7
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present Householder Living Alone 65 Years And Over",164,89,6.9,3.6
Estimate Households By Type Total Households Households With One Or More People Under 18 Years,758,177,32.0,6.7
Estimate Households By Type Total Households Households With One Or More People 65 Years And Over,716,150,30.2,5.8
Estimate Households By Type Total Households Average Household Size,2.54,0.18,(X),(X)
Estimate Households By Type Total Households Average Family Size,2.90,0.17,(X),(X)
Estimate Relationship Population In Households,6009,679,6009,(X)
Estimate Relationship Population In Households Householder,2367,246,39.4,2.7
Estimate Relationship Population In Households Spouse,1539,218,25.6,2.6
Estimate Relationship Population In Households Unmarried Partner,74,52,1.2,0.9
Estimate Relationship Population In Households Child,1730,343,28.8,3.9
Estimate Relationship Population In Households Other Relatives,189,122,3.1,1.9
Estimate Relationship Population In Households Other Nonrelatives,110,81,1.8,1.3
Estimate Marital Status Males 15 Years And Over,2527,318,2527,(X)
Estimate Marital Status Males 15 Years And Over Never Married,692,194,27.4,5.7
"Estimate Marital Status Males 15 Years And Over Now Married, Except Separated",1607,233,63.6,6.1
Estimate Marital Status Males 15 Years And Over Separated,10,15,0.4,0.6
Estimate Marital Status Males 15 Years And Over Widowed,27,31,1.1,1.2
Estimate Marital Status Males 15 Years And Over Divorced,191,106,7.6,4.3
Estimate Marital Status Females 15 Years And Over,2588,310,2588,(X)
Estimate Marital Status Females 15 Years And Over Never Married,453,163,17.5,5.5
"Estimate Marital Status Females 15 Years And Over Now Married, Except Separated",1644,232,63.5,7.3
Estimate Marital Status Females 15 Years And Over Separated,10,15,0.4,0.6
Estimate Marital Status Females 15 Years And Over Widowed,323,135,12.5,4.7
Estimate Marital Status Females 15 Years And Over Divorced,158,74,6.1,2.9
Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months,94,72,94,(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Unmarried Women (Widowed, Divorced, And Never Married)",19,23,20.2,25.8
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Unmarried Women (Widowed, Divorced, And Never Married) Per 1,000 Unmarried Women",43,50,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 15 To 50 Years Old",76,59,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 15 To 19 Years Old",0,155,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 20 To 34 Years Old",282,228,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 35 To 50 Years Old",26,32,(X),(X)
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years,162,131,162,(X)
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Grandparents Responsible For Grandchildren,73,101,45.1,45.2
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren Less Than 1 Year,0,19,0.0,21.7
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 1 Or 2 Years,38,63,23.5,31.5
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 3 Or 4 Years,0,19,0.0,21.7
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 5 Or More Years,35,56,21.6,28.5
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years,73,101,73,(X)
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years Who Are Female,56,79,76.7,24.6
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years Who Are Married,35,56,47.9,48.0
Estimate School Enrollment Population 3 Years And Over Enrolled In School,1428,298,1428,(X)
"Estimate School Enrollment Population 3 Years And Over Enrolled In School Nursery School, Preschool",32,34,2.2,2.4
Estimate School Enrollment Population 3 Years And Over Enrolled In School Kindergarten,39,39,2.7,2.8
Estimate School Enrollment Population 3 Years And Over Enrolled In School Elementary School (Grades 1-8),622,199,43.6,9.8
Estimate School Enrollment Population 3 Years And Over Enrolled In School High School (Grades 9-12),420,145,29.4,8.0
Estimate School Enrollment Population 3 Years And Over Enrolled In School College Or Graduate School,315,144,22.1,9.2
Estimate Educational Attainment Population 25 Years And Over,4488,457,4488,(X)
Estimate Educational Attainment Population 25 Years And Over Less Than 9Th Grade,63,63,1.4,1.4
"Estimate Educational Attainment Population 25 Years And Over 9Th To 12Th Grade, No Diploma",282,129,6.3,2.9
Estimate Educational Attainment Population 25 Years And Over High School Graduate (Includes Equivalency),1033,257,23.0,5.2
"Estimate Educational Attainment Population 25 Years And Over Some College, No Degree",711,228,15.8,4.6
Estimate Educational Attainment Population 25 Years And Over Associate'S Degree,441,175,9.8,3.5
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree,1186,235,26.4,4.8
Estimate Educational Attainment Population 25 Years And Over Graduate Or Professional Degree,772,228,17.2,5.0
Estimate Educational Attainment Population 25 Years And Over High School Graduate Or Higher,4143,465,92.3,3.2
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree Or Higher,1958,318,43.6,6.3
Estimate Veteran Status Civilian Population 18 Years And Over,4870,517,4870,(X)
Estimate Veteran Status Civilian Population 18 Years And Over Civilian Veterans,348,134,7.1,2.5
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population,6028,677,6028,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population With A Disability,849,220,14.1,3.5
