,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Households By Type Total Households,1004,250,1004,(X)
Estimate Households By Type Total Households Married-Couple Household,562,243,56.0,15.1
Estimate Households By Type Total Households Married-Couple Household With Children Of The Householder Under 18 Years,253,217,25.2,17.3
Estimate Households By Type Total Households Cohabiting Couple Household,105,88,10.5,8.7
Estimate Households By Type Total Households Cohabiting Couple Household With Children Of The Householder Under 18 Years,31,45,3.1,4.6
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present",140,91,13.9,9.4
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present With Children Of The Householder Under 18 Years",18,31,1.8,3.0
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present Householder Living Alone",92,76,9.2,7.7
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present Householder Living Alone 65 Years And Over",24,27,2.4,2.7
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present",197,98,19.6,9.5
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present With Children Of The Householder Under 18 Years",31,39,3.1,3.8
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present Householder Living Alone",145,80,14.4,7.7
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present Householder Living Alone 65 Years And Over",105,65,10.5,6.4
Estimate Households By Type Total Households Households With One Or More People Under 18 Years,353,226,35.2,16.3
Estimate Households By Type Total Households Households With One Or More People 65 Years And Over,420,111,41.8,12.5
Estimate Households By Type Total Households Average Household Size,2.59,0.45,(X),(X)
Estimate Households By Type Total Households Average Family Size,3.18,0.51,(X),(X)
Estimate Relationship Population In Households,2604,939,2604,(X)
Estimate Relationship Population In Households Householder,1004,250,38.6,7.0
Estimate Relationship Population In Households Spouse,586,255,22.5,4.0
Estimate Relationship Population In Households Unmarried Partner,103,85,4.0,3.5
Estimate Relationship Population In Households Child,739,482,28.4,9.7
Estimate Relationship Population In Households Other Relatives,81,77,3.1,3.0
Estimate Relationship Population In Households Other Nonrelatives,91,65,3.5,2.9
Estimate Marital Status Males 15 Years And Over,898,284,898,(X)
Estimate Marital Status Males 15 Years And Over Never Married,197,122,21.9,12.6
"Estimate Marital Status Males 15 Years And Over Now Married, Except Separated",568,250,63.3,15.4
Estimate Marital Status Males 15 Years And Over Separated,0,13,0.0,4.4
Estimate Marital Status Males 15 Years And Over Widowed,12,21,1.3,2.5
Estimate Marital Status Males 15 Years And Over Divorced,121,92,13.5,10.1
Estimate Marital Status Females 15 Years And Over,1097,297,1097,(X)
Estimate Marital Status Females 15 Years And Over Never Married,232,111,21.1,9.4
"Estimate Marital Status Females 15 Years And Over Now Married, Except Separated",617,257,56.2,12.5
Estimate Marital Status Females 15 Years And Over Separated,26,34,2.4,3.2
Estimate Marital Status Females 15 Years And Over Widowed,58,49,5.3,4.5
Estimate Marital Status Females 15 Years And Over Divorced,164,106,14.9,9.7
