,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Households By Type Total Households,8082,475,8082,(X)
Estimate Households By Type Total Households Married-Couple Household,1515,279,18.7,3.2
Estimate Households By Type Total Households Married-Couple Household With Children Of The Householder Under 18 Years,209,87,2.6,1.1
Estimate Households By Type Total Households Cohabiting Couple Household,911,183,11.3,2.2
Estimate Households By Type Total Households Cohabiting Couple Household With Children Of The Householder Under 18 Years,35,53,0.4,0.7
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present",2813,314,34.8,3.4
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present With Children Of The Householder Under 18 Years",47,37,0.6,0.5
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present Householder Living Alone",1401,282,17.3,3.3
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present Householder Living Alone 65 Years And Over",240,88,3.0,1.1
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present",2843,357,35.2,3.8
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present With Children Of The Householder Under 18 Years",178,134,2.2,1.7
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present Householder Living Alone",1240,253,15.3,3.2
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present Householder Living Alone 65 Years And Over",291,127,3.6,1.6
Estimate Households By Type Total Households Households With One Or More People Under 18 Years,610,231,7.5,2.7
Estimate Households By Type Total Households Households With One Or More People 65 Years And Over,849,139,10.5,1.6
Estimate Households By Type Total Households Average Household Size,2.27,0.12,(X),(X)
Estimate Households By Type Total Households Average Family Size,2.62,0.17,(X),(X)
Estimate Relationship Population In Households,18318,1555,18318,(X)
Estimate Relationship Population In Households Householder,8082,475,44.1,2.3
Estimate Relationship Population In Households Spouse,1453,264,7.9,1.3
Estimate Relationship Population In Households Unmarried Partner,968,205,5.3,1.2
Estimate Relationship Population In Households Child,1434,389,7.8,1.8
Estimate Relationship Population In Households Other Relatives,798,440,4.4,2.2
Estimate Relationship Population In Households Other Nonrelatives,5583,742,30.5,2.8
Estimate Marital Status Males 15 Years And Over,9071,901,9071,(X)
Estimate Marital Status Males 15 Years And Over Never Married,6695,779,73.8,3.6
