,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Households By Type Total Households,16383,546,16383,(X)
Estimate Households By Type Total Households Married-Couple Household,5971,396,36.4,2.6
Estimate Households By Type Total Households Married-Couple Household With Children Of The Householder Under 18 Years,2330,323,14.2,2.1
Estimate Households By Type Total Households Cohabiting Couple Household,1559,335,9.5,2.1
Estimate Households By Type Total Households Cohabiting Couple Household With Children Of The Householder Under 18 Years,505,200,3.1,1.2
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present",3820,492,23.3,2.8
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present With Children Of The Householder Under 18 Years",166,88,1.0,0.5
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present Householder Living Alone",2524,477,15.4,2.7
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present Householder Living Alone 65 Years And Over",567,145,3.5,0.9
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present",5033,605,30.7,3.3
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present With Children Of The Householder Under 18 Years",1195,405,7.3,2.4
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present Householder Living Alone",2523,385,15.4,2.1
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present Householder Living Alone 65 Years And Over",1049,204,6.4,1.2
Estimate Households By Type Total Households Households With One Or More People Under 18 Years,4797,479,29.3,3.1
Estimate Households By Type Total Households Households With One Or More People 65 Years And Over,4063,392,24.8,2.2
Estimate Households By Type Total Households Average Household Size,2.44,0.08,(X),(X)
Estimate Households By Type Total Households Average Family Size,3.07,0.09,(X),(X)
Estimate Relationship Population In Households,40055,251,40055,(X)
Estimate Relationship Population In Households Householder,16383,546,40.9,1.4
Estimate Relationship Population In Households Spouse,5915,423,14.8,1.1
Estimate Relationship Population In Households Unmarried Partner,1606,335,4.0,0.8
Estimate Relationship Population In Households Child,11541,781,28.8,1.9
Estimate Relationship Population In Households Other Relatives,2796,547,7.0,1.4
Estimate Relationship Population In Households Other Nonrelatives,1814,552,4.5,1.4
Estimate Marital Status Males 15 Years And Over,16923,819,16923,(X)
Estimate Marital Status Males 15 Years And Over Never Married,7410,715,43.8,3.0
"Estimate Marital Status Males 15 Years And Over Now Married, Except Separated",6631,462,39.2,3.3
Estimate Marital Status Males 15 Years And Over Separated,314,121,1.9,0.7
Estimate Marital Status Males 15 Years And Over Widowed,536,167,3.2,1.0
Estimate Marital Status Males 15 Years And Over Divorced,2032,426,12.0,2.3
Estimate Marital Status Females 15 Years And Over,17337,603,17337,(X)
Estimate Marital Status Females 15 Years And Over Never Married,6325,618,36.5,3.1
"Estimate Marital Status Females 15 Years And Over Now Married, Except Separated",6327,424,36.5,2.3
Estimate Marital Status Females 15 Years And Over Separated,416,165,2.4,1.0
Estimate Marital Status Females 15 Years And Over Widowed,1798,307,10.4,1.7
Estimate Marital Status Females 15 Years And Over Divorced,2471,440,14.3,2.5
Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months,694,333,694,(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Unmarried Women (Widowed, Divorced, And Never Married)",529,339,76.2,21.2
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Unmarried Women (Widowed, Divorced, And Never Married) Per 1,000 Unmarried Women",80,48,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 15 To 50 Years Old",70,32,(X),(X)
