,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Households By Type Total Households,413,75,413,(X)
Estimate Households By Type Total Households Married-Couple Household,254,73,61.5,9.8
Estimate Households By Type Total Households Married-Couple Household With Children Of The Householder Under 18 Years,45,21,10.9,5.0
Estimate Households By Type Total Households Cohabiting Couple Household,14,11,3.4,2.7
Estimate Households By Type Total Households Cohabiting Couple Household With Children Of The Householder Under 18 Years,6,6,1.5,1.5
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present",50,19,12.1,5.1
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present With Children Of The Householder Under 18 Years",4,5,1.0,1.3
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present Householder Living Alone",39,18,9.4,4.6
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present Householder Living Alone 65 Years And Over",9,8,2.2,1.9
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present",95,32,23.0,7.6
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present With Children Of The Householder Under 18 Years",15,14,3.6,3.5
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present Householder Living Alone",35,17,8.5,4.1
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present Householder Living Alone 65 Years And Over",32,15,7.7,3.8
Estimate Households By Type Total Households Households With One Or More People Under 18 Years,86,30,20.8,7.2
Estimate Households By Type Total Households Households With One Or More People 65 Years And Over,133,31,32.2,7.7
Estimate Households By Type Total Households Average Household Size,2.45,0.29,(X),(X)
Estimate Households By Type Total Households Average Family Size,2.78,0.34,(X),(X)
Estimate Relationship Population In Households,1010,223,1010,(X)
Estimate Relationship Population In Households Householder,413,75,40.9,4.7
Estimate Relationship Population In Households Spouse,241,75,23.9,4.5
Estimate Relationship Population In Households Unmarried Partner,11,9,1.1,0.9
Estimate Relationship Population In Households Child,256,96,25.3,6.2
Estimate Relationship Population In Households Other Relatives,63,61,6.2,5.7
Estimate Relationship Population In Households Other Nonrelatives,26,21,2.6,2.2
Estimate Marital Status Males 15 Years And Over,522,153,522,(X)
Estimate Marital Status Males 15 Years And Over Never Married,180,77,34.5,10.3
"Estimate Marital Status Males 15 Years And Over Now Married, Except Separated",285,112,54.6,11.1
Estimate Marital Status Males 15 Years And Over Separated,0,13,0.0,7.4
Estimate Marital Status Males 15 Years And Over Widowed,3,4,0.6,0.8
Estimate Marital Status Males 15 Years And Over Divorced,54,26,10.3,5.9
Estimate Marital Status Females 15 Years And Over,415,81,415,(X)
Estimate Marital Status Females 15 Years And Over Never Married,51,21,12.3,5.0
"Estimate Marital Status Females 15 Years And Over Now Married, Except Separated",251,75,60.5,10.2
Estimate Marital Status Females 15 Years And Over Separated,0,13,0.0,9.2
Estimate Marital Status Females 15 Years And Over Widowed,29,18,7.0,4.3
Estimate Marital Status Females 15 Years And Over Divorced,84,30,20.2,6.9
Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months,0,13,0,(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Unmarried Women (Widowed, Divorced, And Never Married)",0,13,-666666666.0,-222222222.0
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Unmarried Women (Widowed, Divorced, And Never Married) Per 1,000 Unmarried Women",0,452,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 15 To 50 Years Old",0,317,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 15 To 19 Years Old",0,718,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 20 To 34 Years Old",0,701,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 35 To 50 Years Old",0,436,(X),(X)
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years,16,18,16,(X)
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Grandparents Responsible For Grandchildren,16,18,100.0,82.2
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren Less Than 1 Year,16,18,100.0,82.2
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 1 Or 2 Years,0,13,0.0,82.3
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 3 Or 4 Years,0,13,0.0,82.3
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 5 Or More Years,0,13,0.0,82.3
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years,16,18,16,(X)
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years Who Are Female,16,18,100.0,82.2
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years Who Are Married,0,13,0.0,82.3
Estimate School Enrollment Population 3 Years And Over Enrolled In School,206,82,206,(X)
"Estimate School Enrollment Population 3 Years And Over Enrolled In School Nursery School, Preschool",8,10,3.9,5.0
Estimate School Enrollment Population 3 Years And Over Enrolled In School Kindergarten,2,4,1.0,1.9
Estimate School Enrollment Population 3 Years And Over Enrolled In School Elementary School (Grades 1-8),59,27,28.6,13.3
Estimate School Enrollment Population 3 Years And Over Enrolled In School High School (Grades 9-12),108,67,52.4,17.6
Estimate School Enrollment Population 3 Years And Over Enrolled In School College Or Graduate School,29,19,14.1,8.1
Estimate Educational Attainment Population 25 Years And Over,784,195,784,(X)
Estimate Educational Attainment Population 25 Years And Over Less Than 9Th Grade,9,7,1.1,0.9
"Estimate Educational Attainment Population 25 Years And Over 9Th To 12Th Grade, No Diploma",12,10,1.5,1.3
Estimate Educational Attainment Population 25 Years And Over High School Graduate (Includes Equivalency),212,63,27.0,7.6
"Estimate Educational Attainment Population 25 Years And Over Some College, No Degree",216,129,27.6,10.7
Estimate Educational Attainment Population 25 Years And Over Associate'S Degree,90,45,11.5,4.1
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree,140,33,17.9,5.4
Estimate Educational Attainment Population 25 Years And Over Graduate Or Professional Degree,105,27,13.4,4.5
Estimate Educational Attainment Population 25 Years And Over High School Graduate Or Higher,763,195,97.3,1.6
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree Or Higher,245,42,31.3,8.2
Estimate Veteran Status Civilian Population 18 Years And Over,851,196,851,(X)
Estimate Veteran Status Civilian Population 18 Years And Over Civilian Veterans,66,30,7.8,3.8
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population,1010,223,1010,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population With A Disability,133,35,13.2,3.8
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years,159,71,159,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years With A Disability,12,13,7.5,8.8
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years,683,195,683,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years With A Disability,76,32,11.1,5.1
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over,168,34,168,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over With A Disability,45,17,26.8,7.3
Estimate Residence 1 Year Ago Population 1 Year And Over,1010,223,1010,(X)
Estimate Residence 1 Year Ago Population 1 Year And Over Same House,926,205,91.7,7.2
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad),84,77,8.3,7.2
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S.,84,77,8.3,7.2
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Same County,21,19,2.1,1.9
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County,63,63,6.2,5.9
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Same State,15,17,1.5,1.7
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Different State,48,61,4.8,5.8
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Abroad,0,13,0.0,3.9
Estimate Place Of Birth Total Population,1010,223,1010,(X)
Estimate Place Of Birth Total Population Native,996,220,98.6,1.0
Estimate Place Of Birth Total Population Native Born In United States,987,221,97.7,1.4
Estimate Place Of Birth Total Population Native Born In United States State Of Residence,657,176,65.0,10.5
Estimate Place Of Birth Total Population Native Born In United States Different State,330,131,32.7,10.3
"Estimate Place Of Birth Total Population Native Born In Puerto Rico, U.S. Island Areas, Or Born Abroad To American Parent(S)",9,10,0.9,1.0
Estimate Place Of Birth Total Population Foreign Born,14,10,1.4,1.0
Estimate U.S. Citizenship Status Foreign-Born Population,14,10,14,(X)
Estimate U.S. Citizenship Status Foreign-Born Population Naturalized U.S. Citizen,6,8,42.9,40.6
Estimate U.S. Citizenship Status Foreign-Born Population Not A U.S. Citizen,8,7,57.1,40.6
Estimate Year Of Entry Population Born Outside The United States,23,14,23,(X)
Estimate Year Of Entry Population Born Outside The United States Native,9,10,9,(X)
Estimate Year Of Entry Population Born Outside The United States Native Entered 2010 Or Later,4,6,44.4,41.2
Estimate Year Of Entry Population Born Outside The United States Native Entered Before 2010,5,6,55.6,41.2
Estimate Year Of Entry Population Born Outside The United States Foreign Born,14,10,14,(X)
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered 2010 Or Later,0,13,0.0,87.9
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered Before 2010,14,10,100.0,87.9
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea",14,10,14,(X)
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Europe",2,3,14.3,22.2
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Asia",5,6,35.7,37.1
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Africa",0,13,0.0,87.9
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Oceania",0,13,0.0,87.9
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Latin America",4,7,28.6,39.0
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Northern America",3,4,21.4,28.7
Estimate Language Spoken At Home Population 5 Years And Over,998,221,998,(X)
Estimate Language Spoken At Home Population 5 Years And Over English Only,976,219,97.8,1.2
Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English,22,12,2.2,1.2
"Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English Speak English Less Than ""Very Well""",0,13,0.0,3.9
Estimate Language Spoken At Home Population 5 Years And Over Spanish,10,8,1.0,0.8
"Estimate Language Spoken At Home Population 5 Years And Over Spanish Speak English Less Than ""Very Well""",0,13,0.0,3.9
Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages,7,6,0.7,0.6
"Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages Speak English Less Than ""Very Well""",0,13,0.0,3.9
Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages,5,6,0.5,0.6
"Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages Speak English Less Than ""Very Well""",0,13,0.0,3.9
Estimate Language Spoken At Home Population 5 Years And Over Other Languages,0,13,0.0,3.9
"Estimate Language Spoken At Home Population 5 Years And Over Other Languages Speak English Less Than ""Very Well""",0,13,0.0,3.9
Estimate Ancestry Total Population,1010,223,1010,(X)
Estimate Ancestry Total Population American,74,35,7.3,3.6
Estimate Ancestry Total Population Arab,0,13,0.0,3.9
Estimate Ancestry Total Population Czech,0,13,0.0,3.9
Estimate Ancestry Total Population Danish,0,13,0.0,3.9
Estimate Ancestry Total Population Dutch,27,28,2.7,2.8
Estimate Ancestry Total Population English,192,98,19.0,8.5
Estimate Ancestry Total Population French (Except Basque),92,40,9.1,4.3
Estimate Ancestry Total Population French Canadian,72,43,7.1,3.6
Estimate Ancestry Total Population German,110,78,10.9,7.2
Estimate Ancestry Total Population Greek,0,13,0.0,3.9
Estimate Ancestry Total Population Hungarian,0,13,0.0,3.9
Estimate Ancestry Total Population Irish,341,169,33.8,11.3
Estimate Ancestry Total Population Italian,77,34,7.6,3.7
Estimate Ancestry Total Population Lithuanian,8,7,0.8,0.7
Estimate Ancestry Total Population Norwegian,7,7,0.7,0.7
Estimate Ancestry Total Population Polish,42,19,4.2,1.9
Estimate Ancestry Total Population Portuguese,3,4,0.3,0.4
Estimate Ancestry Total Population Russian,14,15,1.4,1.5
Estimate Ancestry Total Population Scotch-Irish,20,15,2.0,1.5
Estimate Ancestry Total Population Scottish,57,33,5.6,3.4
Estimate Ancestry Total Population Slovak,2,3,0.2,0.3
Estimate Ancestry Total Population Subsaharan African,0,13,0.0,3.9
Estimate Ancestry Total Population Swedish,2,4,0.2,0.4
Estimate Ancestry Total Population Swiss,0,13,0.0,3.9
Estimate Ancestry Total Population Ukrainian,0,13,0.0,3.9
Estimate Ancestry Total Population Welsh,6,7,0.6,0.7
Estimate Ancestry Total Population West Indian (Excluding Hispanic Origin Groups),0,13,0.0,3.9
Estimate Computers And Internet Use Total Households,413,75,413,(X)
Estimate Computers And Internet Use Total Households With A Computer,389,74,94.2,3.2
Estimate Computers And Internet Use Total Households With A Broadband Internet Subscription,372,74,90.1,5.0
