,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Households By Type Total Households,4380,239,4380,(X)
Estimate Households By Type Total Households Married-Couple Household,2089,169,47.7,4.8
Estimate Households By Type Total Households Married-Couple Household With Children Of The Householder Under 18 Years,579,131,13.2,3.0
Estimate Households By Type Total Households Cohabiting Couple Household,363,113,8.3,2.5
Estimate Households By Type Total Households Cohabiting Couple Household With Children Of The Householder Under 18 Years,60,45,1.4,1.0
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present",478,122,10.9,2.5
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present With Children Of The Householder Under 18 Years",7,17,0.2,0.4
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present Householder Living Alone",429,110,9.8,2.3
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present Householder Living Alone 65 Years And Over",210,75,4.8,1.7
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present",1450,241,33.1,4.6
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present With Children Of The Householder Under 18 Years",80,39,1.8,0.9
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present Householder Living Alone",1057,199,24.1,3.9
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present Householder Living Alone 65 Years And Over",471,114,10.8,2.5
Estimate Households By Type Total Households Households With One Or More People Under 18 Years,871,158,19.9,3.5
Estimate Households By Type Total Households Households With One Or More People 65 Years And Over,1773,242,40.5,4.7
Estimate Households By Type Total Households Average Household Size,2.31,0.12,(X),(X)
Estimate Households By Type Total Households Average Family Size,3.01,0.17,(X),(X)
Estimate Relationship Population In Households,10120,27,10120,(X)
Estimate Relationship Population In Households Householder,4380,239,43.3,2.4
Estimate Relationship Population In Households Spouse,2102,167,20.8,1.6
Estimate Relationship Population In Households Unmarried Partner,350,102,3.5,1.0
Estimate Relationship Population In Households Child,2618,319,25.9,3.1
Estimate Relationship Population In Households Other Relatives,425,205,4.2,2.0
Estimate Relationship Population In Households Other Nonrelatives,245,116,2.4,1.1
Estimate Marital Status Males 15 Years And Over,3997,197,3997,(X)
Estimate Marital Status Males 15 Years And Over Never Married,1336,199,33.4,4.5
"Estimate Marital Status Males 15 Years And Over Now Married, Except Separated",2148,184,53.7,4.0
Estimate Marital Status Males 15 Years And Over Separated,0,21,0.0,1.0
Estimate Marital Status Males 15 Years And Over Widowed,78,43,2.0,1.1
Estimate Marital Status Males 15 Years And Over Divorced,435,137,10.9,3.4
Estimate Marital Status Females 15 Years And Over,5057,221,5057,(X)
Estimate Marital Status Females 15 Years And Over Never Married,1396,249,27.6,4.2
"Estimate Marital Status Females 15 Years And Over Now Married, Except Separated",2168,164,42.9,4.5
Estimate Marital Status Females 15 Years And Over Separated,144,91,2.8,1.8
Estimate Marital Status Females 15 Years And Over Widowed,450,137,8.9,2.5
Estimate Marital Status Females 15 Years And Over Divorced,899,206,17.8,3.9
Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months,84,69,84,(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Unmarried Women (Widowed, Divorced, And Never Married)",8,12,9.5,17.1
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Unmarried Women (Widowed, Divorced, And Never Married) Per 1,000 Unmarried Women",7,11,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 15 To 50 Years Old",46,38,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 15 To 19 Years Old",0,208,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 20 To 34 Years Old",90,77,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 35 To 50 Years Old",0,52,(X),(X)
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years,268,151,268,(X)
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Grandparents Responsible For Grandchildren,61,83,22.8,28.4
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren Less Than 1 Year,0,21,0.0,13.8
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 1 Or 2 Years,0,21,0.0,13.8
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 3 Or 4 Years,0,21,0.0,13.8
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 5 Or More Years,61,83,22.8,28.4
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years,61,83,61,(X)
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years Who Are Female,54,83,88.5,33.6
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years Who Are Married,61,83,100.0,42.1
Estimate School Enrollment Population 3 Years And Over Enrolled In School,1648,174,1648,(X)
"Estimate School Enrollment Population 3 Years And Over Enrolled In School Nursery School, Preschool",110,73,6.7,4.5
Estimate School Enrollment Population 3 Years And Over Enrolled In School Kindergarten,55,36,3.3,2.2
Estimate School Enrollment Population 3 Years And Over Enrolled In School Elementary School (Grades 1-8),549,141,33.3,9.0
Estimate School Enrollment Population 3 Years And Over Enrolled In School High School (Grades 9-12),422,171,25.6,10.0
Estimate School Enrollment Population 3 Years And Over Enrolled In School College Or Graduate School,512,199,31.1,10.5
Estimate Educational Attainment Population 25 Years And Over,8182,252,8182,(X)
Estimate Educational Attainment Population 25 Years And Over Less Than 9Th Grade,29,36,0.4,0.4
"Estimate Educational Attainment Population 25 Years And Over 9Th To 12Th Grade, No Diploma",245,173,3.0,2.1
Estimate Educational Attainment Population 25 Years And Over High School Graduate (Includes Equivalency),1798,276,22.0,3.7
"Estimate Educational Attainment Population 25 Years And Over Some College, No Degree",1460,242,17.8,2.8
Estimate Educational Attainment Population 25 Years And Over Associate'S Degree,585,120,7.1,1.5
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree,2350,299,28.7,3.2
Estimate Educational Attainment Population 25 Years And Over Graduate Or Professional Degree,1715,277,21.0,3.2
Estimate Educational Attainment Population 25 Years And Over High School Graduate Or Higher,7908,303,96.7,2.2
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree Or Higher,4065,422,49.7,4.3
Estimate Veteran Status Civilian Population 18 Years And Over,8727,233,8727,(X)
Estimate Veteran Status Civilian Population 18 Years And Over Civilian Veterans,514,133,5.9,1.5
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population,10120,27,10120,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population With A Disability,1157,224,11.4,2.2
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years,1393,236,1393,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years With A Disability,113,69,8.1,4.7
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years,6370,426,6370,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years With A Disability,511,156,8.0,2.5
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over,2357,317,2357,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over With A Disability,533,125,22.6,4.9
Estimate Residence 1 Year Ago Population 1 Year And Over,10037,77,10037,(X)
Estimate Residence 1 Year Ago Population 1 Year And Over Same House,9152,278,91.2,2.5
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad),885,254,8.8,2.5
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S.,885,254,8.8,2.5
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Same County,391,164,3.9,1.6
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County,494,198,4.9,2.0
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Same State,440,188,4.4,1.9
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Different State,54,45,0.5,0.5
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Abroad,0,21,0.0,0.4
Estimate Place Of Birth Total Population,10120,27,10120,(X)
Estimate Place Of Birth Total Population Native,9564,220,94.5,2.1
Estimate Place Of Birth Total Population Native Born In United States,9502,216,93.9,2.1
Estimate Place Of Birth Total Population Native Born In United States State Of Residence,7469,491,73.8,4.8
Estimate Place Of Birth Total Population Native Born In United States Different State,2033,325,20.1,3.2
"Estimate Place Of Birth Total Population Native Born In Puerto Rico, U.S. Island Areas, Or Born Abroad To American Parent(S)",62,40,0.6,0.4
Estimate Place Of Birth Total Population Foreign Born,556,216,5.5,2.1
Estimate U.S. Citizenship Status Foreign-Born Population,556,216,556,(X)
Estimate U.S. Citizenship Status Foreign-Born Population Naturalized U.S. Citizen,446,213,80.2,12.9
Estimate U.S. Citizenship Status Foreign-Born Population Not A U.S. Citizen,110,65,19.8,12.9
Estimate Year Of Entry Population Born Outside The United States,618,213,618,(X)
Estimate Year Of Entry Population Born Outside The United States Native,62,40,62,(X)
Estimate Year Of Entry Population Born Outside The United States Native Entered 2010 Or Later,0,21,0.0,41.8
Estimate Year Of Entry Population Born Outside The United States Native Entered Before 2010,62,40,100.0,41.8
Estimate Year Of Entry Population Born Outside The United States Foreign Born,556,216,556,(X)
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered 2010 Or Later,33,34,5.9,6.7
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered Before 2010,523,219,94.1,6.7
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea",556,216,556,(X)
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Europe",302,217,54.3,24.9
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Asia",112,97,20.1,17.7
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Africa",11,17,2.0,3.1
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Oceania",0,21,0.0,6.9
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Latin America",115,62,20.7,12.6
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Northern America",16,18,2.9,3.5
Estimate Language Spoken At Home Population 5 Years And Over,9777,112,9777,(X)
Estimate Language Spoken At Home Population 5 Years And Over English Only,9377,169,95.9,1.4
Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English,400,141,4.1,1.4
"Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English Speak English Less Than ""Very Well""",67,57,0.7,0.6
Estimate Language Spoken At Home Population 5 Years And Over Spanish,119,68,1.2,0.7
"Estimate Language Spoken At Home Population 5 Years And Over Spanish Speak English Less Than ""Very Well""",10,17,0.1,0.2
Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages,243,115,2.5,1.2
"Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages Speak English Less Than ""Very Well""",48,52,0.5,0.5
Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages,38,39,0.4,0.4
"Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages Speak English Less Than ""Very Well""",9,17,0.1,0.2
Estimate Language Spoken At Home Population 5 Years And Over Other Languages,0,21,0.0,0.4
"Estimate Language Spoken At Home Population 5 Years And Over Other Languages Speak English Less Than ""Very Well""",0,21,0.0,0.4
Estimate Ancestry Total Population,10120,27,10120,(X)
Estimate Ancestry Total Population American,812,552,8.0,5.5
Estimate Ancestry Total Population Arab,33,23,0.3,0.2
Estimate Ancestry Total Population Czech,42,51,0.4,0.5
Estimate Ancestry Total Population Danish,41,47,0.4,0.5
Estimate Ancestry Total Population Dutch,99,70,1.0,0.7
Estimate Ancestry Total Population English,1058,225,10.5,2.2
Estimate Ancestry Total Population French (Except Basque),356,133,3.5,1.3
Estimate Ancestry Total Population French Canadian,274,119,2.7,1.2
Estimate Ancestry Total Population German,655,184,6.5,1.8
Estimate Ancestry Total Population Greek,311,239,3.1,2.4
Estimate Ancestry Total Population Hungarian,15,16,0.1,0.2
Estimate Ancestry Total Population Irish,3641,512,36.0,5.0
