,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Households By Type Total Households,1335,136,1335,(X)
Estimate Households By Type Total Households Married-Couple Household,785,92,58.8,8.3
Estimate Households By Type Total Households Married-Couple Household With Children Of The Householder Under 18 Years,399,88,29.9,8.5
Estimate Households By Type Total Households Cohabiting Couple Household,103,72,7.7,5.3
Estimate Households By Type Total Households Cohabiting Couple Household With Children Of The Householder Under 18 Years,9,15,0.7,1.1
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present",195,103,14.6,7.0
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present With Children Of The Householder Under 18 Years",9,13,0.7,1.0
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present Householder Living Alone",138,93,10.3,6.4
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present Householder Living Alone 65 Years And Over",36,33,2.7,2.3
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present",252,90,18.9,6.1
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present With Children Of The Householder Under 18 Years",48,56,3.6,4.2
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present Householder Living Alone",135,56,10.1,3.9
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present Householder Living Alone 65 Years And Over",45,35,3.4,2.6
Estimate Households By Type Total Households Households With One Or More People Under 18 Years,522,90,39.1,9.3
Estimate Households By Type Total Households Households With One Or More People 65 Years And Over,360,105,27.0,6.5
Estimate Households By Type Total Households Average Household Size,2.73,0.28,(X),(X)
Estimate Households By Type Total Households Average Family Size,3.12,0.30,(X),(X)
Estimate Relationship Population In Households,3650,45,3650,(X)
Estimate Relationship Population In Households Householder,1335,136,36.6,3.7
Estimate Relationship Population In Households Spouse,788,90,21.6,2.5
Estimate Relationship Population In Households Unmarried Partner,104,75,2.8,2.1
Estimate Relationship Population In Households Child,1097,211,30.1,5.8
Estimate Relationship Population In Households Other Relatives,140,88,3.8,2.4
Estimate Relationship Population In Households Other Nonrelatives,186,113,5.1,3.1
Estimate Marital Status Males 15 Years And Over,1319,153,1319,(X)
Estimate Marital Status Males 15 Years And Over Never Married,316,123,24.0,8.0
"Estimate Marital Status Males 15 Years And Over Now Married, Except Separated",807,91,61.2,9.4
Estimate Marital Status Males 15 Years And Over Separated,0,13,0.0,3.0
Estimate Marital Status Males 15 Years And Over Widowed,36,27,2.7,2.0
Estimate Marital Status Males 15 Years And Over Divorced,160,94,12.1,6.3
Estimate Marital Status Females 15 Years And Over,1530,170,1530,(X)
Estimate Marital Status Females 15 Years And Over Never Married,508,188,33.2,9.6
"Estimate Marital Status Females 15 Years And Over Now Married, Except Separated",813,94,53.1,8.8
Estimate Marital Status Females 15 Years And Over Separated,6,11,0.4,0.7
Estimate Marital Status Females 15 Years And Over Widowed,60,49,3.9,3.0
Estimate Marital Status Females 15 Years And Over Divorced,143,63,9.3,4.3
Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months,105,67,105,(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Unmarried Women (Widowed, Divorced, And Never Married)",0,13,0.0,30.6
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Unmarried Women (Widowed, Divorced, And Never Married) Per 1,000 Unmarried Women",0,79,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 15 To 50 Years Old",128,89,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 15 To 19 Years Old",0,172,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 20 To 34 Years Old",261,213,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 35 To 50 Years Old",126,98,(X),(X)
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years,17,17,17,(X)
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Grandparents Responsible For Grandchildren,0,13,0.0,79.8
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren Less Than 1 Year,0,13,0.0,79.8
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 1 Or 2 Years,0,13,0.0,79.8
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 3 Or 4 Years,0,13,0.0,79.8
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 5 Or More Years,0,13,0.0,79.8
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years,0,13,0,(X)
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years Who Are Female,0,13,-666666666.0,-222222222.0
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years Who Are Married,0,13,-666666666.0,-222222222.0
Estimate School Enrollment Population 3 Years And Over Enrolled In School,846,244,846,(X)
"Estimate School Enrollment Population 3 Years And Over Enrolled In School Nursery School, Preschool",81,57,9.6,8.4
Estimate School Enrollment Population 3 Years And Over Enrolled In School Kindergarten,43,46,5.1,5.3
Estimate School Enrollment Population 3 Years And Over Enrolled In School Elementary School (Grades 1-8),378,120,44.7,10.7
Estimate School Enrollment Population 3 Years And Over Enrolled In School High School (Grades 9-12),267,193,31.6,16.6
Estimate School Enrollment Population 3 Years And Over Enrolled In School College Or Graduate School,77,47,9.1,6.3
Estimate Educational Attainment Population 25 Years And Over,2503,203,2503,(X)
Estimate Educational Attainment Population 25 Years And Over Less Than 9Th Grade,27,42,1.1,1.7
"Estimate Educational Attainment Population 25 Years And Over 9Th To 12Th Grade, No Diploma",65,46,2.6,1.8
Estimate Educational Attainment Population 25 Years And Over High School Graduate (Includes Equivalency),312,123,12.5,4.6
"Estimate Educational Attainment Population 25 Years And Over Some College, No Degree",328,108,13.1,3.8
Estimate Educational Attainment Population 25 Years And Over Associate'S Degree,197,66,7.9,2.5
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree,864,186,34.5,6.3
Estimate Educational Attainment Population 25 Years And Over Graduate Or Professional Degree,710,177,28.4,7.9
Estimate Educational Attainment Population 25 Years And Over High School Graduate Or Higher,2411,222,96.3,3.3
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree Or Higher,1574,156,62.9,6.2
Estimate Veteran Status Civilian Population 18 Years And Over,2627,220,2627,(X)
Estimate Veteran Status Civilian Population 18 Years And Over Civilian Veterans,172,78,6.5,3.2
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population,3650,45,3650,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population With A Disability,465,132,12.7,3.6
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years,1023,222,1023,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years With A Disability,56,37,5.5,3.8
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years,2111,159,2111,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years With A Disability,228,94,10.8,4.4
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over,516,155,516,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over With A Disability,181,77,35.1,9.5
Estimate Residence 1 Year Ago Population 1 Year And Over,3568,84,3568,(X)
Estimate Residence 1 Year Ago Population 1 Year And Over Same House,3149,317,88.3,9.3
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad),419,335,11.7,9.3
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S.,419,335,11.7,9.3
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Same County,374,339,10.5,9.4
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County,45,33,1.3,0.9
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Same State,17,18,0.5,0.5
