,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Households By Type Total Households,6268,290,6268,(X)
Estimate Households By Type Total Households Married-Couple Household,4681,279,74.7,3.2
Estimate Households By Type Total Households Married-Couple Household With Children Of The Householder Under 18 Years,2004,228,32.0,3.5
Estimate Households By Type Total Households Cohabiting Couple Household,242,95,3.9,1.5
Estimate Households By Type Total Households Cohabiting Couple Household With Children Of The Householder Under 18 Years,28,32,0.4,0.5
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present",378,122,6.0,1.9
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present With Children Of The Householder Under 18 Years",23,27,0.4,0.4
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present Householder Living Alone",263,113,4.2,1.8
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present Householder Living Alone 65 Years And Over",93,50,1.5,0.8
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present",967,228,15.4,3.5
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present With Children Of The Householder Under 18 Years",157,100,2.5,1.6
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present Householder Living Alone",653,160,10.4,2.4
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present Householder Living Alone 65 Years And Over",557,147,8.9,2.2
Estimate Households By Type Total Households Households With One Or More People Under 18 Years,2239,241,35.7,3.7
Estimate Households By Type Total Households Households With One Or More People 65 Years And Over,2633,286,42.0,3.7
Estimate Households By Type Total Households Average Household Size,2.80,0.12,(X),(X)
Estimate Households By Type Total Households Average Family Size,3.12,0.12,(X),(X)
Estimate Relationship Population In Households,17548,922,17548,(X)
Estimate Relationship Population In Households Householder,6268,290,35.7,1.5
Estimate Relationship Population In Households Spouse,4702,333,26.8,1.2
Estimate Relationship Population In Households Unmarried Partner,243,95,1.4,0.5
Estimate Relationship Population In Households Child,5555,553,31.7,2.1
Estimate Relationship Population In Households Other Relatives,450,175,2.6,1.0
Estimate Relationship Population In Households Other Nonrelatives,330,166,1.9,0.9
Estimate Marital Status Males 15 Years And Over,7495,435,7495,(X)
Estimate Marital Status Males 15 Years And Over Never Married,2193,364,29.3,3.8
"Estimate Marital Status Males 15 Years And Over Now Married, Except Separated",4898,293,65.4,3.5
Estimate Marital Status Males 15 Years And Over Separated,8,15,0.1,0.2
Estimate Marital Status Males 15 Years And Over Widowed,109,61,1.5,0.8
Estimate Marital Status Males 15 Years And Over Divorced,287,115,3.8,1.6
Estimate Marital Status Females 15 Years And Over,8247,638,8247,(X)
Estimate Marital Status Females 15 Years And Over Never Married,2492,505,30.2,4.4
"Estimate Marital Status Females 15 Years And Over Now Married, Except Separated",4775,346,57.9,4.3
Estimate Marital Status Females 15 Years And Over Separated,22,21,0.3,0.3
Estimate Marital Status Females 15 Years And Over Widowed,452,147,5.5,1.8
Estimate Marital Status Females 15 Years And Over Divorced,506,128,6.1,1.6
Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months,205,82,205,(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Unmarried Women (Widowed, Divorced, And Never Married)",17,25,8.3,12.7
