,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Households By Type Total Households,5864,406,5864,(X)
Estimate Households By Type Total Households Married-Couple Household,2121,352,36.2,5.3
Estimate Households By Type Total Households Married-Couple Household With Children Of The Householder Under 18 Years,881,255,15.0,4.0
Estimate Households By Type Total Households Cohabiting Couple Household,555,168,9.5,2.9
Estimate Households By Type Total Households Cohabiting Couple Household With Children Of The Householder Under 18 Years,330,158,5.6,2.7
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present",1378,279,23.5,4.9
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present With Children Of The Householder Under 18 Years",85,80,1.4,1.4
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present Householder Living Alone",749,247,12.8,4.2
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present Householder Living Alone 65 Years And Over",66,60,1.1,1.0
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present",1810,367,30.9,5.4
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present With Children Of The Householder Under 18 Years",723,299,12.3,4.7
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present Householder Living Alone",716,217,12.2,3.7
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present Householder Living Alone 65 Years And Over",271,152,4.6,2.6
Estimate Households By Type Total Households Households With One Or More People Under 18 Years,2201,428,37.5,6.0
Estimate Households By Type Total Households Households With One Or More People 65 Years And Over,993,194,16.9,3.3
Estimate Households By Type Total Households Average Household Size,2.77,0.17,(X),(X)
Estimate Households By Type Total Households Average Family Size,3.35,0.20,(X),(X)
Estimate Relationship Population In Households,16272,1414,16272,(X)
Estimate Relationship Population In Households Householder,5864,406,36.0,2.2
Estimate Relationship Population In Households Spouse,2132,358,13.1,1.7
Estimate Relationship Population In Households Unmarried Partner,546,170,3.4,1.0
Estimate Relationship Population In Households Child,5886,885,36.2,3.0
Estimate Relationship Population In Households Other Relatives,1176,332,7.2,2.0
Estimate Relationship Population In Households Other Nonrelatives,668,291,4.1,1.8
Estimate Marital Status Males 15 Years And Over,6584,647,6584,(X)
Estimate Marital Status Males 15 Years And Over Never Married,3238,512,49.2,5.2
"Estimate Marital Status Males 15 Years And Over Now Married, Except Separated",2572,393,39.1,5.3
Estimate Marital Status Males 15 Years And Over Separated,118,79,1.8,1.2
Estimate Marital Status Males 15 Years And Over Widowed,33,44,0.5,0.7
Estimate Marital Status Males 15 Years And Over Divorced,623,241,9.5,3.6
Estimate Marital Status Females 15 Years And Over,6175,697,6175,(X)
Estimate Marital Status Females 15 Years And Over Never Married,2667,617,43.2,6.7
"Estimate Marital Status Females 15 Years And Over Now Married, Except Separated",2347,380,38.0,5.8
Estimate Marital Status Females 15 Years And Over Separated,133,83,2.2,1.4
Estimate Marital Status Females 15 Years And Over Widowed,351,146,5.7,2.5
Estimate Marital Status Females 15 Years And Over Divorced,677,198,11.0,3.2
