,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Households By Type Total Households,9727,442,9727,(X)
Estimate Households By Type Total Households Married-Couple Household,4549,396,46.8,4.4
Estimate Households By Type Total Households Married-Couple Household With Children Of The Householder Under 18 Years,1389,193,14.3,2.2
Estimate Households By Type Total Households Cohabiting Couple Household,1053,348,10.8,3.7
Estimate Households By Type Total Households Cohabiting Couple Household With Children Of The Householder Under 18 Years,386,293,4.0,3.0
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present",1965,484,20.2,4.4
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present With Children Of The Householder Under 18 Years",193,125,2.0,1.3
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present Householder Living Alone",1480,468,15.2,4.4
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present Householder Living Alone 65 Years And Over",299,145,3.1,1.5
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present",2160,342,22.2,3.3
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present With Children Of The Householder Under 18 Years",360,166,3.7,1.7
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present Householder Living Alone",1291,272,13.3,2.6
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present Householder Living Alone 65 Years And Over",840,217,8.6,2.2
Estimate Households By Type Total Households Households With One Or More People Under 18 Years,2753,319,28.3,3.7
Estimate Households By Type Total Households Households With One Or More People 65 Years And Over,3487,364,35.8,3.4
Estimate Households By Type Total Households Average Household Size,2.44,0.11,(X),(X)
Estimate Households By Type Total Households Average Family Size,2.99,0.15,(X),(X)
Estimate Relationship Population In Households,23732,206,23732,(X)
Estimate Relationship Population In Households Householder,9727,442,41.0,1.8
Estimate Relationship Population In Households Spouse,4622,411,19.5,1.7
Estimate Relationship Population In Households Unmarried Partner,1077,368,4.5,1.6
Estimate Relationship Population In Households Child,6725,513,28.3,2.2
Estimate Relationship Population In Households Other Relatives,1099,364,4.6,1.5
Estimate Relationship Population In Households Other Nonrelatives,482,209,2.0,0.9
Estimate Marital Status Males 15 Years And Over,10585,553,10585,(X)
Estimate Marital Status Males 15 Years And Over Never Married,4223,583,39.9,4.6
"Estimate Marital Status Males 15 Years And Over Now Married, Except Separated",5184,567,49.0,4.9
Estimate Marital Status Males 15 Years And Over Separated,97,69,0.9,0.7
