,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Households By Type Total Households,5206,459,5206,(X)
Estimate Households By Type Total Households Married-Couple Household,817,263,15.7,4.4
Estimate Households By Type Total Households Married-Couple Household With Children Of The Householder Under 18 Years,397,184,7.6,3.2
Estimate Households By Type Total Households Cohabiting Couple Household,666,312,12.8,5.6
Estimate Households By Type Total Households Cohabiting Couple Household With Children Of The Householder Under 18 Years,205,131,3.9,2.5
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present",1422,281,27.3,5.1
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present With Children Of The Householder Under 18 Years",51,54,1.0,1.0
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present Householder Living Alone",1232,270,23.7,5.0
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present Householder Living Alone 65 Years And Over",243,114,4.7,2.2
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present",2301,268,44.2,5.5
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present With Children Of The Householder Under 18 Years",864,207,16.6,4.0
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present Householder Living Alone",1041,196,20.0,3.9
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present Householder Living Alone 65 Years And Over",301,106,5.8,2.1
Estimate Households By Type Total Households Households With One Or More People Under 18 Years,1785,325,34.3,5.4
Estimate Households By Type Total Households Households With One Or More People 65 Years And Over,1033,221,19.8,4.0
Estimate Households By Type Total Households Average Household Size,2.31,0.20,(X),(X)
Estimate Households By Type Total Households Average Family Size,3.34,0.32,(X),(X)
Estimate Relationship Population In Households,12045,1526,12045,(X)
Estimate Relationship Population In Households Householder,5206,459,43.2,3.8
Estimate Relationship Population In Households Spouse,787,234,6.5,1.6
Estimate Relationship Population In Households Unmarried Partner,589,279,4.9,2.2
Estimate Relationship Population In Households Child,4181,888,34.7,4.3
Estimate Relationship Population In Households Other Relatives,732,272,6.1,2.0
Estimate Relationship Population In Households Other Nonrelatives,550,350,4.6,2.8
Estimate Marital Status Males 15 Years And Over,4620,602,4620,(X)
Estimate Marital Status Males 15 Years And Over Never Married,2921,549,63.2,7.2
"Estimate Marital Status Males 15 Years And Over Now Married, Except Separated",1065,307,23.1,6.1
Estimate Marital Status Males 15 Years And Over Separated,203,128,4.4,2.8
Estimate Marital Status Males 15 Years And Over Widowed,28,38,0.6,0.8
Estimate Marital Status Males 15 Years And Over Divorced,403,136,8.7,3.0
Estimate Marital Status Females 15 Years And Over,4627,564,4627,(X)
Estimate Marital Status Females 15 Years And Over Never Married,2646,440,57.2,6.0
"Estimate Marital Status Females 15 Years And Over Now Married, Except Separated",958,264,20.7,4.9
Estimate Marital Status Females 15 Years And Over Separated,213,97,4.6,2.1
Estimate Marital Status Females 15 Years And Over Widowed,367,120,7.9,2.5
Estimate Marital Status Females 15 Years And Over Divorced,443,154,9.6,3.2
Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months,306,162,306,(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Unmarried Women (Widowed, Divorced, And Never Married)",213,159,69.6,24.3
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Unmarried Women (Widowed, Divorced, And Never Married) Per 1,000 Unmarried Women",87,62,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 15 To 50 Years Old",98,48,(X),(X)
