,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Households By Type Total Households,289,85,289,(X)
Estimate Households By Type Total Households Married-Couple Household,144,82,49.8,19.6
Estimate Households By Type Total Households Married-Couple Household With Children Of The Householder Under 18 Years,85,71,29.4,19.7
Estimate Households By Type Total Households Cohabiting Couple Household,24,26,8.3,9.4
Estimate Households By Type Total Households Cohabiting Couple Household With Children Of The Householder Under 18 Years,0,13,0.0,12.9
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present",50,36,17.3,12.1
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present With Children Of The Householder Under 18 Years",0,13,0.0,12.9
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present Householder Living Alone",29,26,10.0,8.9
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present Householder Living Alone 65 Years And Over",11,17,3.8,6.0
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present",71,39,24.6,13.2
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present With Children Of The Householder Under 18 Years",6,10,2.1,3.5
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present Householder Living Alone",26,26,9.0,8.7
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present Householder Living Alone 65 Years And Over",19,22,6.6,7.6
Estimate Households By Type Total Households Households With One Or More People Under 18 Years,114,74,39.4,19.4
Estimate Households By Type Total Households Households With One Or More People 65 Years And Over,108,49,37.4,16.7
Estimate Households By Type Total Households Average Household Size,2.61,0.42,(X),(X)
Estimate Households By Type Total Households Average Family Size,3.16,0.50,(X),(X)
Estimate Relationship Population In Households,754,259,754,(X)
Estimate Relationship Population In Households Householder,289,85,38.3,6.6
Estimate Relationship Population In Households Spouse,142,77,18.8,6.2
Estimate Relationship Population In Households Unmarried Partner,22,24,2.9,3.4
Estimate Relationship Population In Households Child,230,117,30.5,7.4
Estimate Relationship Population In Households Other Relatives,57,65,7.6,8.2
Estimate Relationship Population In Households Other Nonrelatives,14,21,1.9,2.8
Estimate Marital Status Males 15 Years And Over,301,103,301,(X)
Estimate Marital Status Males 15 Years And Over Never Married,95,74,31.6,19.4
"Estimate Marital Status Males 15 Years And Over Now Married, Except Separated",149,78,49.5,20.0
Estimate Marital Status Males 15 Years And Over Separated,0,13,0.0,12.4
Estimate Marital Status Males 15 Years And Over Widowed,11,17,3.7,5.9
Estimate Marital Status Males 15 Years And Over Divorced,46,32,15.3,11.3
Estimate Marital Status Females 15 Years And Over,303,97,303,(X)
Estimate Marital Status Females 15 Years And Over Never Married,60,47,19.8,13.5
"Estimate Marital Status Females 15 Years And Over Now Married, Except Separated",152,82,50.2,19.6
Estimate Marital Status Females 15 Years And Over Separated,0,13,0.0,12.3
Estimate Marital Status Females 15 Years And Over Widowed,0,13,0.0,12.3
Estimate Marital Status Females 15 Years And Over Divorced,91,44,30.0,14.9
Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months,0,13,0,(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Unmarried Women (Widowed, Divorced, And Never Married)",0,13,-666666666.0,-222222222.0
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Unmarried Women (Widowed, Divorced, And Never Married) Per 1,000 Unmarried Women",0,393,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 15 To 50 Years Old",0,217,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 15 To 19 Years Old",0,755,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 20 To 34 Years Old",0,534,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 35 To 50 Years Old",0,306,(X),(X)
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years,26,24,26,(X)
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Grandparents Responsible For Grandchildren,20,22,76.9,39.6
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren Less Than 1 Year,0,13,0.0,64.5
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 1 Or 2 Years,10,15,38.5,46.9
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 3 Or 4 Years,0,13,0.0,64.5
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 5 Or More Years,10,16,38.5,50.7
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years,20,22,20,(X)
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years Who Are Female,10,16,50.0,50.0
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years Who Are Married,0,13,0.0,73.6
Estimate School Enrollment Population 3 Years And Over Enrolled In School,163,106,163,(X)
"Estimate School Enrollment Population 3 Years And Over Enrolled In School Nursery School, Preschool",0,13,0.0,21.5
Estimate School Enrollment Population 3 Years And Over Enrolled In School Kindergarten,8,16,4.9,10.9
Estimate School Enrollment Population 3 Years And Over Enrolled In School Elementary School (Grades 1-8),123,100,75.5,23.8
Estimate School Enrollment Population 3 Years And Over Enrolled In School High School (Grades 9-12),22,24,13.5,14.6
Estimate School Enrollment Population 3 Years And Over Enrolled In School College Or Graduate School,10,18,6.1,11.2
Estimate Educational Attainment Population 25 Years And Over,552,168,552,(X)
Estimate Educational Attainment Population 25 Years And Over Less Than 9Th Grade,71,96,12.9,16.3
"Estimate Educational Attainment Population 25 Years And Over 9Th To 12Th Grade, No Diploma",65,49,11.8,9.0
Estimate Educational Attainment Population 25 Years And Over High School Graduate (Includes Equivalency),131,63,23.7,11.6
"Estimate Educational Attainment Population 25 Years And Over Some College, No Degree",62,43,11.2,7.3
Estimate Educational Attainment Population 25 Years And Over Associate'S Degree,81,64,14.7,10.2
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree,110,70,19.9,10.5
Estimate Educational Attainment Population 25 Years And Over Graduate Or Professional Degree,32,38,5.8,6.5
Estimate Educational Attainment Population 25 Years And Over High School Graduate Or Higher,416,158,75.4,18.3
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree Or Higher,142,93,25.7,13.8
Estimate Veteran Status Civilian Population 18 Years And Over,585,177,585,(X)
Estimate Veteran Status Civilian Population 18 Years And Over Civilian Veterans,16,18,2.7,3.0
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population,754,259,754,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population With A Disability,72,50,9.5,7.0
