,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Households By Type Total Households,372,68,372,(X)
Estimate Households By Type Total Households Married-Couple Household,221,53,59.4,9.7
Estimate Households By Type Total Households Married-Couple Household With Children Of The Householder Under 18 Years,73,40,19.6,8.9
Estimate Households By Type Total Households Cohabiting Couple Household,41,19,11.0,5.1
Estimate Households By Type Total Households Cohabiting Couple Household With Children Of The Householder Under 18 Years,4,6,1.1,1.6
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present",59,40,15.9,9.2
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present With Children Of The Householder Under 18 Years",0,13,0.0,10.2
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present Householder Living Alone",38,24,10.2,6.0
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present Householder Living Alone 65 Years And Over",11,11,3.0,2.8
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present",51,23,13.7,6.1
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present With Children Of The Householder Under 18 Years",7,7,1.9,2.0
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present Householder Living Alone",29,20,7.8,5.3
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present Householder Living Alone 65 Years And Over",19,16,5.1,4.2
Estimate Households By Type Total Households Households With One Or More People Under 18 Years,91,40,24.5,8.9
Estimate Households By Type Total Households Households With One Or More People 65 Years And Over,110,25,29.6,6.9
Estimate Households By Type Total Households Average Household Size,2.55,0.28,(X),(X)
Estimate Households By Type Total Households Average Family Size,2.91,0.26,(X),(X)
Estimate Relationship Population In Households,949,200,949,(X)
Estimate Relationship Population In Households Householder,372,68,39.2,4.4
Estimate Relationship Population In Households Spouse,234,57,24.7,3.2
Estimate Relationship Population In Households Unmarried Partner,43,22,4.5,2.3
Estimate Relationship Population In Households Child,253,89,26.7,4.9
Estimate Relationship Population In Households Other Relatives,22,25,2.3,2.5
Estimate Relationship Population In Households Other Nonrelatives,25,14,2.6,1.5
Estimate Marital Status Males 15 Years And Over,419,89,419,(X)
Estimate Marital Status Males 15 Years And Over Never Married,160,66,38.2,10.1
"Estimate Marital Status Males 15 Years And Over Now Married, Except Separated",223,52,53.2,10.1
Estimate Marital Status Males 15 Years And Over Separated,0,13,0.0,9.1
Estimate Marital Status Males 15 Years And Over Widowed,2,2,0.5,0.6
Estimate Marital Status Males 15 Years And Over Divorced,34,13,8.1,3.2
Estimate Marital Status Females 15 Years And Over,383,71,383,(X)
Estimate Marital Status Females 15 Years And Over Never Married,86,29,22.5,6.5
"Estimate Marital Status Females 15 Years And Over Now Married, Except Separated",232,58,60.6,7.8
Estimate Marital Status Females 15 Years And Over Separated,7,11,1.8,3.0
Estimate Marital Status Females 15 Years And Over Widowed,25,17,6.5,4.6
Estimate Marital Status Females 15 Years And Over Divorced,33,12,8.6,3.3
Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months,10,8,10,(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Unmarried Women (Widowed, Divorced, And Never Married)",4,5,40.0,38.5
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Unmarried Women (Widowed, Divorced, And Never Married) Per 1,000 Unmarried Women",48,65,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 15 To 50 Years Old",51,42,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 15 To 19 Years Old",0,992,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 20 To 34 Years Old",99,93,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 35 To 50 Years Old",26,38,(X),(X)
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years,5,6,5,(X)
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Grandparents Responsible For Grandchildren,5,6,100.0,100.0
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren Less Than 1 Year,0,13,0.0,100.0
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 1 Or 2 Years,5,6,100.0,100.0
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 3 Or 4 Years,0,13,0.0,100.0
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 5 Or More Years,0,13,0.0,100.0
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years,5,6,5,(X)
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years Who Are Female,2,4,40.0,37.4
