,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Households By Type Total Households,13337,673,13337,(X)
Estimate Households By Type Total Households Married-Couple Household,4524,393,33.9,3.3
Estimate Households By Type Total Households Married-Couple Household With Children Of The Householder Under 18 Years,2177,347,16.3,2.8
Estimate Households By Type Total Households Cohabiting Couple Household,1222,230,9.2,1.7
Estimate Households By Type Total Households Cohabiting Couple Household With Children Of The Householder Under 18 Years,542,156,4.1,1.2
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present",3342,499,25.1,3.0
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present With Children Of The Householder Under 18 Years",133,115,1.0,0.9
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present Householder Living Alone",2279,415,17.1,2.6
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present Householder Living Alone 65 Years And Over",611,198,4.6,1.4
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present",4249,492,31.9,3.1
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present With Children Of The Householder Under 18 Years",1084,242,8.1,1.8
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present Householder Living Alone",2230,357,16.7,2.2
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present Householder Living Alone 65 Years And Over",911,228,6.8,1.6
Estimate Households By Type Total Households Households With One Or More People Under 18 Years,4472,348,33.5,3.1
Estimate Households By Type Total Households Households With One Or More People 65 Years And Over,2982,377,22.4,2.5
Estimate Households By Type Total Households Average Household Size,2.95,0.14,(X),(X)
Estimate Households By Type Total Households Average Family Size,3.91,0.20,(X),(X)
Estimate Relationship Population In Households,39286,285,39286,(X)
Estimate Relationship Population In Households Householder,13337,673,33.9,1.7
Estimate Relationship Population In Households Spouse,4437,395,11.3,1.0
Estimate Relationship Population In Households Unmarried Partner,1203,237,3.1,0.6
Estimate Relationship Population In Households Child,12001,800,30.5,2.0
Estimate Relationship Population In Households Other Relatives,5327,808,13.6,2.1
Estimate Relationship Population In Households Other Nonrelatives,2981,656,7.6,1.7
Estimate Marital Status Males 15 Years And Over,16122,759,16122,(X)
Estimate Marital Status Males 15 Years And Over Never Married,7686,698,47.7,3.3
"Estimate Marital Status Males 15 Years And Over Now Married, Except Separated",6439,571,39.9,3.2
Estimate Marital Status Males 15 Years And Over Separated,434,165,2.7,1.0
Estimate Marital Status Males 15 Years And Over Widowed,448,208,2.8,1.3
Estimate Marital Status Males 15 Years And Over Divorced,1115,270,6.9,1.7
Estimate Marital Status Females 15 Years And Over,15417,778,15417,(X)
Estimate Marital Status Females 15 Years And Over Never Married,6397,633,41.5,3.0
"Estimate Marital Status Females 15 Years And Over Now Married, Except Separated",5207,413,33.8,3.1
Estimate Marital Status Females 15 Years And Over Separated,1007,338,6.5,2.1
Estimate Marital Status Females 15 Years And Over Widowed,1283,259,8.3,1.6
Estimate Marital Status Females 15 Years And Over Divorced,1523,330,9.9,2.0
Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months,368,145,368,(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Unmarried Women (Widowed, Divorced, And Never Married)",171,101,46.5,20.0
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Unmarried Women (Widowed, Divorced, And Never Married) Per 1,000 Unmarried Women",26,16,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 15 To 50 Years Old",35,14,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 15 To 19 Years Old",0,28,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 20 To 34 Years Old",57,31,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 35 To 50 Years Old",22,15,(X),(X)
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years,1194,355,1194,(X)
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Grandparents Responsible For Grandchildren,253,152,21.2,10.1
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren Less Than 1 Year,88,107,7.4,8.0
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 1 Or 2 Years,39,56,3.3,4.7
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 3 Or 4 Years,16,24,1.3,2.0
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 5 Or More Years,110,90,9.2,7.4
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years,253,152,253,(X)
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years Who Are Female,236,144,93.3,11.2
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years Who Are Married,150,131,59.3,30.1
Estimate School Enrollment Population 3 Years And Over Enrolled In School,9568,757,9568,(X)
"Estimate School Enrollment Population 3 Years And Over Enrolled In School Nursery School, Preschool",577,203,6.0,2.0
Estimate School Enrollment Population 3 Years And Over Enrolled In School Kindergarten,552,206,5.8,2.1
Estimate School Enrollment Population 3 Years And Over Enrolled In School Elementary School (Grades 1-8),4270,448,44.6,3.9
Estimate School Enrollment Population 3 Years And Over Enrolled In School High School (Grades 9-12),2100,356,21.9,3.4
Estimate School Enrollment Population 3 Years And Over Enrolled In School College Or Graduate School,2069,468,21.6,4.2
Estimate Educational Attainment Population 25 Years And Over,26519,828,26519,(X)
Estimate Educational Attainment Population 25 Years And Over Less Than 9Th Grade,5956,625,22.5,2.4
"Estimate Educational Attainment Population 25 Years And Over 9Th To 12Th Grade, No Diploma",2553,484,9.6,1.8
Estimate Educational Attainment Population 25 Years And Over High School Graduate (Includes Equivalency),7689,613,29.0,2.2
"Estimate Educational Attainment Population 25 Years And Over Some College, No Degree",3398,462,12.8,1.7
Estimate Educational Attainment Population 25 Years And Over Associate'S Degree,1391,440,5.2,1.6
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree,3635,449,13.7,1.6
Estimate Educational Attainment Population 25 Years And Over Graduate Or Professional Degree,1897,311,7.2,1.1
Estimate Educational Attainment Population 25 Years And Over High School Graduate Or Higher,18010,1024,67.9,2.7
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree Or Higher,5532,592,20.9,2.0
Estimate Veteran Status Civilian Population 18 Years And Over,29836,687,29836,(X)
Estimate Veteran Status Civilian Population 18 Years And Over Civilian Veterans,453,149,1.5,0.5
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population,39595,147,39595,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population With A Disability,5000,615,12.6,1.6
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years,10114,676,10114,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years With A Disability,517,160,5.1,1.6
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years,25960,692,25960,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years With A Disability,2660,534,10.2,2.0
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over,3521,435,3521,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over With A Disability,1823,287,51.8,6.2
Estimate Residence 1 Year Ago Population 1 Year And Over,39334,311,39334,(X)
Estimate Residence 1 Year Ago Population 1 Year And Over Same House,33565,1096,85.3,2.5
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad),5769,966,14.7,2.5
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S.,4660,816,11.8,2.1
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Same County,2815,687,7.2,1.8
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County,1845,396,4.7,1.0
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Same State,914,316,2.3,0.8
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Different State,931,268,2.4,0.7
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Abroad,1109,550,2.8,1.4
Estimate Place Of Birth Total Population,40009,53,40009,(X)
Estimate Place Of Birth Total Population Native,21116,1183,52.8,3.0
Estimate Place Of Birth Total Population Native Born In United States,18752,997,46.9,2.5
Estimate Place Of Birth Total Population Native Born In United States State Of Residence,15657,941,39.1,2.3
Estimate Place Of Birth Total Population Native Born In United States Different State,3095,446,7.7,1.1
"Estimate Place Of Birth Total Population Native Born In Puerto Rico, U.S. Island Areas, Or Born Abroad To American Parent(S)",2364,434,5.9,1.1
Estimate Place Of Birth Total Population Foreign Born,18893,1179,47.2,3.0
Estimate U.S. Citizenship Status Foreign-Born Population,18893,1179,18893,(X)
Estimate U.S. Citizenship Status Foreign-Born Population Naturalized U.S. Citizen,5905,955,31.3,5.0
Estimate U.S. Citizenship Status Foreign-Born Population Not A U.S. Citizen,12988,1328,68.7,5.0
Estimate Year Of Entry Population Born Outside The United States,21257,995,21257,(X)
Estimate Year Of Entry Population Born Outside The United States Native,2364,434,2364,(X)
Estimate Year Of Entry Population Born Outside The United States Native Entered 2010 Or Later,564,218,23.9,7.7
Estimate Year Of Entry Population Born Outside The United States Native Entered Before 2010,1800,360,76.1,7.7
Estimate Year Of Entry Population Born Outside The United States Foreign Born,18893,1179,18893,(X)
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered 2010 Or Later,6286,1131,33.3,4.9
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered Before 2010,12607,980,66.7,4.9
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea",18893,1179,18893,(X)
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Europe",656,245,3.5,1.3
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Asia",1045,338,5.5,1.8
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Africa",1325,446,7.0,2.4
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Oceania",9,13,0.0,0.1
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Latin America",15850,1316,83.9,3.5
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Northern America",8,12,0.0,0.1
Estimate Language Spoken At Home Population 5 Years And Over,36607,591,36607,(X)
Estimate Language Spoken At Home Population 5 Years And Over English Only,10581,996,28.9,2.5
Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English,26026,863,71.1,2.5
"Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English Speak English Less Than ""Very Well""",15108,1170,41.3,3.4
Estimate Language Spoken At Home Population 5 Years And Over Spanish,21844,1068,59.7,3.0
"Estimate Language Spoken At Home Population 5 Years And Over Spanish Speak English Less Than ""Very Well""",13105,1230,35.8,3.5
Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages,1692,323,4.6,0.9
"Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages Speak English Less Than ""Very Well""",864,287,2.4,0.8
Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages,900,331,2.5,0.9
"Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages Speak English Less Than ""Very Well""",522,229,1.4,0.6
Estimate Language Spoken At Home Population 5 Years And Over Other Languages,1590,623,4.3,1.7
"Estimate Language Spoken At Home Population 5 Years And Over Other Languages Speak English Less Than ""Very Well""",617,298,1.7,0.8
Estimate Ancestry Total Population,40009,53,40009,(X)
Estimate Ancestry Total Population American,901,282,2.3,0.7
Estimate Ancestry Total Population Arab,594,333,1.5,0.8
Estimate Ancestry Total Population Czech,19,29,0.0,0.1
Estimate Ancestry Total Population Danish,0,28,0.0,0.1
Estimate Ancestry Total Population Dutch,35,27,0.1,0.1
Estimate Ancestry Total Population English,557,164,1.4,0.4
