,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Households By Type Total Households,14810,566,14810,(X)
Estimate Households By Type Total Households Married-Couple Household,6150,489,41.5,3.5
Estimate Households By Type Total Households Married-Couple Household With Children Of The Householder Under 18 Years,2837,449,19.2,3.1
Estimate Households By Type Total Households Cohabiting Couple Household,1210,277,8.2,1.9
Estimate Households By Type Total Households Cohabiting Couple Household With Children Of The Householder Under 18 Years,406,203,2.7,1.4
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present",3251,510,22.0,3.0
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present With Children Of The Householder Under 18 Years",174,99,1.2,0.7
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present Householder Living Alone",2493,432,16.8,2.6
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present Householder Living Alone 65 Years And Over",652,226,4.4,1.5
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present",4199,435,28.4,2.6
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present With Children Of The Householder Under 18 Years",1101,260,7.4,1.8
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present Householder Living Alone",2079,377,14.0,2.3
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present Householder Living Alone 65 Years And Over",1076,261,7.3,1.7
Estimate Households By Type Total Households Households With One Or More People Under 18 Years,4966,472,33.5,3.4
Estimate Households By Type Total Households Households With One Or More People 65 Years And Over,3424,415,23.1,2.6
Estimate Households By Type Total Households Average Household Size,2.46,0.09,(X),(X)
Estimate Households By Type Total Households Average Family Size,3.09,0.11,(X),(X)
Estimate Relationship Population In Households,36401,1372,36401,(X)
Estimate Relationship Population In Households Householder,14810,566,40.7,1.5
Estimate Relationship Population In Households Spouse,6185,474,17.0,1.2
Estimate Relationship Population In Households Unmarried Partner,1210,269,3.3,0.7
Estimate Relationship Population In Households Child,10158,975,27.9,2.1
Estimate Relationship Population In Households Other Relatives,2278,583,6.3,1.6
Estimate Relationship Population In Households Other Nonrelatives,1760,586,4.8,1.6
Estimate Marital Status Males 15 Years And Over,15748,922,15748,(X)
Estimate Marital Status Males 15 Years And Over Never Married,6814,813,43.3,3.6
"Estimate Marital Status Males 15 Years And Over Now Married, Except Separated",7088,579,45.0,3.5
Estimate Marital Status Males 15 Years And Over Separated,274,126,1.7,0.8
Estimate Marital Status Males 15 Years And Over Widowed,44,34,0.3,0.2
Estimate Marital Status Males 15 Years And Over Divorced,1528,359,9.7,2.2
Estimate Marital Status Females 15 Years And Over,16000,734,16000,(X)
Estimate Marital Status Females 15 Years And Over Never Married,6261,696,39.1,3.3
"Estimate Marital Status Females 15 Years And Over Now Married, Except Separated",6609,464,41.3,3.1
Estimate Marital Status Females 15 Years And Over Separated,306,120,1.9,0.8
Estimate Marital Status Females 15 Years And Over Widowed,1283,279,8.0,1.7
Estimate Marital Status Females 15 Years And Over Divorced,1541,314,9.6,1.9
Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months,418,171,418,(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Unmarried Women (Widowed, Divorced, And Never Married)",108,88,25.8,17.0
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Unmarried Women (Widowed, Divorced, And Never Married) Per 1,000 Unmarried Women",18,15,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 15 To 50 Years Old",41,16,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 15 To 19 Years Old",8,17,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 20 To 34 Years Old",42,20,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 35 To 50 Years Old",50,33,(X),(X)
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years,449,210,449,(X)
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Grandparents Responsible For Grandchildren,125,120,27.8,23.6
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren Less Than 1 Year,0,28,0.0,8.5
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 1 Or 2 Years,68,76,15.1,16.1
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 3 Or 4 Years,57,86,12.7,17.7
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 5 Or More Years,0,28,0.0,8.5
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years,125,120,125,(X)
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years Who Are Female,45,52,36.0,17.1
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years Who Are Married,95,106,76.0,34.9
Estimate School Enrollment Population 3 Years And Over Enrolled In School,9959,949,9959,(X)
"Estimate School Enrollment Population 3 Years And Over Enrolled In School Nursery School, Preschool",580,247,5.8,2.3
Estimate School Enrollment Population 3 Years And Over Enrolled In School Kindergarten,689,278,6.9,2.7
Estimate School Enrollment Population 3 Years And Over Enrolled In School Elementary School (Grades 1-8),3299,453,33.1,4.3
Estimate School Enrollment Population 3 Years And Over Enrolled In School High School (Grades 9-12),1879,480,18.9,4.2
Estimate School Enrollment Population 3 Years And Over Enrolled In School College Or Graduate School,3512,565,35.3,4.7
Estimate Educational Attainment Population 25 Years And Over,26343,1015,26343,(X)
Estimate Educational Attainment Population 25 Years And Over Less Than 9Th Grade,2038,542,7.7,2.0
"Estimate Educational Attainment Population 25 Years And Over 9Th To 12Th Grade, No Diploma",1842,379,7.0,1.5
Estimate Educational Attainment Population 25 Years And Over High School Graduate (Includes Equivalency),6567,737,24.9,2.5
"Estimate Educational Attainment Population 25 Years And Over Some College, No Degree",3771,609,14.3,2.2
Estimate Educational Attainment Population 25 Years And Over Associate'S Degree,1605,314,6.1,1.2
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree,6360,653,24.1,2.3
Estimate Educational Attainment Population 25 Years And Over Graduate Or Professional Degree,4160,499,15.8,2.0
Estimate Educational Attainment Population 25 Years And Over High School Graduate Or Higher,22463,1039,85.3,2.4
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree Or Higher,10520,737,39.9,2.7
Estimate Veteran Status Civilian Population 18 Years And Over,30353,1130,30353,(X)
Estimate Veteran Status Civilian Population 18 Years And Over Civilian Veterans,735,203,2.4,0.7
