,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Households By Type Total Households,11953,619,11953,(X)
Estimate Households By Type Total Households Married-Couple Household,2370,344,19.8,2.7
Estimate Households By Type Total Households Married-Couple Household With Children Of The Householder Under 18 Years,974,240,8.1,1.9
Estimate Households By Type Total Households Cohabiting Couple Household,677,238,5.7,2.0
Estimate Households By Type Total Households Cohabiting Couple Household With Children Of The Householder Under 18 Years,269,205,2.3,1.7
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present",3256,497,27.2,3.7
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present With Children Of The Householder Under 18 Years",135,82,1.1,0.7
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present Householder Living Alone",2280,477,19.1,3.6
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present Householder Living Alone 65 Years And Over",588,251,4.9,2.1
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present",5650,522,47.3,4.0
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present With Children Of The Householder Under 18 Years",1265,274,10.6,2.3
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present Householder Living Alone",2810,419,23.5,3.3
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present Householder Living Alone 65 Years And Over",1040,227,8.7,1.8
Estimate Households By Type Total Households Households With One Or More People Under 18 Years,3002,443,25.1,3.3
Estimate Households By Type Total Households Households With One Or More People 65 Years And Over,3303,434,27.6,3.3
Estimate Households By Type Total Households Average Household Size,2.32,0.11,(X),(X)
Estimate Households By Type Total Households Average Family Size,3.25,0.14,(X),(X)
Estimate Relationship Population In Households,27755,1701,27755,(X)
Estimate Relationship Population In Households Householder,11953,619,43.1,2.0
Estimate Relationship Population In Households Spouse,2427,359,8.7,1.1
Estimate Relationship Population In Households Unmarried Partner,653,210,2.4,0.7
Estimate Relationship Population In Households Child,8508,1040,30.7,2.4
Estimate Relationship Population In Households Other Relatives,1940,411,7.0,1.5
Estimate Relationship Population In Households Other Nonrelatives,2274,505,8.2,1.8
Estimate Marital Status Males 15 Years And Over,10943,905,10943,(X)
Estimate Marital Status Males 15 Years And Over Never Married,6155,680,56.2,4.0
"Estimate Marital Status Males 15 Years And Over Now Married, Except Separated",3173,497,29.0,3.6
Estimate Marital Status Males 15 Years And Over Separated,360,138,3.3,1.3
Estimate Marital Status Males 15 Years And Over Widowed,265,118,2.4,1.1
Estimate Marital Status Males 15 Years And Over Divorced,990,275,9.0,2.4
Estimate Marital Status Females 15 Years And Over,12624,837,12624,(X)
Estimate Marital Status Females 15 Years And Over Never Married,7164,696,56.7,3.4
"Estimate Marital Status Females 15 Years And Over Now Married, Except Separated",3050,396,24.2,2.8
Estimate Marital Status Females 15 Years And Over Separated,471,148,3.7,1.2
Estimate Marital Status Females 15 Years And Over Widowed,630,187,5.0,1.4
Estimate Marital Status Females 15 Years And Over Divorced,1309,370,10.4,3.0
Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months,147,95,147,(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Unmarried Women (Widowed, Divorced, And Never Married)",18,20,12.2,14.7
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Unmarried Women (Widowed, Divorced, And Never Married) Per 1,000 Unmarried Women",3,4,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 15 To 50 Years Old",19,12,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 15 To 19 Years Old",0,41,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 20 To 34 Years Old",32,23,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 35 To 50 Years Old",7,7,(X),(X)
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years,569,272,569,(X)
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Grandparents Responsible For Grandchildren,258,193,45.3,20.1
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren Less Than 1 Year,106,108,18.6,14.9
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 1 Or 2 Years,44,72,7.7,12.1
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 3 Or 4 Years,37,44,6.5,7.6
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 5 Or More Years,71,86,12.5,11.7
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years,258,193,258,(X)
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years Who Are Female,203,133,78.7,20.1
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years Who Are Married,211,183,81.8,21.2
Estimate School Enrollment Population 3 Years And Over Enrolled In School,8156,930,8156,(X)
"Estimate School Enrollment Population 3 Years And Over Enrolled In School Nursery School, Preschool",227,144,2.8,1.8
Estimate School Enrollment Population 3 Years And Over Enrolled In School Kindergarten,549,201,6.7,2.5
Estimate School Enrollment Population 3 Years And Over Enrolled In School Elementary School (Grades 1-8),2622,551,32.1,4.7
Estimate School Enrollment Population 3 Years And Over Enrolled In School High School (Grades 9-12),1753,390,21.5,4.0
Estimate School Enrollment Population 3 Years And Over Enrolled In School College Or Graduate School,3005,484,36.8,5.0
Estimate Educational Attainment Population 25 Years And Over,19123,1001,19123,(X)
Estimate Educational Attainment Population 25 Years And Over Less Than 9Th Grade,2259,471,11.8,2.5
"Estimate Educational Attainment Population 25 Years And Over 9Th To 12Th Grade, No Diploma",1953,361,10.2,1.8
Estimate Educational Attainment Population 25 Years And Over High School Graduate (Includes Equivalency),4903,600,25.6,3.0
"Estimate Educational Attainment Population 25 Years And Over Some College, No Degree",3208,588,16.8,2.9
