,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Households By Type Total Households,1968,212,1968,(X)
Estimate Households By Type Total Households Married-Couple Household,1064,167,54.1,7.4
Estimate Households By Type Total Households Married-Couple Household With Children Of The Householder Under 18 Years,368,155,18.7,7.2
Estimate Households By Type Total Households Cohabiting Couple Household,217,112,11.0,5.5
Estimate Households By Type Total Households Cohabiting Couple Household With Children Of The Householder Under 18 Years,70,68,3.6,3.5
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present",259,116,13.2,6.0
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present With Children Of The Householder Under 18 Years",41,45,2.1,2.3
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present Householder Living Alone",194,101,9.9,5.1
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present Householder Living Alone 65 Years And Over",61,34,3.1,1.7
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present",428,135,21.7,5.8
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present With Children Of The Householder Under 18 Years",36,31,1.8,1.6
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present Householder Living Alone",365,131,18.5,5.8
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present Householder Living Alone 65 Years And Over",256,111,13.0,5.2
Estimate Households By Type Total Households Households With One Or More People Under 18 Years,567,174,28.8,8.1
Estimate Households By Type Total Households Households With One Or More People 65 Years And Over,765,177,38.9,8.5
Estimate Households By Type Total Households Average Household Size,2.38,0.20,(X),(X)
Estimate Households By Type Total Households Average Family Size,2.90,0.23,(X),(X)
Estimate Relationship Population In Households,4689,504,4689,(X)
Estimate Relationship Population In Households Householder,1968,212,42.0,3.5
Estimate Relationship Population In Households Spouse,1092,172,23.3,2.5
Estimate Relationship Population In Households Unmarried Partner,201,103,4.3,2.1
Estimate Relationship Population In Households Child,1117,276,23.8,4.1
Estimate Relationship Population In Households Other Relatives,189,102,4.0,2.3
Estimate Relationship Population In Households Other Nonrelatives,122,100,2.6,2.2
Estimate Marital Status Males 15 Years And Over,1975,252,1975,(X)
Estimate Marital Status Males 15 Years And Over Never Married,605,202,30.6,7.7
"Estimate Marital Status Males 15 Years And Over Now Married, Except Separated",1070,161,54.2,7.1
Estimate Marital Status Males 15 Years And Over Separated,64,58,3.2,3.0
Estimate Marital Status Males 15 Years And Over Widowed,82,69,4.2,3.5
Estimate Marital Status Males 15 Years And Over Divorced,154,67,7.8,3.4
Estimate Marital Status Females 15 Years And Over,2241,298,2241,(X)
Estimate Marital Status Females 15 Years And Over Never Married,548,162,24.5,6.0
"Estimate Marital Status Females 15 Years And Over Now Married, Except Separated",1138,201,50.8,6.5
Estimate Marital Status Females 15 Years And Over Separated,0,13,0.0,1.8
Estimate Marital Status Females 15 Years And Over Widowed,269,106,12.0,4.5
Estimate Marital Status Females 15 Years And Over Divorced,286,98,12.8,4.2
Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months,87,73,87,(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Unmarried Women (Widowed, Divorced, And Never Married)",77,73,88.5,26.3
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Unmarried Women (Widowed, Divorced, And Never Married) Per 1,000 Unmarried Women",168,146,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 15 To 50 Years Old",100,81,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 15 To 19 Years Old",0,217,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 20 To 34 Years Old",259,196,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 35 To 50 Years Old",25,47,(X),(X)
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years,105,90,105,(X)
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Grandparents Responsible For Grandchildren,78,84,74.3,31.7
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren Less Than 1 Year,49,79,46.7,49.4
