,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Households By Type Total Households,4812,213,4812,(X)
Estimate Households By Type Total Households Married-Couple Household,3096,207,64.3,4.9
Estimate Households By Type Total Households Married-Couple Household With Children Of The Householder Under 18 Years,1605,194,33.4,4.7
Estimate Households By Type Total Households Cohabiting Couple Household,148,88,3.1,1.8
Estimate Households By Type Total Households Cohabiting Couple Household With Children Of The Householder Under 18 Years,63,62,1.3,1.3
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present",636,224,13.2,4.5
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present With Children Of The Householder Under 18 Years",46,40,1.0,0.8
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present Householder Living Alone",409,186,8.5,3.7
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present Householder Living Alone 65 Years And Over",149,138,3.1,2.8
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present",932,228,19.4,4.4
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present With Children Of The Householder Under 18 Years",83,56,1.7,1.1
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present Householder Living Alone",479,153,10.0,3.1
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present Householder Living Alone 65 Years And Over",238,98,4.9,2.0
Estimate Households By Type Total Households Households With One Or More People Under 18 Years,1833,183,38.1,4.5
Estimate Households By Type Total Households Households With One Or More People 65 Years And Over,1179,213,24.5,4.0
Estimate Households By Type Total Households Average Household Size,2.80,0.13,(X),(X)
Estimate Households By Type Total Households Average Family Size,3.23,0.14,(X),(X)
Estimate Relationship Population In Households,13470,287,13470,(X)
Estimate Relationship Population In Households Householder,4812,213,35.7,1.7
Estimate Relationship Population In Households Spouse,3222,243,23.9,1.7
Estimate Relationship Population In Households Unmarried Partner,145,88,1.1,0.7
Estimate Relationship Population In Households Child,4461,351,33.1,2.4
Estimate Relationship Population In Households Other Relatives,393,142,2.9,1.0
Estimate Relationship Population In Households Other Nonrelatives,437,377,3.2,2.8
Estimate Marital Status Males 15 Years And Over,5103,303,5103,(X)
Estimate Marital Status Males 15 Years And Over Never Married,1508,268,29.6,4.6
"Estimate Marital Status Males 15 Years And Over Now Married, Except Separated",3229,236,63.3,4.5
Estimate Marital Status Males 15 Years And Over Separated,0,21,0.0,0.8
Estimate Marital Status Males 15 Years And Over Widowed,73,48,1.4,0.9
Estimate Marital Status Males 15 Years And Over Divorced,293,168,5.7,3.2
Estimate Marital Status Females 15 Years And Over,5849,348,5849,(X)
Estimate Marital Status Females 15 Years And Over Never Married,1698,398,29.0,5.6
"Estimate Marital Status Females 15 Years And Over Now Married, Except Separated",3180,258,54.4,5.3
Estimate Marital Status Females 15 Years And Over Separated,75,52,1.3,0.9
Estimate Marital Status Females 15 Years And Over Widowed,441,119,7.5,2.0
Estimate Marital Status Females 15 Years And Over Divorced,455,135,7.8,2.4
Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months,142,95,142,(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Unmarried Women (Widowed, Divorced, And Never Married)",10,13,7.0,10.4
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Unmarried Women (Widowed, Divorced, And Never Married) Per 1,000 Unmarried Women",6,8,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 15 To 50 Years Old",41,28,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 15 To 19 Years Old",0,66,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 20 To 34 Years Old",41,32,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 35 To 50 Years Old",57,56,(X),(X)
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years,176,96,176,(X)
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Grandparents Responsible For Grandchildren,33,51,18.8,26.7
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren Less Than 1 Year,0,21,0.0,20.2
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 1 Or 2 Years,0,21,0.0,20.2
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 3 Or 4 Years,33,51,18.8,26.7
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 5 Or More Years,0,21,0.0,20.2
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years,33,51,33,(X)
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years Who Are Female,16,25,48.5,5.8
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years Who Are Married,33,51,100.0,57.3
Estimate School Enrollment Population 3 Years And Over Enrolled In School,3373,404,3373,(X)
"Estimate School Enrollment Population 3 Years And Over Enrolled In School Nursery School, Preschool",213,126,6.3,3.8
Estimate School Enrollment Population 3 Years And Over Enrolled In School Kindergarten,177,101,5.2,2.8
Estimate School Enrollment Population 3 Years And Over Enrolled In School Elementary School (Grades 1-8),1418,240,42.0,6.1
Estimate School Enrollment Population 3 Years And Over Enrolled In School High School (Grades 9-12),932,238,27.6,6.2
Estimate School Enrollment Population 3 Years And Over Enrolled In School College Or Graduate School,633,205,18.8,5.1
Estimate Educational Attainment Population 25 Years And Over,9321,357,9321,(X)
Estimate Educational Attainment Population 25 Years And Over Less Than 9Th Grade,117,123,1.3,1.3
"Estimate Educational Attainment Population 25 Years And Over 9Th To 12Th Grade, No Diploma",189,109,2.0,1.1
Estimate Educational Attainment Population 25 Years And Over High School Graduate (Includes Equivalency),1449,284,15.5,2.9
"Estimate Educational Attainment Population 25 Years And Over Some College, No Degree",1297,248,13.9,2.6
Estimate Educational Attainment Population 25 Years And Over Associate'S Degree,761,199,8.2,2.0
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree,3520,417,37.8,4.4
Estimate Educational Attainment Population 25 Years And Over Graduate Or Professional Degree,1988,340,21.3,3.8
Estimate Educational Attainment Population 25 Years And Over High School Graduate Or Higher,9015,350,96.7,1.6
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree Or Higher,5508,438,59.1,5.0
Estimate Veteran Status Civilian Population 18 Years And Over,10207,360,10207,(X)
Estimate Veteran Status Civilian Population 18 Years And Over Civilian Veterans,391,127,3.8,1.3
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population,13519,280,13519,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population With A Disability,1097,279,8.1,2.1
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years,3403,326,3403,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years With A Disability,197,81,5.8,2.4
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years,8496,456,8496,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years With A Disability,452,158,5.3,1.9
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over,1620,276,1620,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over With A Disability,448,183,27.7,9.9
Estimate Residence 1 Year Ago Population 1 Year And Over,13469,247,13469,(X)
Estimate Residence 1 Year Ago Population 1 Year And Over Same House,12353,523,91.7,3.3
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad),1116,446,8.3,3.3
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S.,1111,446,8.2,3.3
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Same County,496,247,3.7,1.8
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County,615,359,4.6,2.7
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Same State,570,351,4.2,2.6
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Different State,45,55,0.3,0.4
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Abroad,5,10,0.0,0.1
Estimate Place Of Birth Total Population,13610,267,13610,(X)
Estimate Place Of Birth Total Population Native,12744,366,93.6,2.3
Estimate Place Of Birth Total Population Native Born In United States,12581,371,92.4,2.5
Estimate Place Of Birth Total Population Native Born In United States State Of Residence,9918,468,72.9,3.0
Estimate Place Of Birth Total Population Native Born In United States Different State,2663,388,19.6,2.9
"Estimate Place Of Birth Total Population Native Born In Puerto Rico, U.S. Island Areas, Or Born Abroad To American Parent(S)",163,112,1.2,0.8
Estimate Place Of Birth Total Population Foreign Born,866,312,6.4,2.3
Estimate U.S. Citizenship Status Foreign-Born Population,866,312,866,(X)
Estimate U.S. Citizenship Status Foreign-Born Population Naturalized U.S. Citizen,644,249,74.4,14.1
Estimate U.S. Citizenship Status Foreign-Born Population Not A U.S. Citizen,222,150,25.6,14.1
Estimate Year Of Entry Population Born Outside The United States,1029,344,1029,(X)
Estimate Year Of Entry Population Born Outside The United States Native,163,112,163,(X)
Estimate Year Of Entry Population Born Outside The United States Native Entered 2010 Or Later,23,28,14.1,15.0
Estimate Year Of Entry Population Born Outside The United States Native Entered Before 2010,140,99,85.9,15.0
Estimate Year Of Entry Population Born Outside The United States Foreign Born,866,312,866,(X)
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered 2010 Or Later,134,117,15.5,12.4
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered Before 2010,732,286,84.5,12.4
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea",866,312,866,(X)
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Europe",237,137,27.4,14.7
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Asia",377,245,43.5,18.6
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Africa",189,106,21.8,11.4
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Oceania",0,21,0.0,4.5
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Latin America",24,30,2.8,3.6
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Northern America",39,37,4.5,4.3
Estimate Language Spoken At Home Population 5 Years And Over,12752,346,12752,(X)
Estimate Language Spoken At Home Population 5 Years And Over English Only,11791,542,92.5,3.0
Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English,961,382,7.5,3.0
"Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English Speak English Less Than ""Very Well""",327,253,2.6,2.0
Estimate Language Spoken At Home Population 5 Years And Over Spanish,160,118,1.3,0.9
"Estimate Language Spoken At Home Population 5 Years And Over Spanish Speak English Less Than ""Very Well""",26,34,0.2,0.3
Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages,293,203,2.3,1.6
"Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages Speak English Less Than ""Very Well""",29,38,0.2,0.3
Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages,230,208,1.8,1.6
"Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages Speak English Less Than ""Very Well""",161,203,1.3,1.6
