,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Households By Type Total Households,11349,532,11349,(X)
Estimate Households By Type Total Households Married-Couple Household,4032,345,35.5,2.9
Estimate Households By Type Total Households Married-Couple Household With Children Of The Householder Under 18 Years,1282,207,11.3,1.8
Estimate Households By Type Total Households Cohabiting Couple Household,1402,318,12.4,2.6
Estimate Households By Type Total Households Cohabiting Couple Household With Children Of The Householder Under 18 Years,100,101,0.9,0.9
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present",2494,353,22.0,2.9
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present With Children Of The Householder Under 18 Years",7,7,0.1,0.1
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present Householder Living Alone",1424,286,12.5,2.4
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present Householder Living Alone 65 Years And Over",229,112,2.0,1.0
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present",3421,397,30.1,3.2
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present With Children Of The Householder Under 18 Years",520,191,4.6,1.7
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present Householder Living Alone",1519,338,13.4,2.8
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present Householder Living Alone 65 Years And Over",602,245,5.3,2.1
Estimate Households By Type Total Households Households With One Or More People Under 18 Years,2319,264,20.4,2.5
Estimate Households By Type Total Households Households With One Or More People 65 Years And Over,1911,334,16.8,2.7
Estimate Households By Type Total Households Average Household Size,2.40,0.09,(X),(X)
Estimate Households By Type Total Households Average Family Size,2.96,0.13,(X),(X)
Estimate Relationship Population In Households,27260,1093,27260,(X)
Estimate Relationship Population In Households Householder,11349,532,41.6,1.5
Estimate Relationship Population In Households Spouse,4022,330,14.8,1.1
Estimate Relationship Population In Households Unmarried Partner,1396,301,5.1,1.1
Estimate Relationship Population In Households Child,5101,493,18.7,1.7
Estimate Relationship Population In Households Other Relatives,1913,503,7.0,1.8
Estimate Relationship Population In Households Other Nonrelatives,3479,514,12.8,1.8
Estimate Marital Status Males 15 Years And Over,12282,716,12282,(X)
Estimate Marital Status Males 15 Years And Over Never Married,6879,702,56.0,3.8
"Estimate Marital Status Males 15 Years And Over Now Married, Except Separated",4581,397,37.3,3.1
Estimate Marital Status Males 15 Years And Over Separated,50,39,0.4,0.3
Estimate Marital Status Males 15 Years And Over Widowed,98,70,0.8,0.6
Estimate Marital Status Males 15 Years And Over Divorced,674,184,5.5,1.5
Estimate Marital Status Females 15 Years And Over,11861,674,11861,(X)
Estimate Marital Status Females 15 Years And Over Never Married,5376,545,45.3,3.3
"Estimate Marital Status Females 15 Years And Over Now Married, Except Separated",4585,397,38.7,3.1
Estimate Marital Status Females 15 Years And Over Separated,298,153,2.5,1.3
Estimate Marital Status Females 15 Years And Over Widowed,586,186,4.9,1.6
Estimate Marital Status Females 15 Years And Over Divorced,1016,232,8.6,1.9
Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months,379,126,379,(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Unmarried Women (Widowed, Divorced, And Never Married)",43,34,11.3,8.4
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Unmarried Women (Widowed, Divorced, And Never Married) Per 1,000 Unmarried Women",8,7,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 15 To 50 Years Old",46,16,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 15 To 19 Years Old",0,83,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 20 To 34 Years Old",39,21,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 35 To 50 Years Old",67,37,(X),(X)
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years,605,297,605,(X)
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Grandparents Responsible For Grandchildren,178,103,29.4,18.7
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren Less Than 1 Year,3,5,0.5,0.9
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 1 Or 2 Years,71,64,11.7,11.1
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 3 Or 4 Years,77,69,12.7,11.9
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 5 Or More Years,27,36,4.5,6.3
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years,178,103,178,(X)
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years Who Are Female,126,82,70.8,18.6
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years Who Are Married,80,65,44.9,27.5
Estimate School Enrollment Population 3 Years And Over Enrolled In School,5214,528,5214,(X)
"Estimate School Enrollment Population 3 Years And Over Enrolled In School Nursery School, Preschool",297,132,5.7,2.5
Estimate School Enrollment Population 3 Years And Over Enrolled In School Kindergarten,208,135,4.0,2.6
Estimate School Enrollment Population 3 Years And Over Enrolled In School Elementary School (Grades 1-8),1621,324,31.1,4.8
Estimate School Enrollment Population 3 Years And Over Enrolled In School High School (Grades 9-12),914,232,17.5,4.1
Estimate School Enrollment Population 3 Years And Over Enrolled In School College Or Graduate School,2174,320,41.7,5.1
Estimate Educational Attainment Population 25 Years And Over,20821,932,20821,(X)
Estimate Educational Attainment Population 25 Years And Over Less Than 9Th Grade,1855,383,8.9,1.8
"Estimate Educational Attainment Population 25 Years And Over 9Th To 12Th Grade, No Diploma",1089,318,5.2,1.5
Estimate Educational Attainment Population 25 Years And Over High School Graduate (Includes Equivalency),3816,677,18.3,3.1
"Estimate Educational Attainment Population 25 Years And Over Some College, No Degree",2379,410,11.4,2.0
Estimate Educational Attainment Population 25 Years And Over Associate'S Degree,1091,366,5.2,1.7
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree,5900,621,28.3,2.5
Estimate Educational Attainment Population 25 Years And Over Graduate Or Professional Degree,4691,505,22.5,2.4
Estimate Educational Attainment Population 25 Years And Over High School Graduate Or Higher,17877,900,85.9,2.0
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree Or Higher,10591,819,50.9,3.2
Estimate Veteran Status Civilian Population 18 Years And Over,23535,1022,23535,(X)
Estimate Veteran Status Civilian Population 18 Years And Over Civilian Veterans,349,119,1.5,0.5
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population,27334,1100,27334,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population With A Disability,2624,426,9.6,1.5
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years,3808,431,3808,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years With A Disability,114,108,3.0,2.7
