,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Households By Type Total Households,3146,206,3146,(X)
Estimate Households By Type Total Households Married-Couple Household,1984,197,63.1,6.8
Estimate Households By Type Total Households Married-Couple Household With Children Of The Householder Under 18 Years,956,148,30.4,5.7
Estimate Households By Type Total Households Cohabiting Couple Household,166,119,5.3,3.8
Estimate Households By Type Total Households Cohabiting Couple Household With Children Of The Householder Under 18 Years,89,94,2.8,3.0
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present",352,161,11.2,4.9
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present With Children Of The Householder Under 18 Years",51,56,1.6,1.8
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present Householder Living Alone",280,136,8.9,4.2
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present Householder Living Alone 65 Years And Over",187,103,5.9,3.2
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present",644,187,20.5,5.3
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present With Children Of The Householder Under 18 Years",32,38,1.0,1.2
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present Householder Living Alone",574,172,18.2,4.9
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present Householder Living Alone 65 Years And Over",377,144,12.0,4.3
Estimate Households By Type Total Households Households With One Or More People Under 18 Years,1150,131,36.6,5.3
Estimate Households By Type Total Households Households With One Or More People 65 Years And Over,1014,185,32.2,5.0
Estimate Households By Type Total Households Average Household Size,2.61,0.17,(X),(X)
Estimate Households By Type Total Households Average Family Size,3.18,0.23,(X),(X)
Estimate Relationship Population In Households,8223,35,8223,(X)
Estimate Relationship Population In Households Householder,3146,206,38.3,2.5
Estimate Relationship Population In Households Spouse,2034,206,24.7,2.5
Estimate Relationship Population In Households Unmarried Partner,164,113,2.0,1.4
Estimate Relationship Population In Households Child,2690,323,32.7,3.9
Estimate Relationship Population In Households Other Relatives,141,112,1.7,1.4
Estimate Relationship Population In Households Other Nonrelatives,48,47,0.6,0.6
Estimate Marital Status Males 15 Years And Over,2936,240,2936,(X)
Estimate Marital Status Males 15 Years And Over Never Married,550,218,18.7,6.6
"Estimate Marital Status Males 15 Years And Over Now Married, Except Separated",2052,217,69.9,7.4
Estimate Marital Status Males 15 Years And Over Separated,4,12,0.1,0.4
Estimate Marital Status Males 15 Years And Over Widowed,129,92,4.4,3.1
Estimate Marital Status Males 15 Years And Over Divorced,201,94,6.8,3.2
Estimate Marital Status Females 15 Years And Over,3332,258,3332,(X)
Estimate Marital Status Females 15 Years And Over Never Married,685,218,20.6,5.7
"Estimate Marital Status Females 15 Years And Over Now Married, Except Separated",2057,191,61.7,6.3
Estimate Marital Status Females 15 Years And Over Separated,73,80,2.2,2.4
Estimate Marital Status Females 15 Years And Over Widowed,243,121,7.3,3.5
Estimate Marital Status Females 15 Years And Over Divorced,274,103,8.2,3.0
Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months,49,45,49,(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Unmarried Women (Widowed, Divorced, And Never Married)",0,19,0.0,47.0
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Unmarried Women (Widowed, Divorced, And Never Married) Per 1,000 Unmarried Women",0,60,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 15 To 50 Years Old",32,30,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 15 To 19 Years Old",0,147,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 20 To 34 Years Old",85,92,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 35 To 50 Years Old",20,31,(X),(X)
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years,39,69,39,(X)
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Grandparents Responsible For Grandchildren,0,19,0.0,52.7
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren Less Than 1 Year,0,19,0.0,52.7
