,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Households By Type Total Households,13235,371,13235,(X)
Estimate Households By Type Total Households Married-Couple Household,8696,403,65.7,2.7
Estimate Households By Type Total Households Married-Couple Household With Children Of The Householder Under 18 Years,4210,284,31.8,2.3
Estimate Households By Type Total Households Cohabiting Couple Household,485,165,3.7,1.3
Estimate Households By Type Total Households Cohabiting Couple Household With Children Of The Householder Under 18 Years,156,93,1.2,0.7
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present",1566,294,11.8,2.1
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present With Children Of The Householder Under 18 Years",93,62,0.7,0.5
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present Householder Living Alone",1325,270,10.0,1.9
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present Householder Living Alone 65 Years And Over",439,163,3.3,1.2
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present",2488,313,18.8,2.3
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present With Children Of The Householder Under 18 Years",476,168,3.6,1.3
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present Householder Living Alone",1441,232,10.9,1.7
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present Householder Living Alone 65 Years And Over",692,176,5.2,1.3
Estimate Households By Type Total Households Households With One Or More People Under 18 Years,5100,268,38.5,2.3
Estimate Households By Type Total Households Households With One Or More People 65 Years And Over,3819,307,28.9,2.2
Estimate Households By Type Total Households Average Household Size,2.63,0.07,(X),(X)
Estimate Households By Type Total Households Average Family Size,3.05,0.09,(X),(X)
Estimate Relationship Population In Households,34743,353,34743,(X)
Estimate Relationship Population In Households Householder,13235,371,38.1,1.0
Estimate Relationship Population In Households Spouse,8496,359,24.5,1.0
Estimate Relationship Population In Households Unmarried Partner,526,185,1.5,0.5
Estimate Relationship Population In Households Child,11309,505,32.6,1.4
Estimate Relationship Population In Households Other Relatives,906,249,2.6,0.7
Estimate Relationship Population In Households Other Nonrelatives,271,144,0.8,0.4
Estimate Marital Status Males 15 Years And Over,14063,548,14063,(X)
Estimate Marital Status Males 15 Years And Over Never Married,3919,496,27.9,2.9
"Estimate Marital Status Males 15 Years And Over Now Married, Except Separated",9209,416,65.5,3.0
Estimate Marital Status Males 15 Years And Over Separated,67,53,0.5,0.4
Estimate Marital Status Males 15 Years And Over Widowed,222,96,1.6,0.7
Estimate Marital Status Males 15 Years And Over Divorced,646,169,4.6,1.2
Estimate Marital Status Females 15 Years And Over,14961,494,14961,(X)
Estimate Marital Status Females 15 Years And Over Never Married,3430,410,22.9,2.3
"Estimate Marital Status Females 15 Years And Over Now Married, Except Separated",9031,351,60.4,2.8
Estimate Marital Status Females 15 Years And Over Separated,192,116,1.3,0.8
Estimate Marital Status Females 15 Years And Over Widowed,963,207,6.4,1.3
Estimate Marital Status Females 15 Years And Over Divorced,1345,259,9.0,1.7
Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months,245,112,245,(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Unmarried Women (Widowed, Divorced, And Never Married)",12,21,4.9,8.3
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Unmarried Women (Widowed, Divorced, And Never Married) Per 1,000 Unmarried Women",3,6,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 15 To 50 Years Old",31,14,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 15 To 19 Years Old",0,27,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 20 To 34 Years Old",62,43,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 35 To 50 Years Old",25,15,(X),(X)
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years,473,176,473,(X)
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Grandparents Responsible For Grandchildren,64,63,13.5,13.2
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren Less Than 1 Year,9,14,1.9,3.0
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 1 Or 2 Years,31,49,6.6,10.8
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 3 Or 4 Years,0,28,0.0,8.1
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 5 Or More Years,24,35,5.1,7.2
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years,64,63,64,(X)
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years Who Are Female,51,49,79.7,22.5
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years Who Are Married,31,49,48.4,51.6
Estimate School Enrollment Population 3 Years And Over Enrolled In School,9277,467,9277,(X)
"Estimate School Enrollment Population 3 Years And Over Enrolled In School Nursery School, Preschool",661,161,7.1,1.7
Estimate School Enrollment Population 3 Years And Over Enrolled In School Kindergarten,377,129,4.1,1.4
Estimate School Enrollment Population 3 Years And Over Enrolled In School Elementary School (Grades 1-8),3860,395,41.6,4.3
Estimate School Enrollment Population 3 Years And Over Enrolled In School High School (Grades 9-12),2559,414,27.6,4.1
Estimate School Enrollment Population 3 Years And Over Enrolled In School College Or Graduate School,1820,327,19.6,3.1
Estimate Educational Attainment Population 25 Years And Over,24670,530,24670,(X)
Estimate Educational Attainment Population 25 Years And Over Less Than 9Th Grade,452,156,1.8,0.6
"Estimate Educational Attainment Population 25 Years And Over 9Th To 12Th Grade, No Diploma",205,85,0.8,0.3
Estimate Educational Attainment Population 25 Years And Over High School Graduate (Includes Equivalency),1988,351,8.1,1.4
"Estimate Educational Attainment Population 25 Years And Over Some College, No Degree",2223,336,9.0,1.4
Estimate Educational Attainment Population 25 Years And Over Associate'S Degree,1261,267,5.1,1.1
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree,8490,614,34.4,2.4
Estimate Educational Attainment Population 25 Years And Over Graduate Or Professional Degree,10051,688,40.7,2.5
Estimate Educational Attainment Population 25 Years And Over High School Graduate Or Higher,24013,571,97.3,0.7
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree Or Higher,18541,711,75.2,2.2
Estimate Veteran Status Civilian Population 18 Years And Over,26833,429,26833,(X)
Estimate Veteran Status Civilian Population 18 Years And Over Civilian Veterans,948,242,3.5,0.9
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population,35337,268,35337,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population With A Disability,2290,320,6.5,0.9
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years,8726,378,8726,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years With A Disability,168,86,1.9,1.0
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years,21394,516,21394,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years With A Disability,829,179,3.9,0.8
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over,5217,365,5217,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over With A Disability,1293,294,24.8,5.0
Estimate Residence 1 Year Ago Population 1 Year And Over,35390,252,35390,(X)
Estimate Residence 1 Year Ago Population 1 Year And Over Same House,31601,776,89.3,2.1
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad),3789,735,10.7,2.1
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S.,3724,730,10.5,2.1
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Same County,2026,579,5.7,1.6
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County,1698,427,4.8,1.2
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Same State,958,336,2.7,0.9
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Different State,740,239,2.1,0.7
