,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Households By Type Total Households,180,70,180,(X)
Estimate Households By Type Total Households Married-Couple Household,59,23,32.8,17.4
Estimate Households By Type Total Households Married-Couple Household With Children Of The Householder Under 18 Years,13,8,7.2,5.3
Estimate Households By Type Total Households Cohabiting Couple Household,15,10,8.3,6.4
Estimate Households By Type Total Households Cohabiting Couple Household With Children Of The Householder Under 18 Years,13,10,7.2,5.9
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present",73,68,40.6,24.4
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present With Children Of The Householder Under 18 Years",0,13,0.0,19.8
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present Householder Living Alone",68,68,37.8,25.6
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present Householder Living Alone 65 Years And Over",59,67,32.8,26.7
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present",33,17,18.3,11.3
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present With Children Of The Householder Under 18 Years",2,3,1.1,1.6
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present Householder Living Alone",23,16,12.8,9.7
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present Householder Living Alone 65 Years And Over",11,9,6.1,5.2
Estimate Households By Type Total Households Households With One Or More People Under 18 Years,28,12,15.6,8.8
Estimate Households By Type Total Households Households With One Or More People 65 Years And Over,114,70,63.3,17.5
Estimate Households By Type Total Households Average Household Size,2.26,0.61,(X),(X)
Estimate Households By Type Total Households Average Family Size,3.18,0.53,(X),(X)
Estimate Relationship Population In Households,407,112,407,(X)
Estimate Relationship Population In Households Householder,180,70,44.2,12.0
Estimate Relationship Population In Households Spouse,59,19,14.5,4.3
Estimate Relationship Population In Households Unmarried Partner,16,11,3.9,2.6
Estimate Relationship Population In Households Child,104,47,25.6,8.7
Estimate Relationship Population In Households Other Relatives,27,22,6.6,4.8
Estimate Relationship Population In Households Other Nonrelatives,21,15,5.2,3.5
Estimate Marital Status Males 15 Years And Over,217,88,217,(X)
Estimate Marital Status Males 15 Years And Over Never Married,58,31,26.7,13.4
"Estimate Marital Status Males 15 Years And Over Now Married, Except Separated",80,38,36.9,17.3
Estimate Marital Status Males 15 Years And Over Separated,2,3,0.9,1.5
Estimate Marital Status Males 15 Years And Over Widowed,4,3,1.8,1.6
Estimate Marital Status Males 15 Years And Over Divorced,73,70,33.6,24.1
Estimate Marital Status Females 15 Years And Over,148,33,148,(X)
Estimate Marital Status Females 15 Years And Over Never Married,44,20,29.7,12.6
"Estimate Marital Status Females 15 Years And Over Now Married, Except Separated",67,28,45.3,14.1
Estimate Marital Status Females 15 Years And Over Separated,0,13,0.0,23.4
Estimate Marital Status Females 15 Years And Over Widowed,15,9,10.1,5.8
Estimate Marital Status Females 15 Years And Over Divorced,22,13,14.9,8.4
Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months,6,7,6,(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Unmarried Women (Widowed, Divorced, And Never Married)",0,13,0.0,100.0
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Unmarried Women (Widowed, Divorced, And Never Married) Per 1,000 Unmarried Women",0,496,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 15 To 50 Years Old",85,97,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 15 To 19 Years Old",0,992,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 20 To 34 Years Old",176,188,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 35 To 50 Years Old",0,645,(X),(X)
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years,0,13,0,(X)
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Grandparents Responsible For Grandchildren,0,13,-666666666.0,-222222222.0
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren Less Than 1 Year,0,13,-666666666.0,-222222222.0
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 1 Or 2 Years,0,13,-666666666.0,-222222222.0
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 3 Or 4 Years,0,13,-666666666.0,-222222222.0
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 5 Or More Years,0,13,-666666666.0,-222222222.0
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years,0,13,0,(X)
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years Who Are Female,0,13,-666666666.0,-222222222.0
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years Who Are Married,0,13,-666666666.0,-222222222.0
Estimate School Enrollment Population 3 Years And Over Enrolled In School,84,36,84,(X)
"Estimate School Enrollment Population 3 Years And Over Enrolled In School Nursery School, Preschool",9,9,10.7,9.8
Estimate School Enrollment Population 3 Years And Over Enrolled In School Kindergarten,3,4,3.6,5.5
Estimate School Enrollment Population 3 Years And Over Enrolled In School Elementary School (Grades 1-8),21,16,25.0,16.5
Estimate School Enrollment Population 3 Years And Over Enrolled In School High School (Grades 9-12),15,10,17.9,10.4
Estimate School Enrollment Population 3 Years And Over Enrolled In School College Or Graduate School,36,25,42.9,19.9
Estimate Educational Attainment Population 25 Years And Over,306,92,306,(X)
Estimate Educational Attainment Population 25 Years And Over Less Than 9Th Grade,8,9,2.6,2.8
"Estimate Educational Attainment Population 25 Years And Over 9Th To 12Th Grade, No Diploma",2,3,0.7,1.0
Estimate Educational Attainment Population 25 Years And Over High School Graduate (Includes Equivalency),96,28,31.4,10.8
"Estimate Educational Attainment Population 25 Years And Over Some College, No Degree",32,20,10.5,5.9
Estimate Educational Attainment Population 25 Years And Over Associate'S Degree,24,12,7.8,4.3
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree,94,74,30.7,17.7
Estimate Educational Attainment Population 25 Years And Over Graduate Or Professional Degree,50,22,16.3,7.1
Estimate Educational Attainment Population 25 Years And Over High School Graduate Or Higher,296,92,96.7,2.9
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree Or Higher,144,79,47.1,14.9
Estimate Veteran Status Civilian Population 18 Years And Over,348,103,348,(X)
Estimate Veteran Status Civilian Population 18 Years And Over Civilian Veterans,18,9,5.2,2.9
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population,407,112,407,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population With A Disability,47,19,11.5,5.1
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years,59,28,59,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years With A Disability,6,6,10.2,9.4
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years,209,66,209,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years With A Disability,17,10,8.1,5.3
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over,139,75,139,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over With A Disability,24,14,17.3,12.8
Estimate Residence 1 Year Ago Population 1 Year And Over,401,109,401,(X)
Estimate Residence 1 Year Ago Population 1 Year And Over Same House,362,98,90.3,7.0
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad),39,32,9.7,7.0
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S.,16,10,4.0,2.9
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Same County,12,8,3.0,2.5
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County,4,5,1.0,1.3
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Same State,0,13,0.0,9.5
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Different State,4,5,1.0,1.3
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Abroad,23,31,5.7,6.9
Estimate Place Of Birth Total Population,407,112,407,(X)
Estimate Place Of Birth Total Population Native,393,104,96.6,4.3
Estimate Place Of Birth Total Population Native Born In United States,380,101,93.4,5.9
Estimate Place Of Birth Total Population Native Born In United States State Of Residence,253,65,62.2,14.9
Estimate Place Of Birth Total Population Native Born In United States Different State,127,78,31.2,14.0
"Estimate Place Of Birth Total Population Native Born In Puerto Rico, U.S. Island Areas, Or Born Abroad To American Parent(S)",13,13,3.2,3.0
Estimate Place Of Birth Total Population Foreign Born,14,19,3.4,4.3
Estimate U.S. Citizenship Status Foreign-Born Population,14,19,14,(X)
Estimate U.S. Citizenship Status Foreign-Born Population Naturalized U.S. Citizen,0,13,0.0,87.9
Estimate U.S. Citizenship Status Foreign-Born Population Not A U.S. Citizen,14,19,100.0,87.9
Estimate Year Of Entry Population Born Outside The United States,27,27,27,(X)
Estimate Year Of Entry Population Born Outside The United States Native,13,13,13,(X)
Estimate Year Of Entry Population Born Outside The United States Native Entered 2010 Or Later,5,9,38.5,49.6
Estimate Year Of Entry Population Born Outside The United States Native Entered Before 2010,8,10,61.5,49.6
Estimate Year Of Entry Population Born Outside The United States Foreign Born,14,19,14,(X)
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered 2010 Or Later,14,19,100.0,87.9
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered Before 2010,0,13,0.0,87.9
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea",14,19,14,(X)
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Europe",14,19,100.0,87.9
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Asia",0,13,0.0,87.9
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Africa",0,13,0.0,87.9
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Oceania",0,13,0.0,87.9
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Latin America",0,13,0.0,87.9
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Northern America",0,13,0.0,87.9
Estimate Language Spoken At Home Population 5 Years And Over,389,107,389,(X)
Estimate Language Spoken At Home Population 5 Years And Over English Only,375,99,96.4,4.5
Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English,14,19,3.6,4.5
"Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English Speak English Less Than ""Very Well""",0,13,0.0,9.8
Estimate Language Spoken At Home Population 5 Years And Over Spanish,0,13,0.0,9.8
"Estimate Language Spoken At Home Population 5 Years And Over Spanish Speak English Less Than ""Very Well""",0,13,0.0,9.8
Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages,14,19,3.6,4.5
"Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages Speak English Less Than ""Very Well""",0,13,0.0,9.8
Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages,0,13,0.0,9.8
"Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages Speak English Less Than ""Very Well""",0,13,0.0,9.8
Estimate Language Spoken At Home Population 5 Years And Over Other Languages,0,13,0.0,9.8
"Estimate Language Spoken At Home Population 5 Years And Over Other Languages Speak English Less Than ""Very Well""",0,13,0.0,9.8
Estimate Ancestry Total Population,407,112,407,(X)
Estimate Ancestry Total Population American,0,13,0.0,9.4
Estimate Ancestry Total Population Arab,7,8,1.7,2.0
Estimate Ancestry Total Population Czech,2,3,0.5,0.6
Estimate Ancestry Total Population Danish,0,13,0.0,9.4
Estimate Ancestry Total Population Dutch,18,19,4.4,4.3
Estimate Ancestry Total Population English,88,71,21.6,15.0
Estimate Ancestry Total Population French (Except Basque),40,26,9.8,7.3
Estimate Ancestry Total Population French Canadian,7,7,1.7,1.7
Estimate Ancestry Total Population German,20,13,4.9,3.2
Estimate Ancestry Total Population Greek,0,13,0.0,9.4
Estimate Ancestry Total Population Hungarian,0,13,0.0,9.4
Estimate Ancestry Total Population Irish,36,19,8.8,5.9
Estimate Ancestry Total Population Italian,4,4,1.0,1.0
Estimate Ancestry Total Population Lithuanian,0,13,0.0,9.4
Estimate Ancestry Total Population Norwegian,8,9,2.0,2.3
Estimate Ancestry Total Population Polish,26,23,6.4,5.7
Estimate Ancestry Total Population Portuguese,0,13,0.0,9.4
Estimate Ancestry Total Population Russian,2,3,0.5,0.7
Estimate Ancestry Total Population Scotch-Irish,10,10,2.5,2.6
Estimate Ancestry Total Population Scottish,14,12,3.4,3.0
Estimate Ancestry Total Population Slovak,0,13,0.0,9.4
Estimate Ancestry Total Population Subsaharan African,0,13,0.0,9.4
Estimate Ancestry Total Population Swedish,5,8,1.2,2.2
Estimate Ancestry Total Population Swiss,2,3,0.5,0.6
Estimate Ancestry Total Population Ukrainian,0,13,0.0,9.4
Estimate Ancestry Total Population Welsh,0,13,0.0,9.4
Estimate Ancestry Total Population West Indian (Excluding Hispanic Origin Groups),0,13,0.0,9.4
Estimate Computers And Internet Use Total Households,180,70,180,(X)
Estimate Computers And Internet Use Total Households With A Computer,161,71,89.4,7.9
Estimate Computers And Internet Use Total Households With A Broadband Internet Subscription,150,71,83.3,10.4
