,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Households By Type Total Households,3052,229,3052,(X)
Estimate Households By Type Total Households Married-Couple Household,2090,169,68.5,7.4
Estimate Households By Type Total Households Married-Couple Household With Children Of The Householder Under 18 Years,1082,188,35.5,7.8
Estimate Households By Type Total Households Cohabiting Couple Household,174,96,5.7,3.0
Estimate Households By Type Total Households Cohabiting Couple Household With Children Of The Householder Under 18 Years,43,43,1.4,1.4
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present",458,184,15.0,5.4
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present With Children Of The Householder Under 18 Years",0,19,0.0,1.3
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present Householder Living Alone",394,168,12.9,5.0
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present Householder Living Alone 65 Years And Over",115,89,3.8,2.8
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present",330,150,10.8,4.5
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present With Children Of The Householder Under 18 Years",33,33,1.1,1.1
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present Householder Living Alone",219,119,7.2,3.6
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present Householder Living Alone 65 Years And Over",97,48,3.2,1.5
Estimate Households By Type Total Households Households With One Or More People Under 18 Years,1158,178,37.9,7.5
Estimate Households By Type Total Households Households With One Or More People 65 Years And Over,679,173,22.2,5.1
Estimate Households By Type Total Households Average Household Size,2.94,0.22,(X),(X)
Estimate Households By Type Total Households Average Family Size,3.50,0.23,(X),(X)
Estimate Relationship Population In Households,8962,29,8962,(X)
Estimate Relationship Population In Households Householder,3052,229,34.1,2.5
Estimate Relationship Population In Households Spouse,2148,198,24.0,2.2
Estimate Relationship Population In Households Unmarried Partner,172,97,1.9,1.1
Estimate Relationship Population In Households Child,3258,284,36.4,3.2
Estimate Relationship Population In Households Other Relatives,283,186,3.2,2.1
Estimate Relationship Population In Households Other Nonrelatives,49,46,0.5,0.5
Estimate Marital Status Males 15 Years And Over,3977,289,3977,(X)
Estimate Marital Status Males 15 Years And Over Never Married,1321,282,33.2,5.4
"Estimate Marital Status Males 15 Years And Over Now Married, Except Separated",2197,203,55.2,6.3
Estimate Marital Status Males 15 Years And Over Separated,14,25,0.4,0.6
Estimate Marital Status Males 15 Years And Over Widowed,78,67,2.0,1.7
Estimate Marital Status Males 15 Years And Over Divorced,367,147,9.2,3.6
Estimate Marital Status Females 15 Years And Over,3422,350,3422,(X)
Estimate Marital Status Females 15 Years And Over Never Married,856,293,25.0,6.7
"Estimate Marital Status Females 15 Years And Over Now Married, Except Separated",2130,159,62.2,7.4
Estimate Marital Status Females 15 Years And Over Separated,11,17,0.3,0.5
Estimate Marital Status Females 15 Years And Over Widowed,156,104,4.6,2.8
Estimate Marital Status Females 15 Years And Over Divorced,269,111,7.9,3.2
Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months,44,43,44,(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Unmarried Women (Widowed, Divorced, And Never Married)",9,15,20.5,33.4
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Unmarried Women (Widowed, Divorced, And Never Married) Per 1,000 Unmarried Women",11,19,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 15 To 50 Years Old",22,21,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 15 To 19 Years Old",0,99,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 20 To 34 Years Old",76,72,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 35 To 50 Years Old",0,37,(X),(X)
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years,42,53,42,(X)
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Grandparents Responsible For Grandchildren,0,19,0.0,50.8
