,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Households By Type Total Households,215,56,215,(X)
Estimate Households By Type Total Households Married-Couple Household,119,52,55.3,19.4
Estimate Households By Type Total Households Married-Couple Household With Children Of The Householder Under 18 Years,36,31,16.7,14.3
Estimate Households By Type Total Households Cohabiting Couple Household,23,33,10.7,15.1
Estimate Households By Type Total Households Cohabiting Couple Household With Children Of The Householder Under 18 Years,0,13,0.0,16.9
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present",5,9,2.3,4.0
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present With Children Of The Householder Under 18 Years",0,13,0.0,16.9
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present Householder Living Alone",0,13,0.0,16.9
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present Householder Living Alone 65 Years And Over",0,13,0.0,16.9
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present",68,40,31.6,16.2
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present With Children Of The Householder Under 18 Years",0,13,0.0,16.9
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present Householder Living Alone",43,34,20.0,15.2
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present Householder Living Alone 65 Years And Over",9,14,4.2,6.7
Estimate Households By Type Total Households Households With One Or More People Under 18 Years,49,37,22.8,16.0
Estimate Households By Type Total Households Households With One Or More People 65 Years And Over,36,37,16.7,16.9
Estimate Households By Type Total Households Average Household Size,2.50,0.52,(X),(X)
Estimate Households By Type Total Households Average Family Size,2.99,0.70,(X),(X)
Estimate Relationship Population In Households,538,176,538,(X)
Estimate Relationship Population In Households Householder,215,56,40.0,8.4
Estimate Relationship Population In Households Spouse,118,52,21.9,7.4
Estimate Relationship Population In Households Unmarried Partner,28,41,5.2,7.7
Estimate Relationship Population In Households Child,134,106,24.9,14.5
Estimate Relationship Population In Households Other Relatives,21,23,3.9,4.0
Estimate Relationship Population In Households Other Nonrelatives,22,26,4.1,4.8
Estimate Marital Status Males 15 Years And Over,172,62,172,(X)
Estimate Marital Status Males 15 Years And Over Never Married,40,41,23.3,20.8
"Estimate Marital Status Males 15 Years And Over Now Married, Except Separated",124,53,72.1,22.9
Estimate Marital Status Males 15 Years And Over Separated,0,13,0.0,20.6
Estimate Marital Status Males 15 Years And Over Widowed,0,13,0.0,20.6
Estimate Marital Status Males 15 Years And Over Divorced,8,14,4.7,7.7
Estimate Marital Status Females 15 Years And Over,269,83,269,(X)
Estimate Marital Status Females 15 Years And Over Never Married,121,67,45.0,19.8
"Estimate Marital Status Females 15 Years And Over Now Married, Except Separated",127,58,47.2,17.9
Estimate Marital Status Females 15 Years And Over Separated,0,13,0.0,13.8
Estimate Marital Status Females 15 Years And Over Widowed,8,12,3.0,4.7
Estimate Marital Status Females 15 Years And Over Divorced,13,19,4.8,6.6
Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months,0,13,0,(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Unmarried Women (Widowed, Divorced, And Never Married)",0,13,-666666666.0,-222222222.0
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Unmarried Women (Widowed, Divorced, And Never Married) Per 1,000 Unmarried Women",0,313,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 15 To 50 Years Old",0,195,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 15 To 19 Years Old",-666666666,-222222222,(X),(X)
