,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Households By Type Total Households,7328,378,7328,(X)
Estimate Households By Type Total Households Married-Couple Household,3388,388,46.2,5.5
Estimate Households By Type Total Households Married-Couple Household With Children Of The Householder Under 18 Years,887,163,12.1,2.4
Estimate Households By Type Total Households Cohabiting Couple Household,663,297,9.0,4.0
Estimate Households By Type Total Households Cohabiting Couple Household With Children Of The Householder Under 18 Years,245,115,3.3,1.6
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present",983,196,13.4,2.6
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present With Children Of The Householder Under 18 Years",43,45,0.6,0.6
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present Householder Living Alone",769,176,10.5,2.3
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present Householder Living Alone 65 Years And Over",372,138,5.1,1.9
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present",2294,448,31.3,5.4
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present With Children Of The Householder Under 18 Years",158,72,2.2,1.0
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present Householder Living Alone",1645,411,22.4,5.0
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present Householder Living Alone 65 Years And Over",765,177,10.4,2.3
Estimate Households By Type Total Households Households With One Or More People Under 18 Years,1458,171,19.9,2.7
Estimate Households By Type Total Households Households With One Or More People 65 Years And Over,2878,248,39.3,3.4
Estimate Households By Type Total Households Average Household Size,2.13,0.09,(X),(X)
Estimate Households By Type Total Households Average Family Size,2.66,0.13,(X),(X)
Estimate Relationship Population In Households,15576,369,15576,(X)
Estimate Relationship Population In Households Householder,7328,378,47.0,2.0
Estimate Relationship Population In Households Spouse,3212,350,20.6,2.2
Estimate Relationship Population In Households Unmarried Partner,671,301,4.3,1.9
Estimate Relationship Population In Households Child,3371,363,21.6,2.4
Estimate Relationship Population In Households Other Relatives,745,342,4.8,2.2
Estimate Relationship Population In Households Other Nonrelatives,249,114,1.6,0.7
Estimate Marital Status Males 15 Years And Over,6327,419,6327,(X)
Estimate Marital Status Males 15 Years And Over Never Married,1711,301,27.0,4.3
"Estimate Marital Status Males 15 Years And Over Now Married, Except Separated",3496,397,55.3,5.8
Estimate Marital Status Males 15 Years And Over Separated,93,85,1.5,1.3
Estimate Marital Status Males 15 Years And Over Widowed,210,90,3.3,1.4
Estimate Marital Status Males 15 Years And Over Divorced,817,335,12.9,5.1
Estimate Marital Status Females 15 Years And Over,9751,420,9751,(X)
Estimate Marital Status Females 15 Years And Over Never Married,4496,465,46.1,3.8
"Estimate Marital Status Females 15 Years And Over Now Married, Except Separated",3283,350,33.7,4.3
Estimate Marital Status Females 15 Years And Over Separated,96,71,1.0,0.7
Estimate Marital Status Females 15 Years And Over Widowed,770,193,7.9,1.9
Estimate Marital Status Females 15 Years And Over Divorced,1106,384,11.3,3.7
Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months,51,48,51,(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Unmarried Women (Widowed, Divorced, And Never Married)",0,21,0.0,46.1
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Unmarried Women (Widowed, Divorced, And Never Married) Per 1,000 Unmarried Women",0,9,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 15 To 50 Years Old",9,9,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 15 To 19 Years Old",0,24,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 20 To 34 Years Old",5,10,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 35 To 50 Years Old",25,25,(X),(X)
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years,183,104,183,(X)
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Grandparents Responsible For Grandchildren,46,50,25.1,20.8
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren Less Than 1 Year,20,29,10.9,13.8
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 1 Or 2 Years,0,21,0.0,19.5
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 3 Or 4 Years,0,21,0.0,19.5
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 5 Or More Years,26,38,14.2,19.7
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years,46,50,46,(X)
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years Who Are Female,33,36,71.7,27.4
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years Who Are Married,46,50,100.0,48.5
Estimate School Enrollment Population 3 Years And Over Enrolled In School,5214,464,5214,(X)
"Estimate School Enrollment Population 3 Years And Over Enrolled In School Nursery School, Preschool",144,62,2.8,1.2
Estimate School Enrollment Population 3 Years And Over Enrolled In School Kindergarten,229,122,4.4,2.4
Estimate School Enrollment Population 3 Years And Over Enrolled In School Elementary School (Grades 1-8),928,191,17.8,3.6
Estimate School Enrollment Population 3 Years And Over Enrolled In School High School (Grades 9-12),738,187,14.2,3.6
Estimate School Enrollment Population 3 Years And Over Enrolled In School College Or Graduate School,3175,441,60.9,4.8
Estimate Educational Attainment Population 25 Years And Over,12034,483,12034,(X)
Estimate Educational Attainment Population 25 Years And Over Less Than 9Th Grade,198,141,1.6,1.2
"Estimate Educational Attainment Population 25 Years And Over 9Th To 12Th Grade, No Diploma",404,144,3.4,1.2
Estimate Educational Attainment Population 25 Years And Over High School Graduate (Includes Equivalency),2916,447,24.2,3.6
"Estimate Educational Attainment Population 25 Years And Over Some College, No Degree",1718,321,14.3,2.8
Estimate Educational Attainment Population 25 Years And Over Associate'S Degree,1242,255,10.3,2.1
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree,2839,421,23.6,3.3
Estimate Educational Attainment Population 25 Years And Over Graduate Or Professional Degree,2717,420,22.6,3.2
Estimate Educational Attainment Population 25 Years And Over High School Graduate Or Higher,11432,490,95.0,1.7
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree Or Higher,5556,594,46.2,4.2
Estimate Veteran Status Civilian Population 18 Years And Over,15482,258,15482,(X)
Estimate Veteran Status Civilian Population 18 Years And Over Civilian Veterans,1315,240,8.5,1.5
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population,17927,103,17927,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population With A Disability,2199,356,12.3,2.0
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years,2554,259,2554,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years With A Disability,220,128,8.6,4.8
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years,11400,395,11400,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years With A Disability,877,205,7.7,1.8
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over,3973,322,3973,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over With A Disability,1102,248,27.7,5.5
Estimate Residence 1 Year Ago Population 1 Year And Over,17949,95,17949,(X)
Estimate Residence 1 Year Ago Population 1 Year And Over Same House,14627,581,81.5,3.2
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad),3322,573,18.5,3.2
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S.,3057,576,17.0,3.2
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Same County,1325,264,7.4,1.5
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County,1732,487,9.6,2.7
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Same State,1165,477,6.5,2.7
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Different State,567,182,3.2,1.0
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Abroad,265,115,1.5,0.6
Estimate Place Of Birth Total Population,18051,23,18051,(X)
Estimate Place Of Birth Total Population Native,16509,312,91.5,1.7
Estimate Place Of Birth Total Population Native Born In United States,16290,332,90.2,1.8
Estimate Place Of Birth Total Population Native Born In United States State Of Residence,11682,520,64.7,2.9
Estimate Place Of Birth Total Population Native Born In United States Different State,4608,393,25.5,2.2
"Estimate Place Of Birth Total Population Native Born In Puerto Rico, U.S. Island Areas, Or Born Abroad To American Parent(S)",219,98,1.2,0.5
Estimate Place Of Birth Total Population Foreign Born,1542,310,8.5,1.7
Estimate U.S. Citizenship Status Foreign-Born Population,1542,310,1542,(X)
Estimate U.S. Citizenship Status Foreign-Born Population Naturalized U.S. Citizen,921,244,59.7,9.8
Estimate U.S. Citizenship Status Foreign-Born Population Not A U.S. Citizen,621,193,40.3,9.8
Estimate Year Of Entry Population Born Outside The United States,1761,331,1761,(X)
Estimate Year Of Entry Population Born Outside The United States Native,219,98,219,(X)
Estimate Year Of Entry Population Born Outside The United States Native Entered 2010 Or Later,33,34,15.1,13.7
Estimate Year Of Entry Population Born Outside The United States Native Entered Before 2010,186,88,84.9,13.7
Estimate Year Of Entry Population Born Outside The United States Foreign Born,1542,310,1542,(X)
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered 2010 Or Later,549,188,35.6,9.4
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered Before 2010,993,238,64.4,9.4
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea",1542,310,1542,(X)
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Europe",361,111,23.4,7.1
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Asia",825,240,53.5,10.1
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Africa",142,100,9.2,6.0
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Oceania",9,18,0.6,1.2
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Latin America",122,91,7.9,5.6
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Northern America",83,52,5.4,3.4
Estimate Language Spoken At Home Population 5 Years And Over,17422,176,17422,(X)
Estimate Language Spoken At Home Population 5 Years And Over English Only,15704,370,90.1,2.0
Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English,1718,341,9.9,2.0
"Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English Speak English Less Than ""Very Well""",449,159,2.6,0.9
Estimate Language Spoken At Home Population 5 Years And Over Spanish,312,134,1.8,0.8
"Estimate Language Spoken At Home Population 5 Years And Over Spanish Speak English Less Than ""Very Well""",96,91,0.6,0.5
Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages,658,199,3.8,1.1
"Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages Speak English Less Than ""Very Well""",115,69,0.7,0.4
Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages,559,171,3.2,1.0
"Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages Speak English Less Than ""Very Well""",238,97,1.4,0.6
Estimate Language Spoken At Home Population 5 Years And Over Other Languages,189,123,1.1,0.7
"Estimate Language Spoken At Home Population 5 Years And Over Other Languages Speak English Less Than ""Very Well""",0,21,0.0,0.2
Estimate Ancestry Total Population,18051,23,18051,(X)
Estimate Ancestry Total Population American,652,272,3.6,1.5
Estimate Ancestry Total Population Arab,103,90,0.6,0.5
Estimate Ancestry Total Population Czech,129,130,0.7,0.7
Estimate Ancestry Total Population Danish,19,22,0.1,0.1
Estimate Ancestry Total Population Dutch,270,175,1.5,1.0
Estimate Ancestry Total Population English,1876,381,10.4,2.1
Estimate Ancestry Total Population French (Except Basque),2226,446,12.3,2.5
