,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Households By Type Total Households,15153,572,15153,(X)
Estimate Households By Type Total Households Married-Couple Household,8451,371,55.8,3.1
Estimate Households By Type Total Households Married-Couple Household With Children Of The Householder Under 18 Years,3910,277,25.8,2.1
Estimate Households By Type Total Households Cohabiting Couple Household,678,217,4.5,1.5
Estimate Households By Type Total Households Cohabiting Couple Household With Children Of The Householder Under 18 Years,73,55,0.5,0.4
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present",2038,408,13.4,2.4
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present With Children Of The Householder Under 18 Years",146,84,1.0,0.6
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present Householder Living Alone",1689,408,11.1,2.4
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present Householder Living Alone 65 Years And Over",544,240,3.6,1.5
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present",3986,425,26.3,2.2
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present With Children Of The Householder Under 18 Years",533,149,3.5,1.0
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present Householder Living Alone",2714,405,17.9,2.3
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present Householder Living Alone 65 Years And Over",1229,229,8.1,1.5
Estimate Households By Type Total Households Households With One Or More People Under 18 Years,4809,280,31.7,2.3
Estimate Households By Type Total Households Households With One Or More People 65 Years And Over,4562,429,30.1,2.3
Estimate Households By Type Total Households Average Household Size,2.38,0.09,(X),(X)
Estimate Households By Type Total Households Average Family Size,2.95,0.08,(X),(X)
Estimate Relationship Population In Households,35995,175,35995,(X)
Estimate Relationship Population In Households Householder,15153,572,42.1,1.6
Estimate Relationship Population In Households Spouse,8346,341,23.2,0.9
Estimate Relationship Population In Households Unmarried Partner,698,236,1.9,0.7
Estimate Relationship Population In Households Child,10022,444,27.8,1.2
Estimate Relationship Population In Households Other Relatives,1249,333,3.5,0.9
Estimate Relationship Population In Households Other Nonrelatives,527,248,1.5,0.7
Estimate Marital Status Males 15 Years And Over,14198,483,14198,(X)
Estimate Marital Status Males 15 Years And Over Never Married,4006,504,28.2,3.0
"Estimate Marital Status Males 15 Years And Over Now Married, Except Separated",8681,372,61.1,2.7
Estimate Marital Status Males 15 Years And Over Separated,198,109,1.4,0.8
Estimate Marital Status Males 15 Years And Over Widowed,239,191,1.7,1.3
Estimate Marital Status Males 15 Years And Over Divorced,1074,287,7.6,2.0
Estimate Marital Status Females 15 Years And Over,15671,425,15671,(X)
Estimate Marital Status Females 15 Years And Over Never Married,3672,399,23.4,2.2
"Estimate Marital Status Females 15 Years And Over Now Married, Except Separated",8664,351,55.3,2.5
Estimate Marital Status Females 15 Years And Over Separated,277,133,1.8,0.9
Estimate Marital Status Females 15 Years And Over Widowed,1310,328,8.4,2.1
Estimate Marital Status Females 15 Years And Over Divorced,1748,281,11.2,1.7
Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months,294,116,294,(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Unmarried Women (Widowed, Divorced, And Never Married)",8,11,2.7,3.8
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Unmarried Women (Widowed, Divorced, And Never Married) Per 1,000 Unmarried Women",2,3,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 15 To 50 Years Old",38,15,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 15 To 19 Years Old",0,42,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 20 To 34 Years Old",62,31,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 35 To 50 Years Old",28,19,(X),(X)
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years,544,239,544,(X)
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Grandparents Responsible For Grandchildren,90,69,16.5,12.1
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren Less Than 1 Year,24,38,4.4,7.1
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 1 Or 2 Years,0,28,0.0,7.1
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 3 Or 4 Years,17,28,3.1,5.1
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 5 Or More Years,49,50,9.0,8.8
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years,90,69,90,(X)
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years Who Are Female,21,24,23.3,19.1
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years Who Are Married,73,65,81.1,31.9
