,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Households By Type Total Households,1159,146,1159,(X)
Estimate Households By Type Total Households Married-Couple Household,649,112,56.0,8.2
Estimate Households By Type Total Households Married-Couple Household With Children Of The Householder Under 18 Years,289,84,24.9,7.0
Estimate Households By Type Total Households Cohabiting Couple Household,87,70,7.5,6.0
Estimate Households By Type Total Households Cohabiting Couple Household With Children Of The Householder Under 18 Years,17,18,1.5,1.6
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present",244,120,21.1,9.1
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present With Children Of The Householder Under 18 Years",22,33,1.9,2.8
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present Householder Living Alone",213,112,18.4,8.7
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present Householder Living Alone 65 Years And Over",25,40,2.2,3.5
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present",179,66,15.4,5.8
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present With Children Of The Householder Under 18 Years",41,40,3.5,3.5
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present Householder Living Alone",107,45,9.2,3.9
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present Householder Living Alone 65 Years And Over",43,26,3.7,2.3
Estimate Households By Type Total Households Households With One Or More People Under 18 Years,374,96,32.3,8.0
Estimate Households By Type Total Households Households With One Or More People 65 Years And Over,333,76,28.7,6.9
Estimate Households By Type Total Households Average Household Size,2.51,0.23,(X),(X)
Estimate Households By Type Total Households Average Family Size,3.14,0.28,(X),(X)
Estimate Relationship Population In Households,2907,385,2907,(X)
Estimate Relationship Population In Households Householder,1159,146,39.9,3.8
Estimate Relationship Population In Households Spouse,632,103,21.7,2.7
Estimate Relationship Population In Households Unmarried Partner,87,69,3.0,2.4
Estimate Relationship Population In Households Child,922,221,31.7,4.8
Estimate Relationship Population In Households Other Relatives,76,47,2.6,1.5
Estimate Relationship Population In Households Other Nonrelatives,31,30,1.1,1.0
Estimate Marital Status Males 15 Years And Over,1229,186,1229,(X)
Estimate Marital Status Males 15 Years And Over Never Married,398,125,32.4,8.2
"Estimate Marital Status Males 15 Years And Over Now Married, Except Separated",655,112,53.3,7.5
Estimate Marital Status Males 15 Years And Over Separated,10,15,0.8,1.3
Estimate Marital Status Males 15 Years And Over Widowed,49,54,4.0,4.3
Estimate Marital Status Males 15 Years And Over Divorced,117,76,9.5,5.8
Estimate Marital Status Females 15 Years And Over,1237,187,1237,(X)
Estimate Marital Status Females 15 Years And Over Never Married,441,143,35.7,7.8
"Estimate Marital Status Females 15 Years And Over Now Married, Except Separated",626,103,50.6,7.5
Estimate Marital Status Females 15 Years And Over Separated,0,13,0.0,3.2
Estimate Marital Status Females 15 Years And Over Widowed,86,44,7.0,3.7
Estimate Marital Status Females 15 Years And Over Divorced,84,51,6.8,4.0
Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months,16,19,16,(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Unmarried Women (Widowed, Divorced, And Never Married)",0,13,0.0,82.3
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Unmarried Women (Widowed, Divorced, And Never Married) Per 1,000 Unmarried Women",0,89,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 15 To 50 Years Old",22,26,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 15 To 19 Years Old",0,187,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 20 To 34 Years Old",67,79,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 35 To 50 Years Old",0,125,(X),(X)
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years,75,59,75,(X)
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Grandparents Responsible For Grandchildren,30,46,40.0,45.9
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren Less Than 1 Year,0,13,0.0,38.0
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 1 Or 2 Years,0,13,0.0,38.0
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 3 Or 4 Years,30,46,40.0,45.9
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 5 Or More Years,0,13,0.0,38.0
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years,30,46,30,(X)
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years Who Are Female,15,23,50.0,4.4
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years Who Are Married,30,46,100.0,60.1
Estimate School Enrollment Population 3 Years And Over Enrolled In School,761,175,761,(X)
"Estimate School Enrollment Population 3 Years And Over Enrolled In School Nursery School, Preschool",18,22,2.4,2.9
Estimate School Enrollment Population 3 Years And Over Enrolled In School Kindergarten,46,34,6.0,4.4
Estimate School Enrollment Population 3 Years And Over Enrolled In School Elementary School (Grades 1-8),192,83,25.2,9.8
Estimate School Enrollment Population 3 Years And Over Enrolled In School High School (Grades 9-12),268,102,35.2,8.8
Estimate School Enrollment Population 3 Years And Over Enrolled In School College Or Graduate School,237,83,31.1,9.0
Estimate Educational Attainment Population 25 Years And Over,2013,245,2013,(X)
Estimate Educational Attainment Population 25 Years And Over Less Than 9Th Grade,9,14,0.4,0.7
"Estimate Educational Attainment Population 25 Years And Over 9Th To 12Th Grade, No Diploma",30,41,1.5,2.0
Estimate Educational Attainment Population 25 Years And Over High School Graduate (Includes Equivalency),251,92,12.5,4.5
"Estimate Educational Attainment Population 25 Years And Over Some College, No Degree",401,124,19.9,5.6
Estimate Educational Attainment Population 25 Years And Over Associate'S Degree,263,92,13.1,4.4
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree,621,152,30.8,6.2
Estimate Educational Attainment Population 25 Years And Over Graduate Or Professional Degree,438,110,21.8,4.8
Estimate Educational Attainment Population 25 Years And Over High School Graduate Or Higher,1974,237,98.1,2.1
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree Or Higher,1059,194,52.6,6.7
Estimate Veteran Status Civilian Population 18 Years And Over,2313,290,2313,(X)
Estimate Veteran Status Civilian Population 18 Years And Over Civilian Veterans,153,86,6.6,3.6
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population,2907,385,2907,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population With A Disability,196,93,6.7,3.2
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years,594,160,594,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years With A Disability,35,32,5.9,5.3
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years,1820,297,1820,(X)
