,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Households By Type Total Households,10759,514,10759,(X)
Estimate Households By Type Total Households Married-Couple Household,4196,373,39.0,3.3
Estimate Households By Type Total Households Married-Couple Household With Children Of The Householder Under 18 Years,1701,291,15.8,2.7
Estimate Households By Type Total Households Cohabiting Couple Household,1015,246,9.4,2.2
Estimate Households By Type Total Households Cohabiting Couple Household With Children Of The Householder Under 18 Years,334,140,3.1,1.3
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present",1985,343,18.4,2.9
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present With Children Of The Householder Under 18 Years",53,57,0.5,0.5
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present Householder Living Alone",1389,275,12.9,2.3
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present Householder Living Alone 65 Years And Over",444,168,4.1,1.5
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present",3563,345,33.1,2.9
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present With Children Of The Householder Under 18 Years",989,200,9.2,1.9
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present Householder Living Alone",1902,287,17.7,2.6
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present Householder Living Alone 65 Years And Over",983,207,9.1,1.9
Estimate Households By Type Total Households Households With One Or More People Under 18 Years,3494,355,32.5,3.3
Estimate Households By Type Total Households Households With One Or More People 65 Years And Over,3008,377,28.0,3.1
Estimate Households By Type Total Households Average Household Size,2.48,0.10,(X),(X)
Estimate Households By Type Total Households Average Family Size,3.11,0.12,(X),(X)
Estimate Relationship Population In Households,26729,1250,26729,(X)
Estimate Relationship Population In Households Householder,10759,514,40.3,1.7
Estimate Relationship Population In Households Spouse,4219,404,15.8,1.3
Estimate Relationship Population In Households Unmarried Partner,1095,260,4.1,0.9
Estimate Relationship Population In Households Child,8441,765,31.6,2.1
Estimate Relationship Population In Households Other Relatives,1642,439,6.1,1.6
Estimate Relationship Population In Households Other Nonrelatives,573,236,2.1,0.9
Estimate Marital Status Males 15 Years And Over,10763,639,10763,(X)
Estimate Marital Status Males 15 Years And Over Never Married,4208,553,39.1,4.2
"Estimate Marital Status Males 15 Years And Over Now Married, Except Separated",4723,406,43.9,3.6
Estimate Marital Status Males 15 Years And Over Separated,326,169,3.0,1.5
Estimate Marital Status Males 15 Years And Over Widowed,386,177,3.6,1.6
Estimate Marital Status Males 15 Years And Over Divorced,1120,255,10.4,2.2
Estimate Marital Status Females 15 Years And Over,11479,634,11479,(X)
Estimate Marital Status Females 15 Years And Over Never Married,4072,490,35.5,3.3
"Estimate Marital Status Females 15 Years And Over Now Married, Except Separated",4550,381,39.6,3.0
Estimate Marital Status Females 15 Years And Over Separated,362,172,3.2,1.5
Estimate Marital Status Females 15 Years And Over Widowed,1093,214,9.5,1.8
Estimate Marital Status Females 15 Years And Over Divorced,1402,263,12.2,2.2
Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months,405,176,405,(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Unmarried Women (Widowed, Divorced, And Never Married)",145,85,35.8,19.9
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Unmarried Women (Widowed, Divorced, And Never Married) Per 1,000 Unmarried Women",36,20,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 15 To 50 Years Old",62,27,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 15 To 19 Years Old",4,11,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 20 To 34 Years Old",80,34,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 35 To 50 Years Old",58,47,(X),(X)
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years,612,283,612,(X)
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Grandparents Responsible For Grandchildren,200,150,32.7,19.3
