,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Households By Type Total Households,1558,229,1558,(X)
Estimate Households By Type Total Households Married-Couple Household,757,184,48.6,9.1
Estimate Households By Type Total Households Married-Couple Household With Children Of The Householder Under 18 Years,189,147,12.1,8.9
Estimate Households By Type Total Households Cohabiting Couple Household,23,25,1.5,1.6
Estimate Households By Type Total Households Cohabiting Couple Household With Children Of The Householder Under 18 Years,0,13,0.0,2.5
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present",213,91,13.7,5.7
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present With Children Of The Householder Under 18 Years",17,28,1.1,1.8
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present Householder Living Alone",171,91,11.0,5.6
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present Householder Living Alone 65 Years And Over",107,66,6.9,4.2
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present",565,167,36.3,9.2
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present With Children Of The Householder Under 18 Years",49,54,3.1,3.5
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present Householder Living Alone",372,152,23.9,8.4
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present Householder Living Alone 65 Years And Over",244,115,15.7,6.8
Estimate Households By Type Total Households Households With One Or More People Under 18 Years,269,149,17.3,9.0
Estimate Households By Type Total Households Households With One Or More People 65 Years And Over,780,146,50.1,8.2
Estimate Households By Type Total Households Average Household Size,2.49,0.35,(X),(X)
Estimate Households By Type Total Households Average Family Size,2.85,0.31,(X),(X)
Estimate Relationship Population In Households,3884,523,3884,(X)
Estimate Relationship Population In Households Householder,1558,229,40.1,5.8
Estimate Relationship Population In Households Spouse,759,187,19.5,4.6
Estimate Relationship Population In Households Unmarried Partner,23,25,0.6,0.6
Estimate Relationship Population In Households Child,879,293,22.6,6.1
Estimate Relationship Population In Households Other Relatives,61,55,1.6,1.4
Estimate Relationship Population In Households Other Nonrelatives,604,395,15.6,9.5
Estimate Marital Status Males 15 Years And Over,1493,250,1493,(X)
Estimate Marital Status Males 15 Years And Over Never Married,633,265,42.4,13.9
"Estimate Marital Status Males 15 Years And Over Now Married, Except Separated",776,196,52.0,12.5
Estimate Marital Status Males 15 Years And Over Separated,0,13,0.0,2.6
Estimate Marital Status Males 15 Years And Over Widowed,35,32,2.3,2.1
Estimate Marital Status Males 15 Years And Over Divorced,49,45,3.3,3.2
Estimate Marital Status Females 15 Years And Over,1944,323,1944,(X)
Estimate Marital Status Females 15 Years And Over Never Married,661,280,34.0,11.1
"Estimate Marital Status Females 15 Years And Over Now Married, Except Separated",820,200,42.2,10.8
Estimate Marital Status Females 15 Years And Over Separated,0,13,0.0,2.0
Estimate Marital Status Females 15 Years And Over Widowed,159,84,8.2,4.1
Estimate Marital Status Females 15 Years And Over Divorced,304,130,15.6,6.4
Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months,0,13,0,(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Unmarried Women (Widowed, Divorced, And Never Married)",0,13,-666666666.0,-222222222.0
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Unmarried Women (Widowed, Divorced, And Never Married) Per 1,000 Unmarried Women",0,88,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 15 To 50 Years Old",0,59,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 15 To 19 Years Old",0,408,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 20 To 34 Years Old",0,160,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 35 To 50 Years Old",0,103,(X),(X)
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years,31,42,31,(X)
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Grandparents Responsible For Grandchildren,27,42,87.1,31.7
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren Less Than 1 Year,0,13,0.0,59.1
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 1 Or 2 Years,0,13,0.0,59.1
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 3 Or 4 Years,0,13,0.0,59.1
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 5 Or More Years,27,42,87.1,31.7
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years,27,42,27,(X)
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years Who Are Female,13,20,48.1,6.0
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years Who Are Married,27,42,100.0,63.3
Estimate School Enrollment Population 3 Years And Over Enrolled In School,655,267,655,(X)
"Estimate School Enrollment Population 3 Years And Over Enrolled In School Nursery School, Preschool",68,60,10.4,10.5
Estimate School Enrollment Population 3 Years And Over Enrolled In School Kindergarten,14,21,2.1,3.4
Estimate School Enrollment Population 3 Years And Over Enrolled In School Elementary School (Grades 1-8),322,235,49.2,24.4
Estimate School Enrollment Population 3 Years And Over Enrolled In School High School (Grades 9-12),115,119,17.6,17.1
Estimate School Enrollment Population 3 Years And Over Enrolled In School College Or Graduate School,136,92,20.8,14.1
Estimate Educational Attainment Population 25 Years And Over,2966,424,2966,(X)
Estimate Educational Attainment Population 25 Years And Over Less Than 9Th Grade,50,58,1.7,2.0
"Estimate Educational Attainment Population 25 Years And Over 9Th To 12Th Grade, No Diploma",113,77,3.8,2.5
Estimate Educational Attainment Population 25 Years And Over High School Graduate (Includes Equivalency),576,266,19.4,7.6
"Estimate Educational Attainment Population 25 Years And Over Some College, No Degree",580,180,19.6,5.4
Estimate Educational Attainment Population 25 Years And Over Associate'S Degree,194,106,6.5,3.5
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree,625,193,21.1,6.2
Estimate Educational Attainment Population 25 Years And Over Graduate Or Professional Degree,828,224,27.9,7.4
Estimate Educational Attainment Population 25 Years And Over High School Graduate Or Higher,2803,411,94.5,3.0
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree Or Higher,1453,277,49.0,8.7
Estimate Veteran Status Civilian Population 18 Years And Over,3394,471,3394,(X)
Estimate Veteran Status Civilian Population 18 Years And Over Civilian Veterans,180,106,5.3,3.1
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population,3907,522,3907,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population With A Disability,293,117,7.5,2.9
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years,513,247,513,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years With A Disability,7,20,1.4,4.3
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years,2267,463,2267,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years With A Disability,112,83,4.9,3.7
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over,1127,225,1127,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over With A Disability,174,69,15.4,5.7
Estimate Residence 1 Year Ago Population 1 Year And Over,3878,537,3878,(X)
Estimate Residence 1 Year Ago Population 1 Year And Over Same House,3419,547,88.2,9.4
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad),459,380,11.8,9.4
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S.,459,380,11.8,9.4
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Same County,97,78,2.5,2.0
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County,362,350,9.3,8.7
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Same State,39,34,1.0,0.9
