,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Households By Type Total Households,16067,519,16067,(X)
Estimate Households By Type Total Households Married-Couple Household,6716,383,41.8,2.7
Estimate Households By Type Total Households Married-Couple Household With Children Of The Householder Under 18 Years,2664,366,16.6,2.5
Estimate Households By Type Total Households Cohabiting Couple Household,1244,223,7.7,1.3
Estimate Households By Type Total Households Cohabiting Couple Household With Children Of The Householder Under 18 Years,89,76,0.6,0.5
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present",2842,336,17.7,2.1
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present With Children Of The Householder Under 18 Years",28,26,0.2,0.2
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present Householder Living Alone",1907,270,11.9,1.6
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present Householder Living Alone 65 Years And Over",885,192,5.5,1.2
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present",5265,616,32.8,3.3
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present With Children Of The Householder Under 18 Years",480,155,3.0,1.0
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present Householder Living Alone",3371,555,21.0,3.0
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present Householder Living Alone 65 Years And Over",1472,374,9.2,2.2
Estimate Households By Type Total Households Households With One Or More People Under 18 Years,3540,366,22.0,2.6
Estimate Households By Type Total Households Households With One Or More People 65 Years And Over,4851,458,30.2,2.5
Estimate Households By Type Total Households Average Household Size,2.17,0.07,(X),(X)
Estimate Households By Type Total Households Average Family Size,2.80,0.09,(X),(X)
Estimate Relationship Population In Households,34928,131,34928,(X)
Estimate Relationship Population In Households Householder,16067,519,46.0,1.5
Estimate Relationship Population In Households Spouse,6672,371,19.1,1.0
Estimate Relationship Population In Households Unmarried Partner,1253,225,3.6,0.6
Estimate Relationship Population In Households Child,7443,550,21.3,1.6
Estimate Relationship Population In Households Other Relatives,1622,375,4.6,1.1
Estimate Relationship Population In Households Other Nonrelatives,1871,431,5.4,1.2
Estimate Marital Status Males 15 Years And Over,14460,618,14460,(X)
Estimate Marital Status Males 15 Years And Over Never Married,5584,552,38.6,2.9
"Estimate Marital Status Males 15 Years And Over Now Married, Except Separated",7329,358,50.7,2.6
Estimate Marital Status Males 15 Years And Over Separated,194,100,1.3,0.7
Estimate Marital Status Males 15 Years And Over Widowed,364,137,2.5,0.9
Estimate Marital Status Males 15 Years And Over Divorced,989,221,6.8,1.5
Estimate Marital Status Females 15 Years And Over,16500,721,16500,(X)
Estimate Marital Status Females 15 Years And Over Never Married,6090,670,36.9,3.3
"Estimate Marital Status Females 15 Years And Over Now Married, Except Separated",7763,518,47.0,3.1
Estimate Marital Status Females 15 Years And Over Separated,161,86,1.0,0.5
Estimate Marital Status Females 15 Years And Over Widowed,1078,308,6.5,1.8
Estimate Marital Status Females 15 Years And Over Divorced,1408,341,8.5,2.0
Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months,493,163,493,(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Unmarried Women (Widowed, Divorced, And Never Married)",72,68,14.6,13.9
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Unmarried Women (Widowed, Divorced, And Never Married) Per 1,000 Unmarried Women",14,14,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 15 To 50 Years Old",52,17,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 15 To 19 Years Old",0,66,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 20 To 34 Years Old",63,30,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 35 To 50 Years Old",47,18,(X),(X)
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years,382,179,382,(X)
