Label,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Sex And Age Total Population,527,199,527,(X)
Estimate Sex And Age Total Population Male,296,153,56.2,18.4
Estimate Sex And Age Total Population Female,231,124,43.8,18.4
Estimate Sex And Age Total Population Sex Ratio (Males Per 100 Females),128.1,106.5,(X),(X)
Estimate Sex And Age Total Population Under 5 Years,23,37,4.4,6.7
Estimate Sex And Age Total Population 5 To 9 Years,0,13,0.0,7.3
Estimate Sex And Age Total Population 10 To 14 Years,0,13,0.0,7.3
Estimate Sex And Age Total Population 15 To 19 Years,0,13,0.0,7.3
Estimate Sex And Age Total Population 20 To 24 Years,0,13,0.0,7.3
Estimate Sex And Age Total Population 25 To 34 Years,20,32,3.8,6.2
Estimate Sex And Age Total Population 35 To 44 Years,0,13,0.0,7.3
Estimate Sex And Age Total Population 45 To 54 Years,132,110,25.0,17.1
Estimate Sex And Age Total Population 55 To 59 Years,82,81,15.6,13.6
Estimate Sex And Age Total Population 60 To 64 Years,10,16,1.9,3.2
Estimate Sex And Age Total Population 65 To 74 Years,116,110,22.0,19.9
Estimate Sex And Age Total Population 75 To 84 Years,100,100,19.0,18.9
Estimate Sex And Age Total Population 85 Years And Over,44,50,8.3,9.1
Estimate Sex And Age Total Population Median Age (Years),62.7,15.3,(X),(X)
Estimate Sex And Age Total Population Under 18 Years,23,37,4.4,6.7
Estimate Sex And Age Total Population 16 Years And Over,504,190,95.6,6.7
Estimate Sex And Age Total Population 18 Years And Over,504,190,95.6,6.7
Estimate Sex And Age Total Population 21 Years And Over,504,190,95.6,6.7
Estimate Sex And Age Total Population 62 Years And Over,270,116,51.2,16.9
Estimate Sex And Age Total Population 65 Years And Over,260,119,49.3,17.3
Estimate Sex And Age Total Population 18 Years And Over,504,190,504,(X)
Estimate Sex And Age Total Population 18 Years And Over Male,273,139,54.2,18.3
Estimate Sex And Age Total Population 18 Years And Over Female,231,124,45.8,18.3
Estimate Sex And Age Total Population 18 Years And Over Sex Ratio (Males Per 100 Females),118.2,97.2,(X),(X)
Estimate Sex And Age Total Population 65 Years And Over,260,119,260,(X)
Estimate Sex And Age Total Population 65 Years And Over Male,140,89,53.8,22.0
Estimate Sex And Age Total Population 65 Years And Over Female,120,75,46.2,22.0
Estimate Sex And Age Total Population 65 Years And Over Sex Ratio (Males Per 100 Females),116.7,115.5,(X),(X)
Estimate Race Total Population,527,199,527,(X)
Estimate Race Total Population One Race,506,200,96.0,6.8
Estimate Race Total Population Two Or More Races,21,35,4.0,6.8
Estimate Race Total Population One Race,506,200,96.0,6.8
Estimate Race Total Population One Race White,506,200,96.0,6.8
Estimate Race Total Population One Race Black Or African American,0,13,0.0,7.3
Estimate Race Total Population One Race American Indian And Alaska Native,0,13,0.0,7.3
Estimate Race Total Population One Race American Indian And Alaska Native Cherokee Tribal Grouping,0,13,0.0,7.3
Estimate Race Total Population One Race American Indian And Alaska Native Chippewa Tribal Grouping,0,13,0.0,7.3
Estimate Race Total Population One Race American Indian And Alaska Native Navajo Tribal Grouping,0,13,0.0,7.3
Estimate Race Total Population One Race American Indian And Alaska Native Sioux Tribal Grouping,0,13,0.0,7.3
Estimate Race Total Population One Race Asian,0,13,0.0,7.3
Estimate Race Total Population One Race Asian Asian Indian,0,13,0.0,7.3
Estimate Race Total Population One Race Asian Chinese,0,13,0.0,7.3
Estimate Race Total Population One Race Asian Filipino,0,13,0.0,7.3
Estimate Race Total Population One Race Asian Japanese,0,13,0.0,7.3
Estimate Race Total Population One Race Asian Korean,0,13,0.0,7.3
Estimate Race Total Population One Race Asian Vietnamese,0,13,0.0,7.3
Estimate Race Total Population One Race Asian Other Asian,0,13,0.0,7.3
Estimate Race Total Population One Race Native Hawaiian And Other Pacific Islander,0,13,0.0,7.3
Estimate Race Total Population One Race Native Hawaiian And Other Pacific Islander Native Hawaiian,0,13,0.0,7.3
Estimate Race Total Population One Race Native Hawaiian And Other Pacific Islander Chamorro,0,13,0.0,7.3
Estimate Race Total Population One Race Native Hawaiian And Other Pacific Islander Samoan,0,13,0.0,7.3
Estimate Race Total Population One Race Native Hawaiian And Other Pacific Islander Other Pacific Islander,0,13,0.0,7.3
Estimate Race Total Population One Race Some Other Race,0,13,0.0,7.3
Estimate Race Total Population Two Or More Races,21,35,4.0,6.8
Estimate Race Total Population Two Or More Races White And Black Or African American,0,13,0.0,7.3
Estimate Race Total Population Two Or More Races White And American Indian And Alaska Native,0,13,0.0,7.3
