Label,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Employment Status Population 16 Years And Over,30460,2219,30460,(X)
Estimate Employment Status Population 16 Years And Over In Labor Force,19821,1887,65.1,3.3
Estimate Employment Status Population 16 Years And Over In Labor Force Civilian Labor Force,19780,1877,64.9,3.3
Estimate Employment Status Population 16 Years And Over In Labor Force Civilian Labor Force Employed,18454,1794,60.6,3.4
Estimate Employment Status Population 16 Years And Over In Labor Force Civilian Labor Force Unemployed,1326,468,4.4,1.5
Estimate Employment Status Population 16 Years And Over In Labor Force Armed Forces,41,95,0.1,0.3
Estimate Employment Status Population 16 Years And Over Not In Labor Force,10639,1184,34.9,3.3
Estimate Employment Status Civilian Labor Force,19780,1877,19780,(X)
Estimate Employment Status Civilian Labor Force Unemployment Rate,(X),(X),6.7,2.3
Estimate Employment Status Females 16 Years And Over,15374,1293,15374,(X)
Estimate Employment Status Females 16 Years And Over In Labor Force,8203,1052,53.4,5.1
Estimate Employment Status Females 16 Years And Over In Labor Force Civilian Labor Force,8203,1052,53.4,5.1
Estimate Employment Status Females 16 Years And Over In Labor Force Civilian Labor Force Employed,7591,1026,49.4,5.4
Estimate Employment Status Own Children Of The Householder Under 6 Years,2691,1183,2691,(X)
Estimate Employment Status Own Children Of The Householder Under 6 Years All Parents In Family In Labor Force,1680,1051,62.4,22.1
Estimate Employment Status Own Children Of The Householder 6 To 17 Years,9926,1592,9926,(X)
Estimate Employment Status Own Children Of The Householder 6 To 17 Years All Parents In Family In Labor Force,6188,1461,62.3,9.4
Estimate Commuting To Work Workers 16 Years And Over,18247,1799,18247,(X)
"Estimate Commuting To Work Workers 16 Years And Over Car, Truck, Or Van -- Drove Alone",13920,1731,76.3,5.4
"Estimate Commuting To Work Workers 16 Years And Over Car, Truck, Or Van -- Carpooled",723,325,4.0,1.8
Estimate Commuting To Work Workers 16 Years And Over Public Transportation (Excluding Taxicab),177,159,1.0,0.9
Estimate Commuting To Work Workers 16 Years And Over Walked,215,211,1.2,1.2
Estimate Commuting To Work Workers 16 Years And Over Other Means,286,259,1.6,1.4
Estimate Commuting To Work Workers 16 Years And Over Worked From Home,2926,829,16.0,4.2
Estimate Commuting To Work Workers 16 Years And Over Mean Travel Time To Work (Minutes),30.1,2.6,(X),(X)
Estimate Occupation Civilian Employed Population 16 Years And Over,18454,1794,18454,(X)
"Estimate Occupation Civilian Employed Population 16 Years And Over Management, Business, Science, And Arts Occupations",12527,1290,67.9,4.0
Estimate Occupation Civilian Employed Population 16 Years And Over Service Occupations,1654,499,9.0,2.4
Estimate Occupation Civilian Employed Population 16 Years And Over Sales And Office Occupations,3140,681,17.0,3.2
"Estimate Occupation Civilian Employed Population 16 Years And Over Natural Resources, Construction, And Maintenance Occupations",441,277,2.4,1.5
"Estimate Occupation Civilian Employed Population 16 Years And Over Production, Transportation, And Material Moving Occupations",692,317,3.7,1.7
Estimate Industry Civilian Employed Population 16 Years And Over,18454,1794,18454,(X)
"Estimate Industry Civilian Employed Population 16 Years And Over Agriculture, Forestry, Fishing And Hunting, And Mining",1286,527,7.0,2.8
Estimate Industry Civilian Employed Population 16 Years And Over Construction,503,298,2.7,1.6
Estimate Industry Civilian Employed Population 16 Years And Over Manufacturing,1838,533,10.0,3.0
Estimate Industry Civilian Employed Population 16 Years And Over Wholesale Trade,1155,474,6.3,2.5
Estimate Industry Civilian Employed Population 16 Years And Over Retail Trade,1125,468,6.1,2.4
"Estimate Industry Civilian Employed Population 16 Years And Over Transportation And Warehousing, And Utilities",1196,603,6.5,3.1
Estimate Industry Civilian Employed Population 16 Years And Over Information,294,140,1.6,0.7
"Estimate Industry Civilian Employed Population 16 Years And Over Finance And Insurance, And Real Estate And Rental And Leasing",1477,464,8.0,2.5
"Estimate Industry Civilian Employed Population 16 Years And Over Professional, Scientific, And Management, And Administrative And Waste Management Services",2849,665,15.4,3.6
"Estimate Industry Civilian Employed Population 16 Years And Over Educational Services, And Health Care And Social Assistance",4234,755,22.9,3.6
"Estimate Industry Civilian Employed Population 16 Years And Over Arts, Entertainment, And Recreation, And Accommodation And Food Services",1625,466,8.8,2.3
"Estimate Industry Civilian Employed Population 16 Years And Over Other Services, Except Public Administration",681,412,3.7,2.1
Estimate Industry Civilian Employed Population 16 Years And Over Public Administration,191,179,1.0,1.0
Estimate Class Of Worker Civilian Employed Population 16 Years And Over,18454,1794,18454,(X)
Estimate Class Of Worker Civilian Employed Population 16 Years And Over Private Wage And Salary Workers,15364,1617,83.3,3.1
Estimate Class Of Worker Civilian Employed Population 16 Years And Over Government Workers,1991,536,10.8,2.6
Estimate Class Of Worker Civilian Employed Population 16 Years And Over Self-Employed In Own Not Incorporated Business Workers,1059,327,5.7,1.8
Estimate Class Of Worker Civilian Employed Population 16 Years And Over Unpaid Family Workers,40,68,0.2,0.4
Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households,13149,885,13149,(X)
"Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households Less Than $10,000",458,249,3.5,1.9
"Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households $10,000 To $14,999",43,66,0.3,0.5
"Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households $15,000 To $24,999",300,209,2.3,1.6
"Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households $25,000 To $34,999",376,182,2.9,1.4
"Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households $35,000 To $49,999",362,232,2.8,1.8
"Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households $50,000 To $74,999",1318,423,10.0,3.1
"Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households $75,000 To $99,999",1152,373,8.8,2.7
"Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households $100,000 To $149,999",2574,691,19.6,5.1
"Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households $150,000 To $199,999",1840,599,14.0,4.5
"Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households $200,000 Or More",4726,798,35.9,5.3
Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households Median Household Income (Dollars),149849,23497,(X),(X)
Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households Mean Household Income (Dollars),214499,23672,(X),(X)
Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households With Earnings,11576,932,88.0,2.7
Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households With Earnings Mean Earnings (Dollars),219882,25457,(X),(X)
Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households With Social Security,2598,604,19.8,4.2
Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households With Social Security Mean Social Security Income (Dollars),26026,2785,(X),(X)
Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households With Retirement Income,2114,470,16.1,3.3
Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households With Retirement Income Mean Retirement Income (Dollars),33652,6804,(X),(X)
Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households With Supplemental Security Income,195,173,1.5,1.3
Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households With Supplemental Security Income Mean Supplemental Security Income (Dollars),4225,2335,(X),(X)
Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households With Cash Public Assistance Income,41,68,0.3,0.5
