Label,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Employment Status Population 16 Years And Over,634,107,634,(X)
Estimate Employment Status Population 16 Years And Over In Labor Force,441,93,69.6,7.8
Estimate Employment Status Population 16 Years And Over In Labor Force Civilian Labor Force,441,93,69.6,7.8
Estimate Employment Status Population 16 Years And Over In Labor Force Civilian Labor Force Employed,418,81,65.9,7.3
Estimate Employment Status Population 16 Years And Over In Labor Force Civilian Labor Force Unemployed,23,24,3.6,3.5
Estimate Employment Status Population 16 Years And Over In Labor Force Armed Forces,0,14,0.0,7.2
Estimate Employment Status Population 16 Years And Over Not In Labor Force,193,57,30.4,7.8
Estimate Employment Status Civilian Labor Force,441,93,441,(X)
Estimate Employment Status Civilian Labor Force Unemployment Rate,(X),(X),5.2,4.9
Estimate Employment Status Females 16 Years And Over,300,54,300,(X)
Estimate Employment Status Females 16 Years And Over In Labor Force,197,47,65.7,9.4
Estimate Employment Status Females 16 Years And Over In Labor Force Civilian Labor Force,197,47,65.7,9.4
Estimate Employment Status Females 16 Years And Over In Labor Force Civilian Labor Force Employed,183,42,61.0,9.0
Estimate Employment Status Own Children Of The Householder Under 6 Years,75,40,75,(X)
Estimate Employment Status Own Children Of The Householder Under 6 Years All Parents In Family In Labor Force,49,36,65.3,29.5
Estimate Employment Status Own Children Of The Householder 6 To 17 Years,164,65,164,(X)
Estimate Employment Status Own Children Of The Householder 6 To 17 Years All Parents In Family In Labor Force,160,63,97.6,3.7
Estimate Commuting To Work Workers 16 Years And Over,414,82,414,(X)
"Estimate Commuting To Work Workers 16 Years And Over Car, Truck, Or Van -- Drove Alone",301,64,72.7,10.4
"Estimate Commuting To Work Workers 16 Years And Over Car, Truck, Or Van -- Carpooled",63,39,15.2,8.7
Estimate Commuting To Work Workers 16 Years And Over Public Transportation (Excluding Taxicab),7,11,1.7,2.5
Estimate Commuting To Work Workers 16 Years And Over Walked,14,20,3.4,4.7
Estimate Commuting To Work Workers 16 Years And Over Other Means,0,14,0.0,10.8
Estimate Commuting To Work Workers 16 Years And Over Worked From Home,29,21,7.0,4.7
Estimate Commuting To Work Workers 16 Years And Over Mean Travel Time To Work (Minutes),16.9,4.8,(X),(X)
Estimate Occupation Civilian Employed Population 16 Years And Over,418,81,418,(X)
"Estimate Occupation Civilian Employed Population 16 Years And Over Management, Business, Science, And Arts Occupations",121,45,28.9,8.6
Estimate Occupation Civilian Employed Population 16 Years And Over Service Occupations,71,35,17.0,8.7
Estimate Occupation Civilian Employed Population 16 Years And Over Sales And Office Occupations,35,24,8.4,5.3
"Estimate Occupation Civilian Employed Population 16 Years And Over Natural Resources, Construction, And Maintenance Occupations",127,42,30.4,9.1
"Estimate Occupation Civilian Employed Population 16 Years And Over Production, Transportation, And Material Moving Occupations",64,37,15.3,7.6
Estimate Industry Civilian Employed Population 16 Years And Over,418,81,418,(X)
"Estimate Industry Civilian Employed Population 16 Years And Over Agriculture, Forestry, Fishing And Hunting, And Mining",51,35,12.2,7.3
Estimate Industry Civilian Employed Population 16 Years And Over Construction,66,34,15.8,8.6
Estimate Industry Civilian Employed Population 16 Years And Over Manufacturing,32,26,7.7,5.6
Estimate Industry Civilian Employed Population 16 Years And Over Wholesale Trade,0,14,0.0,10.7
Estimate Industry Civilian Employed Population 16 Years And Over Retail Trade,53,39,12.7,8.7
"Estimate Industry Civilian Employed Population 16 Years And Over Transportation And Warehousing, And Utilities",35,23,8.4,5.1
Estimate Industry Civilian Employed Population 16 Years And Over Information,0,14,0.0,10.7
"Estimate Industry Civilian Employed Population 16 Years And Over Finance And Insurance, And Real Estate And Rental And Leasing",0,14,0.0,10.7
"Estimate Industry Civilian Employed Population 16 Years And Over Professional, Scientific, And Management, And Administrative And Waste Management Services",23,24,5.5,5.7
"Estimate Industry Civilian Employed Population 16 Years And Over Educational Services, And Health Care And Social Assistance",101,42,24.2,9.0
"Estimate Industry Civilian Employed Population 16 Years And Over Arts, Entertainment, And Recreation, And Accommodation And Food Services",53,30,12.7,6.8
"Estimate Industry Civilian Employed Population 16 Years And Over Other Services, Except Public Administration",4,9,1.0,2.1
Estimate Industry Civilian Employed Population 16 Years And Over Public Administration,0,14,0.0,10.7
Estimate Class Of Worker Civilian Employed Population 16 Years And Over,418,81,418,(X)
Estimate Class Of Worker Civilian Employed Population 16 Years And Over Private Wage And Salary Workers,304,69,72.7,9.5
Estimate Class Of Worker Civilian Employed Population 16 Years And Over Government Workers,71,37,17.0,7.7
Estimate Class Of Worker Civilian Employed Population 16 Years And Over Self-Employed In Own Not Incorporated Business Workers,43,25,10.3,5.7
Estimate Class Of Worker Civilian Employed Population 16 Years And Over Unpaid Family Workers,0,14,0.0,10.7
Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households,293,52,293,(X)
"Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households Less Than $10,000",10,8,3.4,2.7
"Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households $10,000 To $14,999",9,13,3.1,4.2
"Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households $15,000 To $24,999",36,20,12.3,6.5
"Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households $25,000 To $34,999",33,17,11.3,5.9
"Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households $35,000 To $49,999",9,13,3.1,4.4
"Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households $50,000 To $74,999",81,32,27.6,9.3
"Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households $75,000 To $99,999",33,20,11.3,6.5
"Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households $100,000 To $149,999",69,33,23.5,10.0
"Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households $150,000 To $199,999",8,12,2.7,3.9
