Label,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Employment Status Population 16 Years And Over,23992,1753,23992,(X)
Estimate Employment Status Population 16 Years And Over In Labor Force,15147,1475,63.1,3.4
Estimate Employment Status Population 16 Years And Over In Labor Force Civilian Labor Force,15147,1475,63.1,3.4
Estimate Employment Status Population 16 Years And Over In Labor Force Civilian Labor Force Employed,13954,1445,58.2,3.5
Estimate Employment Status Population 16 Years And Over In Labor Force Civilian Labor Force Unemployed,1193,315,5.0,1.3
Estimate Employment Status Population 16 Years And Over In Labor Force Armed Forces,0,30,0.0,0.2
Estimate Employment Status Population 16 Years And Over Not In Labor Force,8845,965,36.9,3.4
Estimate Employment Status Civilian Labor Force,15147,1475,15147,(X)
Estimate Employment Status Civilian Labor Force Unemployment Rate,(X),(X),7.9,2.1
Estimate Employment Status Females 16 Years And Over,11855,1031,11855,(X)
Estimate Employment Status Females 16 Years And Over In Labor Force,6658,821,56.2,4.3
Estimate Employment Status Females 16 Years And Over In Labor Force Civilian Labor Force,6658,821,56.2,4.3
Estimate Employment Status Females 16 Years And Over In Labor Force Civilian Labor Force Employed,6160,791,52.0,4.3
Estimate Employment Status Own Children Of The Householder Under 6 Years,2075,537,2075,(X)
Estimate Employment Status Own Children Of The Householder Under 6 Years All Parents In Family In Labor Force,975,323,47.0,13.3
Estimate Employment Status Own Children Of The Householder 6 To 17 Years,5497,908,5497,(X)
Estimate Employment Status Own Children Of The Householder 6 To 17 Years All Parents In Family In Labor Force,3268,597,59.5,8.4
Estimate Commuting To Work Workers 16 Years And Over,13634,1444,13634,(X)
"Estimate Commuting To Work Workers 16 Years And Over Car, Truck, Or Van -- Drove Alone",10708,1164,78.5,4.8
"Estimate Commuting To Work Workers 16 Years And Over Car, Truck, Or Van -- Carpooled",1620,601,11.9,4.1
Estimate Commuting To Work Workers 16 Years And Over Public Transportation (Excluding Taxicab),436,254,3.2,1.7
Estimate Commuting To Work Workers 16 Years And Over Walked,91,135,0.7,1.0
Estimate Commuting To Work Workers 16 Years And Over Other Means,226,192,1.7,1.4
Estimate Commuting To Work Workers 16 Years And Over Worked From Home,553,207,4.1,1.5
Estimate Commuting To Work Workers 16 Years And Over Mean Travel Time To Work (Minutes),32.6,2.1,(X),(X)
Estimate Occupation Civilian Employed Population 16 Years And Over,13954,1445,13954,(X)
"Estimate Occupation Civilian Employed Population 16 Years And Over Management, Business, Science, And Arts Occupations",3118,625,22.3,4.3
Estimate Occupation Civilian Employed Population 16 Years And Over Service Occupations,3534,967,25.3,5.4
