Label,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Employment Status Population 16 Years And Over,20283,909,20283,(X)
Estimate Employment Status Population 16 Years And Over In Labor Force,12478,844,61.5,2.7
Estimate Employment Status Population 16 Years And Over In Labor Force Civilian Labor Force,12478,844,61.5,2.7
Estimate Employment Status Population 16 Years And Over In Labor Force Civilian Labor Force Employed,11924,872,58.8,3.1
Estimate Employment Status Population 16 Years And Over In Labor Force Civilian Labor Force Unemployed,554,194,2.7,0.9
Estimate Employment Status Population 16 Years And Over In Labor Force Armed Forces,0,27,0.0,0.2
Estimate Employment Status Population 16 Years And Over Not In Labor Force,7805,594,38.5,2.7
Estimate Employment Status Civilian Labor Force,12478,844,12478,(X)
Estimate Employment Status Civilian Labor Force Unemployment Rate,(X),(X),4.4,1.6
Estimate Employment Status Females 16 Years And Over,10331,555,10331,(X)
Estimate Employment Status Females 16 Years And Over In Labor Force,5285,516,51.2,3.8
Estimate Employment Status Females 16 Years And Over In Labor Force Civilian Labor Force,5285,516,51.2,3.8
Estimate Employment Status Females 16 Years And Over In Labor Force Civilian Labor Force Employed,5141,511,49.8,3.9
Estimate Employment Status Own Children Of The Householder Under 6 Years,1205,247,1205,(X)
Estimate Employment Status Own Children Of The Householder Under 6 Years All Parents In Family In Labor Force,691,183,57.3,11.6
Estimate Employment Status Own Children Of The Householder 6 To 17 Years,3990,431,3990,(X)
Estimate Employment Status Own Children Of The Householder 6 To 17 Years All Parents In Family In Labor Force,2186,440,54.8,8.1
Estimate Commuting To Work Workers 16 Years And Over,11722,879,11722,(X)
"Estimate Commuting To Work Workers 16 Years And Over Car, Truck, Or Van -- Drove Alone",8114,593,69.2,4.4
"Estimate Commuting To Work Workers 16 Years And Over Car, Truck, Or Van -- Carpooled",526,184,4.5,1.5
Estimate Commuting To Work Workers 16 Years And Over Public Transportation (Excluding Taxicab),95,55,0.8,0.5
Estimate Commuting To Work Workers 16 Years And Over Walked,688,185,5.9,1.6
Estimate Commuting To Work Workers 16 Years And Over Other Means,291,129,2.5,1.1
Estimate Commuting To Work Workers 16 Years And Over Worked From Home,2008,591,17.1,4.2
Estimate Commuting To Work Workers 16 Years And Over Mean Travel Time To Work (Minutes),19.4,0.9,(X),(X)
Estimate Occupation Civilian Employed Population 16 Years And Over,11924,872,11924,(X)
"Estimate Occupation Civilian Employed Population 16 Years And Over Management, Business, Science, And Arts Occupations",8633,869,72.4,3.4
Estimate Occupation Civilian Employed Population 16 Years And Over Service Occupations,836,211,7.0,1.8
Estimate Occupation Civilian Employed Population 16 Years And Over Sales And Office Occupations,2195,315,18.4,2.7
"Estimate Occupation Civilian Employed Population 16 Years And Over Natural Resources, Construction, And Maintenance Occupations",42,25,0.4,0.2
"Estimate Occupation Civilian Employed Population 16 Years And Over Production, Transportation, And Material Moving Occupations",218,98,1.8,0.8
Estimate Industry Civilian Employed Population 16 Years And Over,11924,872,11924,(X)
"Estimate Industry Civilian Employed Population 16 Years And Over Agriculture, Forestry, Fishing And Hunting, And Mining",117,48,1.0,0.4
Estimate Industry Civilian Employed Population 16 Years And Over Construction,227,110,1.9,0.9
Estimate Industry Civilian Employed Population 16 Years And Over Manufacturing,521,146,4.4,1.2
Estimate Industry Civilian Employed Population 16 Years And Over Wholesale Trade,327,115,2.7,1.0
Estimate Industry Civilian Employed Population 16 Years And Over Retail Trade,1002,237,8.4,2.0
"Estimate Industry Civilian Employed Population 16 Years And Over Transportation And Warehousing, And Utilities",258,108,2.2,0.9
Estimate Industry Civilian Employed Population 16 Years And Over Information,330,147,2.8,1.2
"Estimate Industry Civilian Employed Population 16 Years And Over Finance And Insurance, And Real Estate And Rental And Leasing",2115,309,17.7,2.6
"Estimate Industry Civilian Employed Population 16 Years And Over Professional, Scientific, And Management, And Administrative And Waste Management Services",2512,392,21.1,3.2
"Estimate Industry Civilian Employed Population 16 Years And Over Educational Services, And Health Care And Social Assistance",3184,668,26.7,4.4
"Estimate Industry Civilian Employed Population 16 Years And Over Arts, Entertainment, And Recreation, And Accommodation And Food Services",866,221,7.3,1.9
"Estimate Industry Civilian Employed Population 16 Years And Over Other Services, Except Public Administration",320,111,2.7,0.9
Estimate Industry Civilian Employed Population 16 Years And Over Public Administration,145,118,1.2,1.0
Estimate Class Of Worker Civilian Employed Population 16 Years And Over,11924,872,11924,(X)
Estimate Class Of Worker Civilian Employed Population 16 Years And Over Private Wage And Salary Workers,9825,665,82.4,2.6
Estimate Class Of Worker Civilian Employed Population 16 Years And Over Government Workers,1164,401,9.8,3.0
Estimate Class Of Worker Civilian Employed Population 16 Years And Over Self-Employed In Own Not Incorporated Business Workers,900,161,7.5,1.4
