Label,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Employment Status Population 16 Years And Over,2899,335,2899,(X)
Estimate Employment Status Population 16 Years And Over In Labor Force,1816,287,62.6,6.3
Estimate Employment Status Population 16 Years And Over In Labor Force Civilian Labor Force,1816,287,62.6,6.3
Estimate Employment Status Population 16 Years And Over In Labor Force Civilian Labor Force Employed,1736,276,59.9,6.9
Estimate Employment Status Population 16 Years And Over In Labor Force Civilian Labor Force Unemployed,80,73,2.8,2.4
Estimate Employment Status Population 16 Years And Over In Labor Force Armed Forces,0,14,0.0,1.6
Estimate Employment Status Population 16 Years And Over Not In Labor Force,1083,218,37.4,6.3
Estimate Employment Status Civilian Labor Force,1816,287,1816,(X)
Estimate Employment Status Civilian Labor Force Unemployment Rate,(X),(X),4.4,3.8
Estimate Employment Status Females 16 Years And Over,1475,177,1475,(X)
Estimate Employment Status Females 16 Years And Over In Labor Force,868,161,58.8,7.0
Estimate Employment Status Females 16 Years And Over In Labor Force Civilian Labor Force,868,161,58.8,7.0
Estimate Employment Status Females 16 Years And Over In Labor Force Civilian Labor Force Employed,863,162,58.5,7.1
Estimate Employment Status Own Children Of The Householder Under 6 Years,193,82,193,(X)
Estimate Employment Status Own Children Of The Householder Under 6 Years All Parents In Family In Labor Force,127,79,65.8,22.8
Estimate Employment Status Own Children Of The Householder 6 To 17 Years,481,130,481,(X)
Estimate Employment Status Own Children Of The Householder 6 To 17 Years All Parents In Family In Labor Force,385,120,80.0,15.9
Estimate Commuting To Work Workers 16 Years And Over,1707,270,1707,(X)
"Estimate Commuting To Work Workers 16 Years And Over Car, Truck, Or Van -- Drove Alone",1426,249,83.5,7.3
"Estimate Commuting To Work Workers 16 Years And Over Car, Truck, Or Van -- Carpooled",181,103,10.6,5.8
Estimate Commuting To Work Workers 16 Years And Over Public Transportation (Excluding Taxicab),0,14,0.0,2.7
Estimate Commuting To Work Workers 16 Years And Over Walked,8,11,0.5,0.7
Estimate Commuting To Work Workers 16 Years And Over Other Means,19,27,1.1,1.6
Estimate Commuting To Work Workers 16 Years And Over Worked From Home,73,83,4.3,4.7
Estimate Commuting To Work Workers 16 Years And Over Mean Travel Time To Work (Minutes),19.1,4.3,(X),(X)
Estimate Occupation Civilian Employed Population 16 Years And Over,1736,276,1736,(X)
"Estimate Occupation Civilian Employed Population 16 Years And Over Management, Business, Science, And Arts Occupations",572,197,32.9,10.8
Estimate Occupation Civilian Employed Population 16 Years And Over Service Occupations,256,130,14.7,6.9
Estimate Occupation Civilian Employed Population 16 Years And Over Sales And Office Occupations,277,101,16.0,5.6
"Estimate Occupation Civilian Employed Population 16 Years And Over Natural Resources, Construction, And Maintenance Occupations",318,122,18.3,6.3
"Estimate Occupation Civilian Employed Population 16 Years And Over Production, Transportation, And Material Moving Occupations",313,145,18.0,7.6
Estimate Industry Civilian Employed Population 16 Years And Over,1736,276,1736,(X)
