Label,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Employment Status Population 16 Years And Over,7876,938,7876,(X)
Estimate Employment Status Population 16 Years And Over In Labor Force,4420,616,56.1,5.0
Estimate Employment Status Population 16 Years And Over In Labor Force Civilian Labor Force,4420,616,56.1,5.0
Estimate Employment Status Population 16 Years And Over In Labor Force Civilian Labor Force Employed,4030,634,51.2,5.4
Estimate Employment Status Population 16 Years And Over In Labor Force Civilian Labor Force Unemployed,390,154,5.0,2.0
Estimate Employment Status Population 16 Years And Over In Labor Force Armed Forces,0,23,0.0,0.6
Estimate Employment Status Population 16 Years And Over Not In Labor Force,3456,608,43.9,5.0
Estimate Employment Status Civilian Labor Force,4420,616,4420,(X)
Estimate Employment Status Civilian Labor Force Unemployment Rate,(X),(X),8.8,3.7
Estimate Employment Status Females 16 Years And Over,4208,601,4208,(X)
Estimate Employment Status Females 16 Years And Over In Labor Force,1983,396,47.1,7.8
Estimate Employment Status Females 16 Years And Over In Labor Force Civilian Labor Force,1983,396,47.1,7.8
Estimate Employment Status Females 16 Years And Over In Labor Force Civilian Labor Force Employed,1753,339,41.7,6.9
Estimate Employment Status Own Children Of The Householder Under 6 Years,983,507,983,(X)
Estimate Employment Status Own Children Of The Householder Under 6 Years All Parents In Family In Labor Force,193,183,19.6,18.9
Estimate Employment Status Own Children Of The Householder 6 To 17 Years,1632,464,1632,(X)
Estimate Employment Status Own Children Of The Householder 6 To 17 Years All Parents In Family In Labor Force,408,166,25.0,10.2
Estimate Commuting To Work Workers 16 Years And Over,3775,554,3775,(X)
"Estimate Commuting To Work Workers 16 Years And Over Car, Truck, Or Van -- Drove Alone",3177,466,84.2,6.7
"Estimate Commuting To Work Workers 16 Years And Over Car, Truck, Or Van -- Carpooled",471,271,12.5,6.5
Estimate Commuting To Work Workers 16 Years And Over Public Transportation (Excluding Taxicab),60,75,1.6,2.0
Estimate Commuting To Work Workers 16 Years And Over Walked,12,19,0.3,0.5
Estimate Commuting To Work Workers 16 Years And Over Other Means,0,23,0.0,1.2
Estimate Commuting To Work Workers 16 Years And Over Worked From Home,55,54,1.5,1.4
Estimate Commuting To Work Workers 16 Years And Over Mean Travel Time To Work (Minutes),27.6,2.7,(X),(X)
Estimate Occupation Civilian Employed Population 16 Years And Over,4030,634,4030,(X)
"Estimate Occupation Civilian Employed Population 16 Years And Over Management, Business, Science, And Arts Occupations",1168,309,29.0,6.3
Estimate Occupation Civilian Employed Population 16 Years And Over Service Occupations,649,300,16.1,6.2
Estimate Occupation Civilian Employed Population 16 Years And Over Sales And Office Occupations,1072,231,26.6,6.1
"Estimate Occupation Civilian Employed Population 16 Years And Over Natural Resources, Construction, And Maintenance Occupations",579,201,14.4,4.5
"Estimate Occupation Civilian Employed Population 16 Years And Over Production, Transportation, And Material Moving Occupations",562,234,13.9,5.0
Estimate Industry Civilian Employed Population 16 Years And Over,4030,634,4030,(X)
"Estimate Industry Civilian Employed Population 16 Years And Over Agriculture, Forestry, Fishing And Hunting, And Mining",123,119,3.1,2.9
Estimate Industry Civilian Employed Population 16 Years And Over Construction,531,208,13.2,5.2
Estimate Industry Civilian Employed Population 16 Years And Over Manufacturing,434,196,10.8,4.7
Estimate Industry Civilian Employed Population 16 Years And Over Wholesale Trade,96,78,2.4,2.0
Estimate Industry Civilian Employed Population 16 Years And Over Retail Trade,463,186,11.5,4.6
"Estimate Industry Civilian Employed Population 16 Years And Over Transportation And Warehousing, And Utilities",272,137,6.7,3.4
Estimate Industry Civilian Employed Population 16 Years And Over Information,67,93,1.7,2.3
"Estimate Industry Civilian Employed Population 16 Years And Over Finance And Insurance, And Real Estate And Rental And Leasing",157,135,3.9,3.3
"Estimate Industry Civilian Employed Population 16 Years And Over Professional, Scientific, And Management, And Administrative And Waste Management Services",488,220,12.1,4.9
"Estimate Industry Civilian Employed Population 16 Years And Over Educational Services, And Health Care And Social Assistance",662,234,16.4,5.4
"Estimate Industry Civilian Employed Population 16 Years And Over Arts, Entertainment, And Recreation, And Accommodation And Food Services",459,282,11.4,6.1
"Estimate Industry Civilian Employed Population 16 Years And Over Other Services, Except Public Administration",117,108,2.9,2.6
Estimate Industry Civilian Employed Population 16 Years And Over Public Administration,161,117,4.0,2.8
Estimate Class Of Worker Civilian Employed Population 16 Years And Over,4030,634,4030,(X)
Estimate Class Of Worker Civilian Employed Population 16 Years And Over Private Wage And Salary Workers,3353,599,83.2,5.1
Estimate Class Of Worker Civilian Employed Population 16 Years And Over Government Workers,403,171,10.0,4.0
Estimate Class Of Worker Civilian Employed Population 16 Years And Over Self-Employed In Own Not Incorporated Business Workers,274,161,6.8,4.0
Estimate Class Of Worker Civilian Employed Population 16 Years And Over Unpaid Family Workers,0,23,0.0,1.2
Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households,3565,347,3565,(X)
"Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households Less Than $10,000",273,139,7.7,3.8
"Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households $10,000 To $14,999",153,119,4.3,3.3
"Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households $15,000 To $24,999",302,126,8.5,3.5
"Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households $25,000 To $34,999",352,202,9.9,5.3
"Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households $35,000 To $49,999",494,217,13.9,5.9
"Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households $50,000 To $74,999",650,233,18.2,6.4
"Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households $75,000 To $99,999",456,157,12.8,4.2
"Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households $100,000 To $149,999",390,156,10.9,4.3
