Label,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Employment Status Population 16 Years And Over,774,225,774,(X)
Estimate Employment Status Population 16 Years And Over In Labor Force,473,151,61.1,6.5
Estimate Employment Status Population 16 Years And Over In Labor Force Civilian Labor Force,473,151,61.1,6.5
Estimate Employment Status Population 16 Years And Over In Labor Force Civilian Labor Force Employed,461,150,59.6,6.3
Estimate Employment Status Population 16 Years And Over In Labor Force Civilian Labor Force Unemployed,12,10,1.6,1.3
Estimate Employment Status Population 16 Years And Over In Labor Force Armed Forces,0,14,0.0,5.9
Estimate Employment Status Population 16 Years And Over Not In Labor Force,301,97,38.9,6.5
Estimate Employment Status Civilian Labor Force,473,151,473,(X)
Estimate Employment Status Civilian Labor Force Unemployment Rate,(X),(X),2.5,2.0
Estimate Employment Status Females 16 Years And Over,330,93,330,(X)
Estimate Employment Status Females 16 Years And Over In Labor Force,172,45,52.1,13.8
Estimate Employment Status Females 16 Years And Over In Labor Force Civilian Labor Force,172,45,52.1,13.8
Estimate Employment Status Females 16 Years And Over In Labor Force Civilian Labor Force Employed,172,45,52.1,13.8
Estimate Employment Status Own Children Of The Householder Under 6 Years,54,36,54,(X)
Estimate Employment Status Own Children Of The Householder Under 6 Years All Parents In Family In Labor Force,48,36,88.9,15.8
Estimate Employment Status Own Children Of The Householder 6 To 17 Years,138,63,138,(X)
Estimate Employment Status Own Children Of The Householder 6 To 17 Years All Parents In Family In Labor Force,102,50,73.9,26.9
Estimate Commuting To Work Workers 16 Years And Over,453,148,453,(X)
"Estimate Commuting To Work Workers 16 Years And Over Car, Truck, Or Van -- Drove Alone",419,149,92.5,5.5
"Estimate Commuting To Work Workers 16 Years And Over Car, Truck, Or Van -- Carpooled",25,18,5.5,4.6
Estimate Commuting To Work Workers 16 Years And Over Public Transportation (Excluding Taxicab),1,2,0.2,0.5
Estimate Commuting To Work Workers 16 Years And Over Walked,0,14,0.0,9.9
Estimate Commuting To Work Workers 16 Years And Over Other Means,8,10,1.8,2.1
Estimate Commuting To Work Workers 16 Years And Over Worked From Home,0,14,0.0,9.9
Estimate Commuting To Work Workers 16 Years And Over Mean Travel Time To Work (Minutes),31.9,5.5,(X),(X)
Estimate Occupation Civilian Employed Population 16 Years And Over,461,150,461,(X)
"Estimate Occupation Civilian Employed Population 16 Years And Over Management, Business, Science, And Arts Occupations",201,83,43.6,10.5
Estimate Occupation Civilian Employed Population 16 Years And Over Service Occupations,46,20,10.0,4.7
Estimate Occupation Civilian Employed Population 16 Years And Over Sales And Office Occupations,105,48,22.8,10.0
"Estimate Occupation Civilian Employed Population 16 Years And Over Natural Resources, Construction, And Maintenance Occupations",27,20,5.9,4.2
"Estimate Occupation Civilian Employed Population 16 Years And Over Production, Transportation, And Material Moving Occupations",82,67,17.8,11.1
Estimate Industry Civilian Employed Population 16 Years And Over,461,150,461,(X)
"Estimate Industry Civilian Employed Population 16 Years And Over Agriculture, Forestry, Fishing And Hunting, And Mining",7,10,1.5,2.3
Estimate Industry Civilian Employed Population 16 Years And Over Construction,25,14,5.4,3.5
Estimate Industry Civilian Employed Population 16 Years And Over Manufacturing,80,56,17.4,8.9
Estimate Industry Civilian Employed Population 16 Years And Over Wholesale Trade,2,4,0.4,0.9
