Label,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Employment Status Population 16 Years And Over,24860,1196,24860,(X)
Estimate Employment Status Population 16 Years And Over In Labor Force,19118,1047,76.9,2.4
Estimate Employment Status Population 16 Years And Over In Labor Force Civilian Labor Force,19118,1047,76.9,2.4
Estimate Employment Status Population 16 Years And Over In Labor Force Civilian Labor Force Employed,18355,1013,73.8,2.5
Estimate Employment Status Population 16 Years And Over In Labor Force Civilian Labor Force Unemployed,763,235,3.1,0.9
Estimate Employment Status Population 16 Years And Over In Labor Force Armed Forces,0,30,0.0,0.2
Estimate Employment Status Population 16 Years And Over Not In Labor Force,5742,686,23.1,2.4
Estimate Employment Status Civilian Labor Force,19118,1047,19118,(X)
Estimate Employment Status Civilian Labor Force Unemployment Rate,(X),(X),4.0,1.2
Estimate Employment Status Females 16 Years And Over,13481,771,13481,(X)
Estimate Employment Status Females 16 Years And Over In Labor Force,9537,655,70.7,3.3
Estimate Employment Status Females 16 Years And Over In Labor Force Civilian Labor Force,9537,655,70.7,3.3
Estimate Employment Status Females 16 Years And Over In Labor Force Civilian Labor Force Employed,9246,690,68.6,3.6
Estimate Employment Status Own Children Of The Householder Under 6 Years,1914,360,1914,(X)
Estimate Employment Status Own Children Of The Householder Under 6 Years All Parents In Family In Labor Force,1406,296,73.5,10.1
Estimate Employment Status Own Children Of The Householder 6 To 17 Years,4022,597,4022,(X)
Estimate Employment Status Own Children Of The Householder 6 To 17 Years All Parents In Family In Labor Force,2974,547,73.9,7.9
Estimate Commuting To Work Workers 16 Years And Over,18000,1034,18000,(X)
"Estimate Commuting To Work Workers 16 Years And Over Car, Truck, Or Van -- Drove Alone",12516,928,69.5,3.7
"Estimate Commuting To Work Workers 16 Years And Over Car, Truck, Or Van -- Carpooled",1508,334,8.4,1.9
Estimate Commuting To Work Workers 16 Years And Over Public Transportation (Excluding Taxicab),171,122,1.0,0.7
Estimate Commuting To Work Workers 16 Years And Over Walked,50,43,0.3,0.2
Estimate Commuting To Work Workers 16 Years And Over Other Means,373,237,2.1,1.3
Estimate Commuting To Work Workers 16 Years And Over Worked From Home,3382,639,18.8,3.2
Estimate Commuting To Work Workers 16 Years And Over Mean Travel Time To Work (Minutes),26.3,1.6,(X),(X)
Estimate Occupation Civilian Employed Population 16 Years And Over,18355,1013,18355,(X)
"Estimate Occupation Civilian Employed Population 16 Years And Over Management, Business, Science, And Arts Occupations",9627,794,52.4,4.1
Estimate Occupation Civilian Employed Population 16 Years And Over Service Occupations,1674,342,9.1,1.8
Estimate Occupation Civilian Employed Population 16 Years And Over Sales And Office Occupations,4613,745,25.1,3.4
"Estimate Occupation Civilian Employed Population 16 Years And Over Natural Resources, Construction, And Maintenance Occupations",939,463,5.1,2.5
"Estimate Occupation Civilian Employed Population 16 Years And Over Production, Transportation, And Material Moving Occupations",1502,294,8.2,1.6
Estimate Industry Civilian Employed Population 16 Years And Over,18355,1013,18355,(X)
"Estimate Industry Civilian Employed Population 16 Years And Over Agriculture, Forestry, Fishing And Hunting, And Mining",34,42,0.2,0.2
Estimate Industry Civilian Employed Population 16 Years And Over Construction,764,451,4.2,2.4
Estimate Industry Civilian Employed Population 16 Years And Over Manufacturing,1613,481,8.8,2.5
Estimate Industry Civilian Employed Population 16 Years And Over Wholesale Trade,636,207,3.5,1.2
Estimate Industry Civilian Employed Population 16 Years And Over Retail Trade,2148,438,11.7,2.2
"Estimate Industry Civilian Employed Population 16 Years And Over Transportation And Warehousing, And Utilities",915,475,5.0,2.5
Estimate Industry Civilian Employed Population 16 Years And Over Information,450,190,2.5,1.0
"Estimate Industry Civilian Employed Population 16 Years And Over Finance And Insurance, And Real Estate And Rental And Leasing",2361,482,12.9,2.5
"Estimate Industry Civilian Employed Population 16 Years And Over Professional, Scientific, And Management, And Administrative And Waste Management Services",3201,530,17.4,2.8
