Label,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Employment Status Population 16 Years And Over,65731,1421,65731,(X)
Estimate Employment Status Population 16 Years And Over In Labor Force,43885,1502,66.8,1.9
Estimate Employment Status Population 16 Years And Over In Labor Force Civilian Labor Force,43743,1492,66.5,1.9
Estimate Employment Status Population 16 Years And Over In Labor Force Civilian Labor Force Employed,41993,1495,63.9,2.0
Estimate Employment Status Population 16 Years And Over In Labor Force Civilian Labor Force Unemployed,1750,353,2.7,0.5
Estimate Employment Status Population 16 Years And Over In Labor Force Armed Forces,142,97,0.2,0.1
Estimate Employment Status Population 16 Years And Over Not In Labor Force,21846,1374,33.2,1.9
Estimate Employment Status Civilian Labor Force,43743,1492,43743,(X)
Estimate Employment Status Civilian Labor Force Unemployment Rate,(X),(X),4.0,0.8
Estimate Employment Status Females 16 Years And Over,33327,1028,33327,(X)
Estimate Employment Status Females 16 Years And Over In Labor Force,20109,1068,60.3,2.8
Estimate Employment Status Females 16 Years And Over In Labor Force Civilian Labor Force,20069,1066,60.2,2.8
Estimate Employment Status Females 16 Years And Over In Labor Force Civilian Labor Force Employed,19309,1046,57.9,2.9
Estimate Employment Status Own Children Of The Householder Under 6 Years,7003,677,7003,(X)
Estimate Employment Status Own Children Of The Householder Under 6 Years All Parents In Family In Labor Force,4719,641,67.4,6.8
Estimate Employment Status Own Children Of The Householder 6 To 17 Years,13111,890,13111,(X)
Estimate Employment Status Own Children Of The Householder 6 To 17 Years All Parents In Family In Labor Force,9684,982,73.9,4.7
Estimate Commuting To Work Workers 16 Years And Over,41453,1511,41453,(X)
"Estimate Commuting To Work Workers 16 Years And Over Car, Truck, Or Van -- Drove Alone",33101,1386,79.9,2.1
"Estimate Commuting To Work Workers 16 Years And Over Car, Truck, Or Van -- Carpooled",3730,679,9.0,1.6
Estimate Commuting To Work Workers 16 Years And Over Public Transportation (Excluding Taxicab),82,64,0.2,0.2
Estimate Commuting To Work Workers 16 Years And Over Walked,413,201,1.0,0.5
Estimate Commuting To Work Workers 16 Years And Over Other Means,516,268,1.2,0.6
Estimate Commuting To Work Workers 16 Years And Over Worked From Home,3611,640,8.7,1.5
Estimate Commuting To Work Workers 16 Years And Over Mean Travel Time To Work (Minutes),25.0,1.3,(X),(X)
Estimate Occupation Civilian Employed Population 16 Years And Over,41993,1495,41993,(X)
"Estimate Occupation Civilian Employed Population 16 Years And Over Management, Business, Science, And Arts Occupations",16151,1137,38.5,2.5
Estimate Occupation Civilian Employed Population 16 Years And Over Service Occupations,6713,1047,16.0,2.3
Estimate Occupation Civilian Employed Population 16 Years And Over Sales And Office Occupations,9857,1004,23.5,2.3
"Estimate Occupation Civilian Employed Population 16 Years And Over Natural Resources, Construction, And Maintenance Occupations",3605,503,8.6,1.2
"Estimate Occupation Civilian Employed Population 16 Years And Over Production, Transportation, And Material Moving Occupations",5667,811,13.5,1.8
Estimate Industry Civilian Employed Population 16 Years And Over,41993,1495,41993,(X)
"Estimate Industry Civilian Employed Population 16 Years And Over Agriculture, Forestry, Fishing And Hunting, And Mining",437,166,1.0,0.4
Estimate Industry Civilian Employed Population 16 Years And Over Construction,3640,597,8.7,1.4
Estimate Industry Civilian Employed Population 16 Years And Over Manufacturing,3618,589,8.6,1.4
Estimate Industry Civilian Employed Population 16 Years And Over Wholesale Trade,1213,323,2.9,0.8
Estimate Industry Civilian Employed Population 16 Years And Over Retail Trade,5239,755,12.5,1.7
"Estimate Industry Civilian Employed Population 16 Years And Over Transportation And Warehousing, And Utilities",2597,580,6.2,1.4
Estimate Industry Civilian Employed Population 16 Years And Over Information,691,224,1.6,0.5
"Estimate Industry Civilian Employed Population 16 Years And Over Finance And Insurance, And Real Estate And Rental And Leasing",3619,523,8.6,1.2
"Estimate Industry Civilian Employed Population 16 Years And Over Professional, Scientific, And Management, And Administrative And Waste Management Services",3617,489,8.6,1.1
"Estimate Industry Civilian Employed Population 16 Years And Over Educational Services, And Health Care And Social Assistance",8744,726,20.8,1.7
"Estimate Industry Civilian Employed Population 16 Years And Over Arts, Entertainment, And Recreation, And Accommodation And Food Services",5024,925,12.0,2.1
"Estimate Industry Civilian Employed Population 16 Years And Over Other Services, Except Public Administration",1985,398,4.7,0.9
Estimate Industry Civilian Employed Population 16 Years And Over Public Administration,1569,329,3.7,0.8
Estimate Class Of Worker Civilian Employed Population 16 Years And Over,41993,1495,41993,(X)
Estimate Class Of Worker Civilian Employed Population 16 Years And Over Private Wage And Salary Workers,32926,1367,78.4,2.1
Estimate Class Of Worker Civilian Employed Population 16 Years And Over Government Workers,5286,617,12.6,1.4
Estimate Class Of Worker Civilian Employed Population 16 Years And Over Self-Employed In Own Not Incorporated Business Workers,3612,773,8.6,1.8
Estimate Class Of Worker Civilian Employed Population 16 Years And Over Unpaid Family Workers,169,133,0.4,0.3
Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households,32258,853,32258,(X)
"Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households Less Than $10,000",1281,357,4.0,1.1
"Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households $10,000 To $14,999",975,230,3.0,0.7
