Label,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Employment Status Population 16 Years And Over,188,48,188,(X)
Estimate Employment Status Population 16 Years And Over In Labor Force,110,42,58.5,14.9
Estimate Employment Status Population 16 Years And Over In Labor Force Civilian Labor Force,110,42,58.5,14.9
Estimate Employment Status Population 16 Years And Over In Labor Force Civilian Labor Force Employed,107,41,56.9,14.9
Estimate Employment Status Population 16 Years And Over In Labor Force Civilian Labor Force Unemployed,3,5,1.6,2.7
Estimate Employment Status Population 16 Years And Over In Labor Force Armed Forces,0,14,0.0,22.1
Estimate Employment Status Population 16 Years And Over Not In Labor Force,78,31,41.5,14.9
Estimate Employment Status Civilian Labor Force,110,42,110,(X)
Estimate Employment Status Civilian Labor Force Unemployment Rate,(X),(X),2.7,4.7
Estimate Employment Status Females 16 Years And Over,106,28,106,(X)
Estimate Employment Status Females 16 Years And Over In Labor Force,60,22,56.6,19.6
Estimate Employment Status Females 16 Years And Over In Labor Force Civilian Labor Force,60,22,56.6,19.6
Estimate Employment Status Females 16 Years And Over In Labor Force Civilian Labor Force Employed,60,22,56.6,19.6
Estimate Employment Status Own Children Of The Householder Under 6 Years,20,19,20,(X)
Estimate Employment Status Own Children Of The Householder Under 6 Years All Parents In Family In Labor Force,15,16,75.0,43.5
Estimate Employment Status Own Children Of The Householder 6 To 17 Years,48,28,48,(X)
Estimate Employment Status Own Children Of The Householder 6 To 17 Years All Parents In Family In Labor Force,44,28,91.7,11.2
Estimate Commuting To Work Workers 16 Years And Over,107,41,107,(X)
"Estimate Commuting To Work Workers 16 Years And Over Car, Truck, Or Van -- Drove Alone",90,39,84.1,10.0
"Estimate Commuting To Work Workers 16 Years And Over Car, Truck, Or Van -- Carpooled",11,9,10.3,8.2
Estimate Commuting To Work Workers 16 Years And Over Public Transportation (Excluding Taxicab),0,14,0.0,34.1
Estimate Commuting To Work Workers 16 Years And Over Walked,2,3,1.9,2.9
Estimate Commuting To Work Workers 16 Years And Over Other Means,2,3,1.9,2.6
Estimate Commuting To Work Workers 16 Years And Over Worked From Home,2,4,1.9,4.1
Estimate Commuting To Work Workers 16 Years And Over Mean Travel Time To Work (Minutes),24.6,4.5,(X),(X)
Estimate Occupation Civilian Employed Population 16 Years And Over,107,41,107,(X)
