Label,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Employment Status Population 16 Years And Over,12835,1323,12835,(X)
Estimate Employment Status Population 16 Years And Over In Labor Force,7372,969,57.4,4.0
Estimate Employment Status Population 16 Years And Over In Labor Force Civilian Labor Force,7372,969,57.4,4.0
Estimate Employment Status Population 16 Years And Over In Labor Force Civilian Labor Force Employed,6670,768,52.0,4.6
Estimate Employment Status Population 16 Years And Over In Labor Force Civilian Labor Force Unemployed,702,484,5.5,3.5
Estimate Employment Status Population 16 Years And Over In Labor Force Armed Forces,0,23,0.0,0.4
Estimate Employment Status Population 16 Years And Over Not In Labor Force,5463,715,42.6,4.0
Estimate Employment Status Civilian Labor Force,7372,969,7372,(X)
Estimate Employment Status Civilian Labor Force Unemployment Rate,(X),(X),9.5,5.9
Estimate Employment Status Females 16 Years And Over,6305,823,6305,(X)
Estimate Employment Status Females 16 Years And Over In Labor Force,3002,545,47.6,5.1
Estimate Employment Status Females 16 Years And Over In Labor Force Civilian Labor Force,3002,545,47.6,5.1
Estimate Employment Status Females 16 Years And Over In Labor Force Civilian Labor Force Employed,2533,334,40.2,6.1
Estimate Employment Status Own Children Of The Householder Under 6 Years,630,203,630,(X)
Estimate Employment Status Own Children Of The Householder Under 6 Years All Parents In Family In Labor Force,430,164,68.3,15.2
Estimate Employment Status Own Children Of The Householder 6 To 17 Years,1854,660,1854,(X)
Estimate Employment Status Own Children Of The Householder 6 To 17 Years All Parents In Family In Labor Force,1169,413,63.1,21.4
Estimate Commuting To Work Workers 16 Years And Over,6578,735,6578,(X)
"Estimate Commuting To Work Workers 16 Years And Over Car, Truck, Or Van -- Drove Alone",5232,639,79.5,5.1
"Estimate Commuting To Work Workers 16 Years And Over Car, Truck, Or Van -- Carpooled",343,152,5.2,2.2
Estimate Commuting To Work Workers 16 Years And Over Public Transportation (Excluding Taxicab),0,23,0.0,0.7
Estimate Commuting To Work Workers 16 Years And Over Walked,15,30,0.2,0.5
Estimate Commuting To Work Workers 16 Years And Over Other Means,60,112,0.9,1.7
Estimate Commuting To Work Workers 16 Years And Over Worked From Home,928,299,14.1,4.0
Estimate Commuting To Work Workers 16 Years And Over Mean Travel Time To Work (Minutes),30.9,3.4,(X),(X)
Estimate Occupation Civilian Employed Population 16 Years And Over,6670,768,6670,(X)
"Estimate Occupation Civilian Employed Population 16 Years And Over Management, Business, Science, And Arts Occupations",3001,529,45.0,5.7
Estimate Occupation Civilian Employed Population 16 Years And Over Service Occupations,1052,325,15.8,4.5
Estimate Occupation Civilian Employed Population 16 Years And Over Sales And Office Occupations,1302,302,19.5,4.3
"Estimate Occupation Civilian Employed Population 16 Years And Over Natural Resources, Construction, And Maintenance Occupations",532,246,8.0,3.5
