Label,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Employment Status Population 16 Years And Over,1835,375,1835,(X)
Estimate Employment Status Population 16 Years And Over In Labor Force,1125,277,61.3,7.8
Estimate Employment Status Population 16 Years And Over In Labor Force Civilian Labor Force,1125,277,61.3,7.8
Estimate Employment Status Population 16 Years And Over In Labor Force Civilian Labor Force Employed,1113,276,60.7,7.8
Estimate Employment Status Population 16 Years And Over In Labor Force Civilian Labor Force Unemployed,12,12,0.7,0.7
Estimate Employment Status Population 16 Years And Over In Labor Force Armed Forces,0,14,0.0,2.6
Estimate Employment Status Population 16 Years And Over Not In Labor Force,710,197,38.7,7.8
Estimate Employment Status Civilian Labor Force,1125,277,1125,(X)
Estimate Employment Status Civilian Labor Force Unemployment Rate,(X),(X),1.1,1.1
Estimate Employment Status Females 16 Years And Over,817,185,817,(X)
Estimate Employment Status Females 16 Years And Over In Labor Force,425,128,52.0,9.4
Estimate Employment Status Females 16 Years And Over In Labor Force Civilian Labor Force,425,128,52.0,9.4
Estimate Employment Status Females 16 Years And Over In Labor Force Civilian Labor Force Employed,415,126,50.8,9.5
Estimate Employment Status Own Children Of The Householder Under 6 Years,198,116,198,(X)
Estimate Employment Status Own Children Of The Householder Under 6 Years All Parents In Family In Labor Force,121,97,61.1,26.8
Estimate Employment Status Own Children Of The Householder 6 To 17 Years,311,154,311,(X)
Estimate Employment Status Own Children Of The Householder 6 To 17 Years All Parents In Family In Labor Force,199,137,64.0,26.7
Estimate Commuting To Work Workers 16 Years And Over,1113,276,1113,(X)
"Estimate Commuting To Work Workers 16 Years And Over Car, Truck, Or Van -- Drove Alone",1020,275,91.6,5.7
"Estimate Commuting To Work Workers 16 Years And Over Car, Truck, Or Van -- Carpooled",62,57,5.6,5.2
Estimate Commuting To Work Workers 16 Years And Over Public Transportation (Excluding Taxicab),17,28,1.5,2.5
Estimate Commuting To Work Workers 16 Years And Over Walked,6,10,0.5,1.0
Estimate Commuting To Work Workers 16 Years And Over Other Means,7,12,0.6,1.1
Estimate Commuting To Work Workers 16 Years And Over Worked From Home,1,3,0.1,0.3
Estimate Commuting To Work Workers 16 Years And Over Mean Travel Time To Work (Minutes),16.7,1.9,(X),(X)
Estimate Occupation Civilian Employed Population 16 Years And Over,1113,276,1113,(X)
"Estimate Occupation Civilian Employed Population 16 Years And Over Management, Business, Science, And Arts Occupations",230,77,20.7,6.7
Estimate Occupation Civilian Employed Population 16 Years And Over Service Occupations,160,102,14.4,8.3
Estimate Occupation Civilian Employed Population 16 Years And Over Sales And Office Occupations,188,75,16.9,6.5
"Estimate Occupation Civilian Employed Population 16 Years And Over Natural Resources, Construction, And Maintenance Occupations",313,194,28.1,13.1
"Estimate Occupation Civilian Employed Population 16 Years And Over Production, Transportation, And Material Moving Occupations",222,98,19.9,8.7
Estimate Industry Civilian Employed Population 16 Years And Over,1113,276,1113,(X)
"Estimate Industry Civilian Employed Population 16 Years And Over Agriculture, Forestry, Fishing And Hunting, And Mining",88,59,7.9,5.3
Estimate Industry Civilian Employed Population 16 Years And Over Construction,233,187,20.9,13.7
Estimate Industry Civilian Employed Population 16 Years And Over Manufacturing,80,52,7.2,4.8
Estimate Industry Civilian Employed Population 16 Years And Over Wholesale Trade,38,29,3.4,2.5
Estimate Industry Civilian Employed Population 16 Years And Over Retail Trade,132,72,11.9,6.3
"Estimate Industry Civilian Employed Population 16 Years And Over Transportation And Warehousing, And Utilities",40,31,3.6,3.0
Estimate Industry Civilian Employed Population 16 Years And Over Information,5,9,0.4,0.8
"Estimate Industry Civilian Employed Population 16 Years And Over Finance And Insurance, And Real Estate And Rental And Leasing",27,32,2.4,2.9
"Estimate Industry Civilian Employed Population 16 Years And Over Professional, Scientific, And Management, And Administrative And Waste Management Services",53,40,4.8,3.8
"Estimate Industry Civilian Employed Population 16 Years And Over Educational Services, And Health Care And Social Assistance",160,79,14.4,6.5
"Estimate Industry Civilian Employed Population 16 Years And Over Arts, Entertainment, And Recreation, And Accommodation And Food Services",134,93,12.0,7.6
"Estimate Industry Civilian Employed Population 16 Years And Over Other Services, Except Public Administration",44,28,4.0,2.6
Estimate Industry Civilian Employed Population 16 Years And Over Public Administration,79,57,7.1,4.8
Estimate Class Of Worker Civilian Employed Population 16 Years And Over,1113,276,1113,(X)
Estimate Class Of Worker Civilian Employed Population 16 Years And Over Private Wage And Salary Workers,941,251,84.5,6.5
Estimate Class Of Worker Civilian Employed Population 16 Years And Over Government Workers,129,75,11.6,6.1
Estimate Class Of Worker Civilian Employed Population 16 Years And Over Self-Employed In Own Not Incorporated Business Workers,43,29,3.9,2.7
Estimate Class Of Worker Civilian Employed Population 16 Years And Over Unpaid Family Workers,0,14,0.0,4.2
Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households,854,129,854,(X)
"Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households Less Than $10,000",51,32,6.0,3.7
"Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households $10,000 To $14,999",16,19,1.9,2.2
"Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households $15,000 To $24,999",89,58,10.4,6.5
"Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households $25,000 To $34,999",80,62,9.4,6.8
"Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households $35,000 To $49,999",130,63,15.2,7.1
"Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households $50,000 To $74,999",188,67,22.0,7.7
"Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households $75,000 To $99,999",150,63,17.6,6.7
"Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households $100,000 To $149,999",97,66,11.4,7.1
"Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households $150,000 To $199,999",42,30,4.9,3.5
"Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households $200,000 Or More",11,19,1.3,2.2
Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households Median Household Income (Dollars),59605,12046,(X),(X)
Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households Mean Household Income (Dollars),64462,8156,(X),(X)
Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households With Earnings,661,130,77.4,7.9
Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households With Earnings Mean Earnings (Dollars),67329,9322,(X),(X)
Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households With Social Security,294,76,34.4,8.7
Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households With Social Security Mean Social Security Income (Dollars),19400,1883,(X),(X)
Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households With Retirement Income,180,73,21.1,9.0
Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households With Retirement Income Mean Retirement Income (Dollars),18446,7690,(X),(X)
Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households With Supplemental Security Income,49,42,5.7,4.8
Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households With Supplemental Security Income Mean Supplemental Security Income (Dollars),10761,1630,(X),(X)
Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households With Cash Public Assistance Income,5,9,0.6,1.1
