Label,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Employment Status Population 16 Years And Over,526,247,526,(X)
Estimate Employment Status Population 16 Years And Over In Labor Force,352,187,66.9,17.7
Estimate Employment Status Population 16 Years And Over In Labor Force Civilian Labor Force,352,187,66.9,17.7
Estimate Employment Status Population 16 Years And Over In Labor Force Civilian Labor Force Employed,336,181,63.9,18.8
Estimate Employment Status Population 16 Years And Over In Labor Force Civilian Labor Force Unemployed,16,26,3.0,4.8
Estimate Employment Status Population 16 Years And Over In Labor Force Armed Forces,0,14,0.0,8.6
Estimate Employment Status Population 16 Years And Over Not In Labor Force,174,121,33.1,17.7
Estimate Employment Status Civilian Labor Force,352,187,352,(X)
Estimate Employment Status Civilian Labor Force Unemployment Rate,(X),(X),4.5,7.6
Estimate Employment Status Females 16 Years And Over,299,177,299,(X)
Estimate Employment Status Females 16 Years And Over In Labor Force,141,153,47.2,37.3
Estimate Employment Status Females 16 Years And Over In Labor Force Civilian Labor Force,141,153,47.2,37.3
Estimate Employment Status Females 16 Years And Over In Labor Force Civilian Labor Force Employed,125,149,41.8,38.9
Estimate Employment Status Own Children Of The Householder Under 6 Years,0,14,0,(X)
Estimate Employment Status Own Children Of The Householder Under 6 Years All Parents In Family In Labor Force,0,14,-666666666.0,-222222222.0
Estimate Employment Status Own Children Of The Householder 6 To 17 Years,155,168,155,(X)
Estimate Employment Status Own Children Of The Householder 6 To 17 Years All Parents In Family In Labor Force,155,168,100.0,25.9
Estimate Commuting To Work Workers 16 Years And Over,336,181,336,(X)
"Estimate Commuting To Work Workers 16 Years And Over Car, Truck, Or Van -- Drove Alone",336,181,100.0,13.2
"Estimate Commuting To Work Workers 16 Years And Over Car, Truck, Or Van -- Carpooled",0,14,0.0,13.2
Estimate Commuting To Work Workers 16 Years And Over Public Transportation (Excluding Taxicab),0,14,0.0,13.2
Estimate Commuting To Work Workers 16 Years And Over Walked,0,14,0.0,13.2
Estimate Commuting To Work Workers 16 Years And Over Other Means,0,14,0.0,13.2
Estimate Commuting To Work Workers 16 Years And Over Worked From Home,0,14,0.0,13.2
Estimate Commuting To Work Workers 16 Years And Over Mean Travel Time To Work (Minutes),17.7,4.9,(X),(X)
Estimate Occupation Civilian Employed Population 16 Years And Over,336,181,336,(X)
"Estimate Occupation Civilian Employed Population 16 Years And Over Management, Business, Science, And Arts Occupations",79,81,23.5,19.8
Estimate Occupation Civilian Employed Population 16 Years And Over Service Occupations,64,65,19.0,23.1
Estimate Occupation Civilian Employed Population 16 Years And Over Sales And Office Occupations,86,98,25.6,20.2
"Estimate Occupation Civilian Employed Population 16 Years And Over Natural Resources, Construction, And Maintenance Occupations",76,75,22.6,20.2
"Estimate Occupation Civilian Employed Population 16 Years And Over Production, Transportation, And Material Moving Occupations",31,37,9.2,11.5
Estimate Industry Civilian Employed Population 16 Years And Over,336,181,336,(X)
