Label,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Employment Status Population 16 Years And Over,2289,360,2289,(X)
Estimate Employment Status Population 16 Years And Over In Labor Force,1370,241,59.9,6.5
Estimate Employment Status Population 16 Years And Over In Labor Force Civilian Labor Force,1360,240,59.4,6.4
Estimate Employment Status Population 16 Years And Over In Labor Force Civilian Labor Force Employed,1323,237,57.8,6.2
Estimate Employment Status Population 16 Years And Over In Labor Force Civilian Labor Force Unemployed,37,27,1.6,1.2
Estimate Employment Status Population 16 Years And Over In Labor Force Armed Forces,10,19,0.4,0.8
Estimate Employment Status Population 16 Years And Over Not In Labor Force,919,224,40.1,6.5
Estimate Employment Status Civilian Labor Force,1360,240,1360,(X)
Estimate Employment Status Civilian Labor Force Unemployment Rate,(X),(X),2.7,1.9
Estimate Employment Status Females 16 Years And Over,1087,202,1087,(X)
Estimate Employment Status Females 16 Years And Over In Labor Force,517,118,47.6,8.5
Estimate Employment Status Females 16 Years And Over In Labor Force Civilian Labor Force,507,116,46.6,8.3
Estimate Employment Status Females 16 Years And Over In Labor Force Civilian Labor Force Employed,498,115,45.8,8.2
Estimate Employment Status Own Children Of The Householder Under 6 Years,276,183,276,(X)
Estimate Employment Status Own Children Of The Householder Under 6 Years All Parents In Family In Labor Force,91,50,33.0,25.8
Estimate Employment Status Own Children Of The Householder 6 To 17 Years,560,182,560,(X)
Estimate Employment Status Own Children Of The Householder 6 To 17 Years All Parents In Family In Labor Force,347,117,62.0,17.3
Estimate Commuting To Work Workers 16 Years And Over,1331,237,1331,(X)
"Estimate Commuting To Work Workers 16 Years And Over Car, Truck, Or Van -- Drove Alone",1106,207,83.1,6.7
"Estimate Commuting To Work Workers 16 Years And Over Car, Truck, Or Van -- Carpooled",63,38,4.7,2.8
Estimate Commuting To Work Workers 16 Years And Over Public Transportation (Excluding Taxicab),0,14,0.0,3.5
Estimate Commuting To Work Workers 16 Years And Over Walked,23,23,1.7,1.7
Estimate Commuting To Work Workers 16 Years And Over Other Means,0,14,0.0,3.5
Estimate Commuting To Work Workers 16 Years And Over Worked From Home,139,92,10.4,6.2
Estimate Commuting To Work Workers 16 Years And Over Mean Travel Time To Work (Minutes),29.5,3.4,(X),(X)
Estimate Occupation Civilian Employed Population 16 Years And Over,1323,237,1323,(X)
"Estimate Occupation Civilian Employed Population 16 Years And Over Management, Business, Science, And Arts Occupations",623,141,47.1,5.7
Estimate Occupation Civilian Employed Population 16 Years And Over Service Occupations,173,97,13.1,6.1
Estimate Occupation Civilian Employed Population 16 Years And Over Sales And Office Occupations,279,82,21.1,6.1
"Estimate Occupation Civilian Employed Population 16 Years And Over Natural Resources, Construction, And Maintenance Occupations",122,52,9.2,3.8
"Estimate Occupation Civilian Employed Population 16 Years And Over Production, Transportation, And Material Moving Occupations",126,59,9.5,4.2
Estimate Industry Civilian Employed Population 16 Years And Over,1323,237,1323,(X)
