Label,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Employment Status Population 16 Years And Over,11519,799,11519,(X)
Estimate Employment Status Population 16 Years And Over In Labor Force,6677,702,58.0,4.5
Estimate Employment Status Population 16 Years And Over In Labor Force Civilian Labor Force,6677,702,58.0,4.5
Estimate Employment Status Population 16 Years And Over In Labor Force Civilian Labor Force Employed,6350,678,55.1,4.7
Estimate Employment Status Population 16 Years And Over In Labor Force Civilian Labor Force Unemployed,327,193,2.8,1.6
Estimate Employment Status Population 16 Years And Over In Labor Force Armed Forces,0,23,0.0,0.4
Estimate Employment Status Population 16 Years And Over Not In Labor Force,4842,613,42.0,4.5
Estimate Employment Status Civilian Labor Force,6677,702,6677,(X)
Estimate Employment Status Civilian Labor Force Unemployment Rate,(X),(X),4.9,2.8
Estimate Employment Status Females 16 Years And Over,6133,478,6133,(X)
Estimate Employment Status Females 16 Years And Over In Labor Force,3002,457,48.9,6.4
Estimate Employment Status Females 16 Years And Over In Labor Force Civilian Labor Force,3002,457,48.9,6.4
Estimate Employment Status Females 16 Years And Over In Labor Force Civilian Labor Force Employed,2822,419,46.0,5.9
Estimate Employment Status Own Children Of The Householder Under 6 Years,1646,363,1646,(X)
Estimate Employment Status Own Children Of The Householder Under 6 Years All Parents In Family In Labor Force,1037,359,63.0,16.4
Estimate Employment Status Own Children Of The Householder 6 To 17 Years,3027,547,3027,(X)
Estimate Employment Status Own Children Of The Householder 6 To 17 Years All Parents In Family In Labor Force,2486,542,82.1,8.0
Estimate Commuting To Work Workers 16 Years And Over,6272,690,6272,(X)
"Estimate Commuting To Work Workers 16 Years And Over Car, Truck, Or Van -- Drove Alone",5114,695,81.5,5.7
"Estimate Commuting To Work Workers 16 Years And Over Car, Truck, Or Van -- Carpooled",680,321,10.8,5.0
Estimate Commuting To Work Workers 16 Years And Over Public Transportation (Excluding Taxicab),0,23,0.0,0.8
Estimate Commuting To Work Workers 16 Years And Over Walked,29,34,0.5,0.5
Estimate Commuting To Work Workers 16 Years And Over Other Means,107,105,1.7,1.7
Estimate Commuting To Work Workers 16 Years And Over Worked From Home,342,168,5.5,2.6
Estimate Commuting To Work Workers 16 Years And Over Mean Travel Time To Work (Minutes),28.8,4.4,(X),(X)
Estimate Occupation Civilian Employed Population 16 Years And Over,6350,678,6350,(X)
"Estimate Occupation Civilian Employed Population 16 Years And Over Management, Business, Science, And Arts Occupations",1574,356,24.8,4.8
Estimate Occupation Civilian Employed Population 16 Years And Over Service Occupations,1256,341,19.8,4.9
Estimate Occupation Civilian Employed Population 16 Years And Over Sales And Office Occupations,1380,388,21.7,5.4
"Estimate Occupation Civilian Employed Population 16 Years And Over Natural Resources, Construction, And Maintenance Occupations",1215,333,19.1,5.2
"Estimate Occupation Civilian Employed Population 16 Years And Over Production, Transportation, And Material Moving Occupations",925,282,14.6,4.0
Estimate Industry Civilian Employed Population 16 Years And Over,6350,678,6350,(X)
"Estimate Industry Civilian Employed Population 16 Years And Over Agriculture, Forestry, Fishing And Hunting, And Mining",965,341,15.2,5.4
Estimate Industry Civilian Employed Population 16 Years And Over Construction,402,147,6.3,2.4
Estimate Industry Civilian Employed Population 16 Years And Over Manufacturing,294,156,4.6,2.2
