Label,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Employment Status Population 16 Years And Over,263,128,263,(X)
Estimate Employment Status Population 16 Years And Over In Labor Force,108,68,41.1,15.5
Estimate Employment Status Population 16 Years And Over In Labor Force Civilian Labor Force,108,68,41.1,15.5
Estimate Employment Status Population 16 Years And Over In Labor Force Civilian Labor Force Employed,108,68,41.1,15.5
Estimate Employment Status Population 16 Years And Over In Labor Force Civilian Labor Force Unemployed,0,14,0.0,16.5
Estimate Employment Status Population 16 Years And Over In Labor Force Armed Forces,0,14,0.0,16.5
Estimate Employment Status Population 16 Years And Over Not In Labor Force,155,83,58.9,15.5
Estimate Employment Status Civilian Labor Force,108,68,108,(X)
Estimate Employment Status Civilian Labor Force Unemployment Rate,(X),(X),0.0,33.9
Estimate Employment Status Females 16 Years And Over,81,43,81,(X)
Estimate Employment Status Females 16 Years And Over In Labor Force,12,18,14.8,18.6
Estimate Employment Status Females 16 Years And Over In Labor Force Civilian Labor Force,12,18,14.8,18.6
Estimate Employment Status Females 16 Years And Over In Labor Force Civilian Labor Force Employed,12,18,14.8,18.6
Estimate Employment Status Own Children Of The Householder Under 6 Years,22,35,22,(X)
Estimate Employment Status Own Children Of The Householder Under 6 Years All Parents In Family In Labor Force,22,35,100.0,76.4
Estimate Employment Status Own Children Of The Householder 6 To 17 Years,76,79,76,(X)
Estimate Employment Status Own Children Of The Householder 6 To 17 Years All Parents In Family In Labor Force,0,14,0.0,41.1
Estimate Commuting To Work Workers 16 Years And Over,108,68,108,(X)
"Estimate Commuting To Work Workers 16 Years And Over Car, Truck, Or Van -- Drove Alone",86,66,79.6,24.3
"Estimate Commuting To Work Workers 16 Years And Over Car, Truck, Or Van -- Carpooled",0,14,0.0,33.9
Estimate Commuting To Work Workers 16 Years And Over Public Transportation (Excluding Taxicab),0,14,0.0,33.9
Estimate Commuting To Work Workers 16 Years And Over Walked,12,19,11.1,19.5
Estimate Commuting To Work Workers 16 Years And Over Other Means,0,14,0.0,33.9
Estimate Commuting To Work Workers 16 Years And Over Worked From Home,10,15,9.3,15.6
Estimate Commuting To Work Workers 16 Years And Over Mean Travel Time To Work (Minutes),-999999999.0,-999999999.0,(X),(X)
Estimate Occupation Civilian Employed Population 16 Years And Over,108,68,108,(X)
"Estimate Occupation Civilian Employed Population 16 Years And Over Management, Business, Science, And Arts Occupations",0,14,0.0,33.9
Estimate Occupation Civilian Employed Population 16 Years And Over Service Occupations,52,45,48.1,38.3
Estimate Occupation Civilian Employed Population 16 Years And Over Sales And Office Occupations,32,29,29.6,25.5
"Estimate Occupation Civilian Employed Population 16 Years And Over Natural Resources, Construction, And Maintenance Occupations",12,18,11.1,13.4
"Estimate Occupation Civilian Employed Population 16 Years And Over Production, Transportation, And Material Moving Occupations",12,18,11.1,13.1
Estimate Industry Civilian Employed Population 16 Years And Over,108,68,108,(X)
"Estimate Industry Civilian Employed Population 16 Years And Over Agriculture, Forestry, Fishing And Hunting, And Mining",24,36,22.2,26.3
Estimate Industry Civilian Employed Population 16 Years And Over Construction,0,14,0.0,33.9
Estimate Industry Civilian Employed Population 16 Years And Over Manufacturing,0,14,0.0,33.9
Estimate Industry Civilian Employed Population 16 Years And Over Wholesale Trade,0,14,0.0,33.9
Estimate Industry Civilian Employed Population 16 Years And Over Retail Trade,29,29,26.9,27.1
"Estimate Industry Civilian Employed Population 16 Years And Over Transportation And Warehousing, And Utilities",21,22,19.4,22.4
Estimate Industry Civilian Employed Population 16 Years And Over Information,0,14,0.0,33.9
"Estimate Industry Civilian Employed Population 16 Years And Over Finance And Insurance, And Real Estate And Rental And Leasing",12,18,11.1,13.1
"Estimate Industry Civilian Employed Population 16 Years And Over Professional, Scientific, And Management, And Administrative And Waste Management Services",0,14,0.0,33.9
"Estimate Industry Civilian Employed Population 16 Years And Over Educational Services, And Health Care And Social Assistance",10,15,9.3,15.6
"Estimate Industry Civilian Employed Population 16 Years And Over Arts, Entertainment, And Recreation, And Accommodation And Food Services",12,19,11.1,19.5
"Estimate Industry Civilian Employed Population 16 Years And Over Other Services, Except Public Administration",0,14,0.0,33.9
Estimate Industry Civilian Employed Population 16 Years And Over Public Administration,0,14,0.0,33.9
Estimate Class Of Worker Civilian Employed Population 16 Years And Over,108,68,108,(X)
Estimate Class Of Worker Civilian Employed Population 16 Years And Over Private Wage And Salary Workers,96,68,88.9,19.5
Estimate Class Of Worker Civilian Employed Population 16 Years And Over Government Workers,0,14,0.0,33.9
Estimate Class Of Worker Civilian Employed Population 16 Years And Over Self-Employed In Own Not Incorporated Business Workers,12,19,11.1,19.5
Estimate Class Of Worker Civilian Employed Population 16 Years And Over Unpaid Family Workers,0,14,0.0,33.9
Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households,134,74,134,(X)
"Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households Less Than $10,000",44,54,32.8,30.7
"Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households $10,000 To $14,999",9,15,6.7,10.6
"Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households $15,000 To $24,999",11,17,8.2,13.0
"Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households $25,000 To $34,999",19,33,14.2,22.2
"Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households $35,000 To $49,999",10,15,7.5,11.8
"Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households $50,000 To $74,999",31,28,23.1,23.2
"Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households $75,000 To $99,999",0,14,0.0,29.0
"Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households $100,000 To $149,999",0,14,0.0,29.0
"Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households $150,000 To $199,999",10,15,7.5,11.4
"Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households $200,000 Or More",0,14,0.0,29.0
Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households Median Household Income (Dollars),-666666666,-222222222,(X),(X)
Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households Mean Household Income (Dollars),34704,20657,(X),(X)
