Label,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Employment Status Population 16 Years And Over,1044,225,1044,(X)
Estimate Employment Status Population 16 Years And Over In Labor Force,575,175,55.1,8.4
Estimate Employment Status Population 16 Years And Over In Labor Force Civilian Labor Force,575,175,55.1,8.4
Estimate Employment Status Population 16 Years And Over In Labor Force Civilian Labor Force Employed,525,168,50.3,9.1
Estimate Employment Status Population 16 Years And Over In Labor Force Civilian Labor Force Unemployed,50,34,4.8,3.1
Estimate Employment Status Population 16 Years And Over In Labor Force Armed Forces,0,14,0.0,4.4
Estimate Employment Status Population 16 Years And Over Not In Labor Force,469,106,44.9,8.4
Estimate Employment Status Civilian Labor Force,575,175,575,(X)
Estimate Employment Status Civilian Labor Force Unemployment Rate,(X),(X),8.7,5.8
Estimate Employment Status Females 16 Years And Over,495,112,495,(X)
Estimate Employment Status Females 16 Years And Over In Labor Force,255,88,51.5,10.4
Estimate Employment Status Females 16 Years And Over In Labor Force Civilian Labor Force,255,88,51.5,10.4
Estimate Employment Status Females 16 Years And Over In Labor Force Civilian Labor Force Employed,240,86,48.5,11.1
Estimate Employment Status Own Children Of The Householder Under 6 Years,110,75,110,(X)
Estimate Employment Status Own Children Of The Householder Under 6 Years All Parents In Family In Labor Force,102,78,92.7,12.8
Estimate Employment Status Own Children Of The Householder 6 To 17 Years,161,89,161,(X)
Estimate Employment Status Own Children Of The Householder 6 To 17 Years All Parents In Family In Labor Force,119,80,73.9,21.3
Estimate Commuting To Work Workers 16 Years And Over,525,168,525,(X)
"Estimate Commuting To Work Workers 16 Years And Over Car, Truck, Or Van -- Drove Alone",431,162,82.1,10.0
"Estimate Commuting To Work Workers 16 Years And Over Car, Truck, Or Van -- Carpooled",67,44,12.8,8.4
Estimate Commuting To Work Workers 16 Years And Over Public Transportation (Excluding Taxicab),5,6,1.0,1.3
Estimate Commuting To Work Workers 16 Years And Over Walked,0,14,0.0,8.6
Estimate Commuting To Work Workers 16 Years And Over Other Means,2,3,0.4,0.6
Estimate Commuting To Work Workers 16 Years And Over Worked From Home,20,20,3.8,3.9
Estimate Commuting To Work Workers 16 Years And Over Mean Travel Time To Work (Minutes),34.0,10.5,(X),(X)
Estimate Occupation Civilian Employed Population 16 Years And Over,525,168,525,(X)
"Estimate Occupation Civilian Employed Population 16 Years And Over Management, Business, Science, And Arts Occupations",220,92,41.9,9.7
Estimate Occupation Civilian Employed Population 16 Years And Over Service Occupations,72,43,13.7,8.2
Estimate Occupation Civilian Employed Population 16 Years And Over Sales And Office Occupations,33,24,6.3,4.9
"Estimate Occupation Civilian Employed Population 16 Years And Over Natural Resources, Construction, And Maintenance Occupations",87,45,16.6,8.8
"Estimate Occupation Civilian Employed Population 16 Years And Over Production, Transportation, And Material Moving Occupations",113,75,21.5,9.7
Estimate Industry Civilian Employed Population 16 Years And Over,525,168,525,(X)
"Estimate Industry Civilian Employed Population 16 Years And Over Agriculture, Forestry, Fishing And Hunting, And Mining",9,10,1.7,1.9
Estimate Industry Civilian Employed Population 16 Years And Over Construction,60,29,11.4,6.3
Estimate Industry Civilian Employed Population 16 Years And Over Manufacturing,114,78,21.7,10.7
Estimate Industry Civilian Employed Population 16 Years And Over Wholesale Trade,0,14,0.0,8.6
Estimate Industry Civilian Employed Population 16 Years And Over Retail Trade,12,13,2.3,2.7
"Estimate Industry Civilian Employed Population 16 Years And Over Transportation And Warehousing, And Utilities",50,33,9.5,6.6
Estimate Industry Civilian Employed Population 16 Years And Over Information,0,14,0.0,8.6
"Estimate Industry Civilian Employed Population 16 Years And Over Finance And Insurance, And Real Estate And Rental And Leasing",17,20,3.2,3.8
"Estimate Industry Civilian Employed Population 16 Years And Over Professional, Scientific, And Management, And Administrative And Waste Management Services",19,21,3.6,4.2
"Estimate Industry Civilian Employed Population 16 Years And Over Educational Services, And Health Care And Social Assistance",189,91,36.0,9.4
"Estimate Industry Civilian Employed Population 16 Years And Over Arts, Entertainment, And Recreation, And Accommodation And Food Services",26,23,5.0,4.6
"Estimate Industry Civilian Employed Population 16 Years And Over Other Services, Except Public Administration",24,22,4.6,4.2
Estimate Industry Civilian Employed Population 16 Years And Over Public Administration,5,6,1.0,1.1
Estimate Class Of Worker Civilian Employed Population 16 Years And Over,525,168,525,(X)
Estimate Class Of Worker Civilian Employed Population 16 Years And Over Private Wage And Salary Workers,412,155,78.5,10.2
Estimate Class Of Worker Civilian Employed Population 16 Years And Over Government Workers,67,42,12.8,8.1
