Label,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Employment Status Population 16 Years And Over,156,60,156,(X)
Estimate Employment Status Population 16 Years And Over In Labor Force,91,32,58.3,21.4
Estimate Employment Status Population 16 Years And Over In Labor Force Civilian Labor Force,91,32,58.3,21.4
Estimate Employment Status Population 16 Years And Over In Labor Force Civilian Labor Force Employed,86,30,55.1,20.8
Estimate Employment Status Population 16 Years And Over In Labor Force Civilian Labor Force Unemployed,5,9,3.2,5.9
Estimate Employment Status Population 16 Years And Over In Labor Force Armed Forces,0,14,0.0,25.8
Estimate Employment Status Population 16 Years And Over Not In Labor Force,65,53,41.7,21.4
Estimate Employment Status Civilian Labor Force,91,32,91,(X)
Estimate Employment Status Civilian Labor Force Unemployment Rate,(X),(X),5.5,9.8
Estimate Employment Status Females 16 Years And Over,69,24,69,(X)
Estimate Employment Status Females 16 Years And Over In Labor Force,41,18,59.4,19.2
Estimate Employment Status Females 16 Years And Over In Labor Force Civilian Labor Force,41,18,59.4,19.2
Estimate Employment Status Females 16 Years And Over In Labor Force Civilian Labor Force Employed,41,18,59.4,19.2
Estimate Employment Status Own Children Of The Householder Under 6 Years,14,12,14,(X)
Estimate Employment Status Own Children Of The Householder Under 6 Years All Parents In Family In Labor Force,13,12,92.9,23.6
Estimate Employment Status Own Children Of The Householder 6 To 17 Years,30,22,30,(X)
Estimate Employment Status Own Children Of The Householder 6 To 17 Years All Parents In Family In Labor Force,16,13,53.3,51.8
Estimate Commuting To Work Workers 16 Years And Over,86,30,86,(X)
"Estimate Commuting To Work Workers 16 Years And Over Car, Truck, Or Van -- Drove Alone",64,30,74.4,18.3
"Estimate Commuting To Work Workers 16 Years And Over Car, Truck, Or Van -- Carpooled",14,11,16.3,13.1
Estimate Commuting To Work Workers 16 Years And Over Public Transportation (Excluding Taxicab),0,14,0.0,38.7
Estimate Commuting To Work Workers 16 Years And Over Walked,1,2,1.2,2.5
Estimate Commuting To Work Workers 16 Years And Over Other Means,2,4,2.3,4.4
Estimate Commuting To Work Workers 16 Years And Over Worked From Home,5,7,5.8,8.4
Estimate Commuting To Work Workers 16 Years And Over Mean Travel Time To Work (Minutes),11.3,4.6,(X),(X)
Estimate Occupation Civilian Employed Population 16 Years And Over,86,30,86,(X)
"Estimate Occupation Civilian Employed Population 16 Years And Over Management, Business, Science, And Arts Occupations",24,15,27.9,16.9
Estimate Occupation Civilian Employed Population 16 Years And Over Service Occupations,21,17,24.4,18.0
Estimate Occupation Civilian Employed Population 16 Years And Over Sales And Office Occupations,18,13,20.9,12.5
"Estimate Occupation Civilian Employed Population 16 Years And Over Natural Resources, Construction, And Maintenance Occupations",17,17,19.8,17.6
"Estimate Occupation Civilian Employed Population 16 Years And Over Production, Transportation, And Material Moving Occupations",6,6,7.0,7.5
Estimate Industry Civilian Employed Population 16 Years And Over,86,30,86,(X)
"Estimate Industry Civilian Employed Population 16 Years And Over Agriculture, Forestry, Fishing And Hunting, And Mining",36,21,41.9,18.6
Estimate Industry Civilian Employed Population 16 Years And Over Construction,0,14,0.0,38.7
Estimate Industry Civilian Employed Population 16 Years And Over Manufacturing,0,14,0.0,38.7
Estimate Industry Civilian Employed Population 16 Years And Over Wholesale Trade,0,14,0.0,38.7
Estimate Industry Civilian Employed Population 16 Years And Over Retail Trade,5,6,5.8,7.3
"Estimate Industry Civilian Employed Population 16 Years And Over Transportation And Warehousing, And Utilities",3,5,3.5,5.7
Estimate Industry Civilian Employed Population 16 Years And Over Information,0,14,0.0,38.7
"Estimate Industry Civilian Employed Population 16 Years And Over Finance And Insurance, And Real Estate And Rental And Leasing",0,14,0.0,38.7
"Estimate Industry Civilian Employed Population 16 Years And Over Professional, Scientific, And Management, And Administrative And Waste Management Services",6,10,7.0,10.1
"Estimate Industry Civilian Employed Population 16 Years And Over Educational Services, And Health Care And Social Assistance",35,23,40.7,21.4
"Estimate Industry Civilian Employed Population 16 Years And Over Arts, Entertainment, And Recreation, And Accommodation And Food Services",0,14,0.0,38.7
"Estimate Industry Civilian Employed Population 16 Years And Over Other Services, Except Public Administration",0,14,0.0,38.7
Estimate Industry Civilian Employed Population 16 Years And Over Public Administration,1,2,1.2,2.6
Estimate Class Of Worker Civilian Employed Population 16 Years And Over,86,30,86,(X)
Estimate Class Of Worker Civilian Employed Population 16 Years And Over Private Wage And Salary Workers,63,28,73.3,13.9
Estimate Class Of Worker Civilian Employed Population 16 Years And Over Government Workers,17,12,19.8,12.6
Estimate Class Of Worker Civilian Employed Population 16 Years And Over Self-Employed In Own Not Incorporated Business Workers,6,6,7.0,7.5
Estimate Class Of Worker Civilian Employed Population 16 Years And Over Unpaid Family Workers,0,14,0.0,38.7
Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households,75,26,75,(X)
"Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households Less Than $10,000",17,16,22.7,18.4
"Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households $10,000 To $14,999",0,14,0.0,41.4
"Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households $15,000 To $24,999",0,14,0.0,41.4
"Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households $25,000 To $34,999",9,14,12.0,16.3
"Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households $35,000 To $49,999",14,11,18.7,14.3
"Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households $50,000 To $74,999",18,12,24.0,14.9
"Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households $75,000 To $99,999",13,10,17.3,12.7
"Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households $100,000 To $149,999",0,14,0.0,41.4
"Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households $150,000 To $199,999",3,6,4.0,8.2
"Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households $200,000 Or More",1,2,1.3,3.1
Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households Median Household Income (Dollars),41875,32249,(X),(X)
Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households Mean Household Income (Dollars),53779,22412,(X),(X)
Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households With Earnings,58,23,77.3,18.4
Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households With Earnings Mean Earnings (Dollars),65766,23792,(X),(X)
Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households With Social Security,9,8,12.0,11.7
Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households With Social Security Mean Social Security Income (Dollars),18578,2685,(X),(X)
Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households With Retirement Income,0,14,0.0,41.4
Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households With Retirement Income Mean Retirement Income (Dollars),-666666666,-222222222,(X),(X)
Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households With Supplemental Security Income,0,14,0.0,41.4
Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households With Supplemental Security Income Mean Supplemental Security Income (Dollars),-666666666,-222222222,(X),(X)
Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households With Cash Public Assistance Income,0,14,0.0,41.4
Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households With Cash Public Assistance Income Mean Cash Public Assistance Income (Dollars),-666666666,-222222222,(X),(X)
Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households With Food Stamp/Snap Benefits In The Past 12 Months,0,14,0.0,41.4
Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Families,65,25,65,(X)
"Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Families Less Than $10,000",17,16,26.2,20.7
"Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Families $10,000 To $14,999",0,14,0.0,44.5
"Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Families $15,000 To $24,999",0,14,0.0,44.5
"Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Families $25,000 To $34,999",9,14,13.8,18.7
"Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Families $35,000 To $49,999",14,11,21.5,16.0
"Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Families $50,000 To $74,999",15,11,23.1,16.3
"Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Families $75,000 To $99,999",6,10,9.2,14.1
"Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Families $100,000 To $149,999",0,14,0.0,44.5
"Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Families $150,000 To $199,999",3,6,4.6,9.6
