"Label (Grouping)","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","ZCTA5 01588!!Estimate","ZCTA5 01588!!Margin of Error","ZCTA5 01588!!Percent","ZCTA5 01588!!Percent Margin of Error"
"HOUSEHOLDS BY TYPE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","4,005","±300","4,005","(X)"
"        Married-couple household","1,268,605","±8,723","46.7%","±0.3","1,856","±260","46.3%","±6.0"
"            With children of the householder under 18 years","497,049","±5,613","18.3%","±0.2","653","±158","16.3%","±3.9"
"        Cohabiting couple household","197,242","±3,699","7.3%","±0.1","444","±205","11.1%","±5.1"
"            With children of the householder under 18 years","51,274","±1,947","1.9%","±0.1","110","±79","2.7%","±2.0"
"        Male householder, no spouse/partner present","473,534","±4,711","17.4%","±0.2","681","±233","17.0%","±5.3"
"            With children of the householder under 18 years","26,391","±1,420","1.0%","±0.1","161","±176","4.0%","±4.3"
"            Householder living alone","326,240","±4,165","12.0%","±0.2","404","±160","10.1%","±3.8"
"                65 years and over","102,147","±2,741","3.8%","±0.1","197","±94","4.9%","±2.3"
"        Female householder, no spouse/partner present","775,067","±5,852","28.6%","±0.2","1,024","±247","25.6%","±6.1"
"            With children of the householder under 18 years","133,036","±2,935","4.9%","±0.1","273","±175","6.8%","±4.5"
"            Householder living alone","443,007","±4,718","16.3%","±0.2","534","±186","13.3%","±4.5"
"                65 years and over","221,896","±3,548","8.2%","±0.1","241","±111","6.0%","±2.8"
"        Households with one or more people under 18 years","779,995","±4,432","28.7%","±0.2","1,453","±280","36.3%","±6.8"
"        Households with one or more people 65 years and over","835,843","±3,332","30.8%","±0.1","1,060","±245","26.5%","±5.8"
"        Average household size","2.48","±0.01","(X)","(X)","2.52","±0.18","(X)","(X)"
"        Average family size","3.08","±0.01","(X)","(X)","3.06","±0.25","(X)","(X)"
"RELATIONSHIP","","","","","","","",""
"    Population in households","6,744,826","*****","6,744,826","(X)","10,103","±709","10,103","(X)"
"        Householder","2,714,448","±4,158","40.2%","±0.1","4,005","±300","39.6%","±2.8"
"        Spouse","1,264,620","±9,080","18.7%","±0.1","1,841","±265","18.2%","±2.3"
"        Unmarried partner","201,007","±3,828","3.0%","±0.1","366","±159","3.6%","±1.6"
"        Child","1,898,296","±5,188","28.1%","±0.1","3,009","±467","29.8%","±3.8"
"        Other relatives","394,812","±8,541","5.9%","±0.1","673","±285","6.7%","±2.6"
"        Other nonrelatives","271,643","±6,161","4.0%","±0.1","209","±103","2.1%","±1.0"
"MARITAL STATUS","","","","","","","",""
"    Males 15 years and over","2,831,580","±492","2,831,580","(X)","4,096","±427","4,096","(X)"
"        Never married","1,113,128","±7,242","39.3%","±0.3","1,562","±347","38.1%","±6.5"
"        Now married, except separated","1,388,255","±8,794","49.0%","±0.3","1,958","±264","47.8%","±5.9"
"        Separated","37,600","±1,670","1.3%","±0.1","41","±53","1.0%","±1.3"
"        Widowed","65,484","±1,934","2.3%","±0.1","169","±82","4.1%","±1.9"
"        Divorced","227,113","±4,005","8.0%","±0.1","366","±162","8.9%","±3.9"
"    Females 15 years and over","3,024,592","±465","3,024,592","(X)","4,110","±335","4,110","(X)"
"        Never married","1,055,131","±6,774","34.9%","±0.2","1,158","±299","28.2%","±7.0"
"        Now married, except separated","1,350,368","±8,695","44.6%","±0.3","1,995","±261","48.5%","±5.4"
"        Separated","55,256","±1,859","1.8%","±0.1","35","±46","0.9%","±1.1"
"        Widowed","239,073","±3,906","7.9%","±0.1","352","±157","8.6%","±3.7"
"        Divorced","324,764","±4,024","10.7%","±0.1","570","±202","13.9%","±4.7"
"FERTILITY","","","","","","","",""
"    Number of women 15 to 50 years old who had a birth in the past 12 months","75,648","±2,253","75,648","(X)","193","±133","193","(X)"
"        Unmarried women (widowed, divorced, and never married)","21,673","±1,166","28.6%","±1.4","118","±97","61.1%","±33.0"
"            Per 1,000 unmarried women","21","±1","(X)","(X)","85","±72","(X)","(X)"
"        Per 1,000 women 15 to 50 years old","45","±1","(X)","(X)","84","±58","(X)","(X)"
"        Per 1,000 women 15 to 19 years old","4","±1","(X)","(X)","0","±171","(X)","(X)"
"        Per 1,000 women 20 to 34 years old","66","±3","(X)","(X)","179","±129","(X)","(X)"
"        Per 1,000 women 35 to 50 years old","36","±2","(X)","(X)","22","±33","(X)","(X)"
"GRANDPARENTS","","","","","","","",""
"    Number of grandparents living with own grandchildren under 18 years","125,752","±3,505","125,752","(X)","467","±234","467","(X)"
"        Grandparents responsible for grandchildren","30,300","±1,689","24.1%","±1.2","79","±89","16.9%","±21.1"
"        Years responsible for grandchildren","","","","","","","",""
"            Less than 1 year","4,707","±698","3.7%","±0.5","19","±30","4.1%","±7.4"
"            1 or 2 years","6,316","±677","5.0%","±0.5","0","±21","0.0%","±8.2"
"            3 or 4 years","5,630","±671","4.5%","±0.5","0","±21","0.0%","±8.2"
"            5 or more years","13,647","±1,024","10.9%","±0.8","60","±79","12.8%","±17.9"
"    Number of grandparents responsible for own grandchildren under 18 years","30,300","±1,689","30,300","(X)","79","±89","79","(X)"
"        Who are female","20,516","±1,259","67.7%","±1.5","61","±65","77.2%","±20.4"
"        Who are married","19,550","±1,487","64.5%","±2.5","79","±89","100.0%","±36.9"
"SCHOOL ENROLLMENT","","","","","","","",""
"    Population 3 years and over enrolled in school","1,720,058","±5,824","1,720,058","(X)","2,096","±505","2,096","(X)"
"        Nursery school, preschool","102,274","±2,603","5.9%","±0.1","183","±129","8.7%","±5.3"
"        Kindergarten","75,256","±2,443","4.4%","±0.1","184","±118","8.8%","±5.8"
"        Elementary school (grades 1-8)","616,062","±3,164","35.8%","±0.2","825","±287","39.4%","±9.0"
"        High school (grades 9-12)","346,224","±2,810","20.1%","±0.2","481","±215","22.9%","±9.2"
"        College or graduate school","580,242","±4,987","33.7%","±0.2","423","±183","20.2%","±7.5"
"EDUCATIONAL ATTAINMENT","","","","","","","",""
"    Population 25 years and over","4,902,868","±589","4,902,868","(X)","7,093","±594","7,093","(X)"
"        Less than 9th grade","207,481","±3,821","4.2%","±0.1","85","±49","1.2%","±0.7"
"        9th to 12th grade, no diploma","225,734","±3,923","4.6%","±0.1","308","±145","4.3%","±2.0"
"        High school graduate (includes equivalency)","1,137,085","±9,926","23.2%","±0.2","2,310","±558","32.6%","±6.7"
"        Some college, no degree","739,611","±7,345","15.1%","±0.2","1,456","±348","20.5%","±4.6"
"        Associate's degree","376,608","±4,932","7.7%","±0.1","641","±207","9.0%","±2.9"
"        Bachelor's degree","1,215,939","±8,658","24.8%","±0.2","1,527","±341","21.5%","±4.8"
"        Graduate or professional degree","1,000,410","±8,572","20.4%","±0.2","766","±238","10.8%","±3.4"
"        High school graduate or higher","4,469,653","±5,853","91.2%","±0.1","6,700","±585","94.5%","±2.1"
