"Label (Grouping)","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","ZCTA5 01238!!Estimate","ZCTA5 01238!!Margin of Error","ZCTA5 01238!!Percent","ZCTA5 01238!!Percent Margin of Error"
"HOUSEHOLDS BY TYPE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","2,292","±259","2,292","(X)"
"        Married-couple household","1,268,605","±8,723","46.7%","±0.3","1,056","±162","46.1%","±8.1"
"            With children of the householder under 18 years","497,049","±5,613","18.3%","±0.2","278","±80","12.1%","±3.8"
"        Cohabiting couple household","197,242","±3,699","7.3%","±0.1","230","±146","10.0%","±6.1"
"            With children of the householder under 18 years","51,274","±1,947","1.9%","±0.1","41","±45","1.8%","±2.0"
"        Male householder, no spouse/partner present","473,534","±4,711","17.4%","±0.2","235","±148","10.3%","±5.7"
"            With children of the householder under 18 years","26,391","±1,420","1.0%","±0.1","0","±19","0.0%","±1.7"
"            Householder living alone","326,240","±4,165","12.0%","±0.2","162","±120","7.1%","±4.8"
"                65 years and over","102,147","±2,741","3.8%","±0.1","51","±49","2.2%","±2.1"
"        Female householder, no spouse/partner present","775,067","±5,852","28.6%","±0.2","771","±204","33.6%","±7.4"
"            With children of the householder under 18 years","133,036","±2,935","4.9%","±0.1","160","±89","7.0%","±3.8"
"            Householder living alone","443,007","±4,718","16.3%","±0.2","489","±158","21.3%","±5.9"
"                65 years and over","221,896","±3,548","8.2%","±0.1","416","±147","18.2%","±5.7"
"        Households with one or more people under 18 years","779,995","±4,432","28.7%","±0.2","528","±108","23.0%","±5.1"
"        Households with one or more people 65 years and over","835,843","±3,332","30.8%","±0.1","1,129","±206","49.3%","±6.8"
"        Average household size","2.48","±0.01","(X)","(X)","2.37","±0.19","(X)","(X)"
"        Average family size","3.08","±0.01","(X)","(X)","2.95","±0.21","(X)","(X)"
"RELATIONSHIP","","","","","","","",""
"    Population in households","6,744,826","*****","6,744,826","(X)","5,422","±452","5,422","(X)"
"        Householder","2,714,448","±4,158","40.2%","±0.1","2,292","±259","42.3%","±3.4"
"        Spouse","1,264,620","±9,080","18.7%","±0.1","1,089","±168","20.1%","±2.8"
"        Unmarried partner","201,007","±3,828","3.0%","±0.1","217","±135","4.0%","±2.4"
"        Child","1,898,296","±5,188","28.1%","±0.1","1,435","±279","26.5%","±4.5"
"        Other relatives","394,812","±8,541","5.9%","±0.1","336","±193","6.2%","±3.5"
"        Other nonrelatives","271,643","±6,161","4.0%","±0.1","53","±45","1.0%","±0.8"
"MARITAL STATUS","","","","","","","",""
"    Males 15 years and over","2,831,580","±492","2,831,580","(X)","2,232","±323","2,232","(X)"
"        Never married","1,113,128","±7,242","39.3%","±0.3","816","±249","36.6%","±8.3"
"        Now married, except separated","1,388,255","±8,794","49.0%","±0.3","1,200","±190","53.8%","±8.0"
