"Label (Grouping)","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","ZCTA5 01450!!Estimate","ZCTA5 01450!!Margin of Error","ZCTA5 01450!!Percent","ZCTA5 01450!!Percent Margin of Error"
"HOUSEHOLDS BY TYPE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","3,820","±221","3,820","(X)"
"        Married-couple household","1,268,605","±8,723","46.7%","±0.3","2,481","±196","64.9%","±5.3"
"            With children of the householder under 18 years","497,049","±5,613","18.3%","±0.2","1,238","±193","32.4%","±5.5"
"        Cohabiting couple household","197,242","±3,699","7.3%","±0.1","172","±77","4.5%","±2.0"
"            With children of the householder under 18 years","51,274","±1,947","1.9%","±0.1","36","±39","0.9%","±1.0"
"        Male householder, no spouse/partner present","473,534","±4,711","17.4%","±0.2","496","±145","13.0%","±3.8"
"            With children of the householder under 18 years","26,391","±1,420","1.0%","±0.1","9","±15","0.2%","±0.4"
"            Householder living alone","326,240","±4,165","12.0%","±0.2","394","±136","10.3%","±3.5"
"                65 years and over","102,147","±2,741","3.8%","±0.1","233","±95","6.1%","±2.5"
"        Female householder, no spouse/partner present","775,067","±5,852","28.6%","±0.2","671","±186","17.6%","±4.2"
"            With children of the householder under 18 years","133,036","±2,935","4.9%","±0.1","64","±52","1.7%","±1.4"
"            Householder living alone","443,007","±4,718","16.3%","±0.2","473","±167","12.4%","±3.9"
"                65 years and over","221,896","±3,548","8.2%","±0.1","266","±108","7.0%","±2.7"
"        Households with one or more people under 18 years","779,995","±4,432","28.7%","±0.2","1,543","±161","40.4%","±5.1"
"        Households with one or more people 65 years and over","835,843","±3,332","30.8%","±0.1","1,268","±199","33.2%","±4.3"
"        Average household size","2.48","±0.01","(X)","(X)","2.90","±0.17","(X)","(X)"
"        Average family size","3.08","±0.01","(X)","(X)","3.43","±0.18","(X)","(X)"
"RELATIONSHIP","","","","","","","",""
"    Population in households","6,744,826","*****","6,744,826","(X)","11,067","±100","11,067","(X)"
"        Householder","2,714,448","±4,158","40.2%","±0.1","3,820","±221","34.5%","±2.0"
"        Spouse","1,264,620","±9,080","18.7%","±0.1","2,465","±202","22.3%","±1.9"
"        Unmarried partner","201,007","±3,828","3.0%","±0.1","181","±81","1.6%","±0.7"
"        Child","1,898,296","±5,188","28.1%","±0.1","3,779","±356","34.1%","±3.2"
"        Other relatives","394,812","±8,541","5.9%","±0.1","576","±345","5.2%","±3.1"
"        Other nonrelatives","271,643","±6,161","4.0%","±0.1","246","±159","2.2%","±1.4"
"MARITAL STATUS","","","","","","","",""
"    Males 15 years and over","2,831,580","±492","2,831,580","(X)","4,398","±349","4,398","(X)"
"        Never married","1,113,128","±7,242","39.3%","±0.3","1,166","±291","26.5%","±4.8"
"        Now married, except separated","1,388,255","±8,794","49.0%","±0.3","2,596","±190","59.0%","±6.2"
"        Separated","37,600","±1,670","1.3%","±0.1","56","±62","1.3%","±1.4"
"        Widowed","65,484","±1,934","2.3%","±0.1","169","±102","3.8%","±2.3"
"        Divorced","227,113","±4,005","8.0%","±0.1","411","±140","9.3%","±3.0"
"    Females 15 years and over","3,024,592","±465","3,024,592","(X)","4,408","±285","4,408","(X)"
"        Never married","1,055,131","±6,774","34.9%","±0.2","1,118","±255","25.4%","±5.0"
"        Now married, except separated","1,350,368","±8,695","44.6%","±0.3","2,545","±200","57.7%","±4.9"
"        Separated","55,256","±1,859","1.8%","±0.1","65","±62","1.5%","±1.4"
"        Widowed","239,073","±3,906","7.9%","±0.1","188","±93","4.3%","±2.1"
"        Divorced","324,764","±4,024","10.7%","±0.1","492","±165","11.2%","±3.5"
"FERTILITY","","","","","","","",""
"    Number of women 15 to 50 years old who had a birth in the past 12 months","75,648","±2,253","75,648","(X)","18","±21","18","(X)"
"        Unmarried women (widowed, divorced, and never married)","21,673","±1,166","28.6%","±1.4","0","±21","0.0%","±77.5"
"            Per 1,000 unmarried women","21","±1","(X)","(X)","0","±37","(X)","(X)"
"        Per 1,000 women 15 to 50 years old","45","±1","(X)","(X)","8","±10","(X)","(X)"
"        Per 1,000 women 15 to 19 years old","4","±1","(X)","(X)","0","±102","(X)","(X)"
"        Per 1,000 women 20 to 34 years old","66","±3","(X)","(X)","11","±19","(X)","(X)"
"        Per 1,000 women 35 to 50 years old","36","±2","(X)","(X)","9","±14","(X)","(X)"
"GRANDPARENTS","","","","","","","",""
"    Number of grandparents living with own grandchildren under 18 years","125,752","±3,505","125,752","(X)","281","±130","281","(X)"
"        Grandparents responsible for grandchildren","30,300","±1,689","24.1%","±1.2","73","±78","26.0%","±22.8"
"        Years responsible for grandchildren","","","","","","","",""
"            Less than 1 year","4,707","±698","3.7%","±0.5","14","±24","5.0%","±8.1"
"            1 or 2 years","6,316","±677","5.0%","±0.5","25","±31","8.9%","±10.1"
"            3 or 4 years","5,630","±671","4.5%","±0.5","0","±21","0.0%","±13.2"
"            5 or more years","13,647","±1,024","10.9%","±0.8","34","±58","12.1%","±19.3"
"    Number of grandparents responsible for own grandchildren under 18 years","30,300","±1,689","30,300","(X)","73","±78","73","(X)"
"        Who are female","20,516","±1,259","67.7%","±1.5","31","±37","42.5%","±15.2"
"        Who are married","19,550","±1,487","64.5%","±2.5","45","±60","61.6%","±52.0"
"SCHOOL ENROLLMENT","","","","","","","",""
"    Population 3 years and over enrolled in school","1,720,058","±5,824","1,720,058","(X)","3,186","±532","3,186","(X)"
"        Nursery school, preschool","102,274","±2,603","5.9%","±0.1","135","±92","4.2%","±3.1"
"        Kindergarten","75,256","±2,443","4.4%","±0.1","129","±83","4.0%","±3.0"
"        Elementary school (grades 1-8)","616,062","±3,164","35.8%","±0.2","1,503","±505","47.2%","±11.2"
"        High school (grades 9-12)","346,224","±2,810","20.1%","±0.2","860","±245","27.0%","±7.1"
"        College or graduate school","580,242","±4,987","33.7%","±0.2","559","±198","17.5%","±5.5"
"EDUCATIONAL ATTAINMENT","","","","","","","",""
"    Population 25 years and over","4,902,868","±589","4,902,868","(X)","7,459","±343","7,459","(X)"
"        Less than 9th grade","207,481","±3,821","4.2%","±0.1","103","±74","1.4%","±1.0"
"        9th to 12th grade, no diploma","225,734","±3,923","4.6%","±0.1","152","±105","2.0%","±1.4"
"        High school graduate (includes equivalency)","1,137,085","±9,926","23.2%","±0.2","1,107","±293","14.8%","±3.7"
"        Some college, no degree","739,611","±7,345","15.1%","±0.2","897","±211","12.0%","±2.7"
"        Associate's degree","376,608","±4,932","7.7%","±0.1","371","±139","5.0%","±1.8"
"        Bachelor's degree","1,215,939","±8,658","24.8%","±0.2","2,628","±419","35.2%","±5.8"
"        Graduate or professional degree","1,000,410","±8,572","20.4%","±0.2","2,201","±328","29.5%","±4.2"
"        High school graduate or higher","4,469,653","±5,853","91.2%","±0.1","7,204","±348","96.6%","±1.6"
"        Bachelor's degree or higher","2,216,349","±12,650","45.2%","±0.3","4,829","±412","64.7%","±5.7"
"VETERAN STATUS","","","","","","","",""
"    Civilian population 18 years and over","5,596,622","±698","5,596,622","(X)","8,240","±406","8,240","(X)"
"        Civilian veterans","277,442","±3,409","5.0%","±0.1","284","±96","3.4%","±1.1"
"DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION","","","","","","","",""
"    Total Civilian Noninstitutionalized Population","6,922,305","±655","6,922,305","(X)","11,140","±71","11,140","(X)"
"        With a disability","803,600","±8,111","11.6%","±0.1","729","±226","6.5%","±2.0"
"    Under 18 years","1,386,984","±319","1,386,984","(X)","2,978","±411","2,978","(X)"
"        With a disability","64,995","±2,247","4.7%","±0.2","59","±43","2.0%","±1.5"
"    18 to 64 years","4,413,041","±997","4,413,041","(X)","6,475","±314","6,475","(X)"
"        With a disability","393,175","±6,150","8.9%","±0.1","284","±139","4.4%","±2.1"
"    65 years and over","1,122,280","±664","1,122,280","(X)","1,687","±277","1,687","(X)"
"        With a disability","345,430","±3,933","30.8%","±0.3","386","±159","22.9%","±9.1"
"RESIDENCE 1 YEAR AGO","","","","","","","",""
"    Population 1 year and over","6,925,117","±1,896","6,925,117","(X)","11,157","±82","11,157","(X)"
"        Same house","6,062,747","±11,850","87.5%","±0.2","10,522","±240","94.3%","±2.0"
"        Different house (in the U.S. or abroad)","862,370","±11,510","12.5%","±0.2","635","±228","5.7%","±2.0"
"            Different house in the U.S.","800,834","±10,863","11.6%","±0.2","595","±221","5.3%","±2.0"
"                Same county","446,141","±8,933","6.4%","±0.1","275","±170","2.5%","±1.5"
"                Different county","354,693","±6,215","5.1%","±0.1","320","±161","2.9%","±1.4"
"                    Same state","205,752","±5,091","3.0%","±0.1","62","±54","0.6%","±0.5"
"                    Different state","148,941","±3,990","2.2%","±0.1","258","±148","2.3%","±1.3"
"            Abroad","61,536","±2,941","0.9%","±0.1","40","±58","0.4%","±0.5"
"PLACE OF BIRTH","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","11,218","±59","11,218","(X)"
"        Native","5,782,135","±10,227","82.7%","±0.1","10,377","±277","92.5%","±2.3"
"            Born in United States","5,572,843","±10,550","79.7%","±0.2","10,242","±279","91.3%","±2.4"
"                State of residence","4,174,551","±11,954","59.7%","±0.2","6,354","±482","56.6%","±4.3"
"                Different state","1,398,292","±9,460","20.0%","±0.1","3,888","±555","34.7%","±4.9"
"            Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)","209,292","±4,176","3.0%","±0.1","135","±68","1.2%","±0.6"
"        Foreign born","1,209,717","±10,227","17.3%","±0.1","841","±263","7.5%","±2.3"
"U.S. CITIZENSHIP STATUS","","","","","","","",""
"    Foreign-born population","1,209,717","±10,227","1,209,717","(X)","841","±263","841","(X)"
"        Naturalized U.S. citizen","657,058","±6,826","54.3%","±0.5","436","±168","51.8%","±14.5"
"        Not a U.S. citizen","552,659","±8,065","45.7%","±0.5","405","±190","48.2%","±14.5"
"YEAR OF ENTRY","","","","","","","",""
"    Population born outside the United States","1,419,009","±10,550","1,419,009","(X)","976","±264","976","(X)"
"        Native","209,292","±4,176","209,292","(X)","135","±68","135","(X)"
"            Entered 2010 or later","61,308","±2,860","29.3%","±1.1","12","±21","8.9%","±13.6"
"            Entered before 2010","147,984","±3,102","70.7%","±1.1","123","±63","91.1%","±13.6"
"        Foreign born","1,209,717","±10,227","1,209,717","(X)","841","±263","841","(X)"
"            Entered 2010 or later","385,828","±7,484","31.9%","±0.5","170","±125","20.2%","±13.0"
"            Entered before 2010","823,889","±8,082","68.1%","±0.5","671","±229","79.8%","±13.0"
"WORLD REGION OF BIRTH OF FOREIGN BORN","","","","","","","",""
"    Foreign-born population, excluding population born at sea","1,209,717","±10,227","1,209,717","(X)","841","±263","841","(X)"
"        Europe","233,623","±4,981","19.3%","±0.4","329","±131","39.1%","±12.5"
"        Asia","372,717","±3,581","30.8%","±0.3","336","±163","40.0%","±15.6"
"        Africa","113,823","±3,313","9.4%","±0.3","54","±84","6.4%","±9.5"
"        Oceania","4,098","±490","0.3%","±0.1","0","±21","0.0%","±4.6"
"        Latin America","456,601","±7,328","37.7%","±0.5","44","±69","5.2%","±8.0"
"        Northern America","28,855","±1,370","2.4%","±0.1","78","±69","9.3%","±7.6"
"LANGUAGE SPOKEN AT HOME","","","","","","","",""
"    Population 5 years and over","6,633,909","±261","6,633,909","(X)","10,710","±186","10,710","(X)"
"        English only","5,018,331","±10,572","75.6%","±0.2","9,972","±302","93.1%","±2.2"
"        Language other than English","1,615,578","±10,535","24.4%","±0.2","738","±233","6.9%","±2.2"
"            Speak English less than ""very well""","631,900","±9,016","9.5%","±0.1","127","±85","1.2%","±0.8"
"        Spanish","623,189","±4,858","9.4%","±0.1","61","±54","0.6%","±0.5"
"            Speak English less than ""very well""","262,100","±4,775","4.0%","±0.1","5","±7","0.0%","±0.1"
"        Other Indo-European languages","601,764","±8,787","9.1%","±0.1","447","±190","4.2%","±1.8"
"            Speak English less than ""very well""","210,816","±5,330","3.2%","±0.1","81","±77","0.8%","±0.7"
"        Asian and Pacific Islander languages","291,065","±4,510","4.4%","±0.1","217","±131","2.0%","±1.2"
"            Speak English less than ""very well""","130,881","±3,152","2.0%","±0.1","41","±40","0.4%","±0.4"
"        Other languages","99,560","±3,943","1.5%","±0.1","13","±19","0.1%","±0.2"
"            Speak English less than ""very well""","28,103","±1,866","0.4%","±0.1","0","±21","0.0%","±0.4"
"ANCESTRY","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","11,218","±59","11,218","(X)"
"        American","260,364","±6,504","3.7%","±0.1","397","±199","3.5%","±1.8"
"        Arab","72,487","±3,641","1.0%","±0.1","275","±291","2.5%","±2.6"
"        Czech","12,119","±1,098","0.2%","±0.1","19","±30","0.2%","±0.3"
"        Danish","14,346","±1,162","0.2%","±0.1","17","±20","0.2%","±0.2"
"        Dutch","34,354","±1,922","0.5%","±0.1","107","±70","1.0%","±0.6"
"        English","655,283","±8,406","9.4%","±0.1","2,149","±519","19.2%","±4.6"
"        French (except Basque)","375,415","±6,388","5.4%","±0.1","570","±195","5.1%","±1.7"
"        French Canadian","235,524","±4,384","3.4%","±0.1","207","±118","1.8%","±1.0"
"        German","387,135","±7,027","5.5%","±0.1","1,148","±427","10.2%","±3.8"
"        Greek","76,566","±3,218","1.1%","±0.1","91","±56","0.8%","±0.5"
"        Hungarian","19,068","±1,432","0.3%","±0.1","109","±91","1.0%","±0.8"
"        Irish","1,345,219","±11,619","19.2%","±0.2","3,073","±758","27.4%","±6.8"
"        Italian","815,794","±9,186","11.7%","±0.1","2,107","±808","18.8%","±7.2"
"        Lithuanian","43,215","±2,035","0.6%","±0.1","38","±35","0.3%","±0.3"
"        Norwegian","35,032","±1,997","0.5%","±0.1","69","±65","0.6%","±0.6"
"        Polish","283,050","±4,814","4.0%","±0.1","890","±537","7.9%","±4.8"
"        Portuguese","270,183","±5,260","3.9%","±0.1","239","±133","2.1%","±1.2"
"        Russian","91,511","±3,161","1.3%","±0.1","106","±78","0.9%","±0.7"
"        Scotch-Irish","41,714","±2,151","0.6%","±0.1","48","±45","0.4%","±0.4"
"        Scottish","134,503","±3,385","1.9%","±0.1","194","±106","1.7%","±0.9"
"        Slovak","7,069","±828","0.1%","±0.1","11","±18","0.1%","±0.2"
"        Subsaharan African","158,921","±4,752","2.3%","±0.1","0","±21","0.0%","±0.4"
"        Swedish","102,031","±2,873","1.5%","±0.1","133","±81","1.2%","±0.7"
"        Swiss","10,126","±912","0.1%","±0.1","92","±99","0.8%","±0.9"
"        Ukrainian","24,760","±1,792","0.4%","±0.1","60","±57","0.5%","±0.5"
"        Welsh","23,388","±1,506","0.3%","±0.1","89","±76","0.8%","±0.7"
"        West Indian (excluding Hispanic origin groups)","139,627","±4,694","2.0%","±0.1","48","±74","0.4%","±0.7"
"COMPUTERS AND INTERNET USE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","3,820","±221","3,820","(X)"
"        With a computer","2,538,022","±5,269","93.5%","±0.1","3,676","±224","96.2%","±2.0"
"        With a broadband Internet subscription","2,431,466","±6,695","89.6%","±0.2","3,652","±216","95.6%","±2.2"
